Orthogroup	V_vinifera.proteins	A_vesiculosa.proteins
OG0005757	VIT_201s0011g02920.1	Av_00005211-RA, Av_00002755-RA, Av_00007603-RA, Av_00020882-RA
OG0005758	VIT_214s0066g01090.1	Av_00011759-RA, Av_00017505-RA
OG0005759	VIT_202s0033g01410.1, VIT_202s0033g01410.2, VIT_202s0087g00030.1, VIT_200s0125g00390.1	Av_00024746-RA
OG0005760	VIT_217s0000g06010.2, VIT_217s0000g06010.1, VIT_217s0000g06010.3	Av_00013874-RA, Av_00011263-RA
OG0005761	VIT_217s0000g07350.1	Av_00013761-RA
OG0005762	VIT_201s0011g00250.2, VIT_201s0011g00250.1	Av_00016985-RA, Av_00006385-RA
OG0005763	VIT_204s0079g00790.1	Av_00016738-RA
OG0005764	VIT_217s0000g01640.1	Av_00011198-RA, Av_00013814-RA
OG0005765	VIT_201s0011g03200.3, VIT_201s0011g03200.2, VIT_201s0011g03200.5, VIT_201s0011g03200.4, VIT_201s0011g03200.1	Av_00005397-RA
OG0005766	VIT_201s0026g01510.2, VIT_201s0026g01510.4, VIT_201s0026g01510.1, VIT_201s0026g01510.5, VIT_201s0026g01510.3	Av_00006429-RA
OG0005767	VIT_217s0000g07450.1	Av_00001799-RA
OG0005768	VIT_216s0013g01750.1, VIT_216s0013g01750.2, VIT_216s0013g01750.3	Av_00009156-RA
OG0005769	VIT_217s0000g06610.1	Av_00000533-RA, Av_00011249-RA
OG0005771	VIT_217s0000g03590.2, VIT_217s0000g03590.1	Av_00008925-RA
OG0005772	VIT_201s0026g02120.1, VIT_201s0026g02120.2, VIT_201s0026g02120.4, VIT_201s0026g02120.3	Av_00009309-RA, Av_00012423-RA
OG0005773	VIT_201s0011g02160.1	Av_00010252-RA
OG0005774	VIT_201s0011g05750.1, VIT_201s0011g05750.2	Av_00002566-RA, Av_00018462-RA
OG0005776	VIT_202s0012g00910.1	Av_00021661-RA, Av_00020712-RA, Av_00020713-RA
OG0005779	VIT_201s0026g00910.1	Av_00023109-RA
OG0005780	VIT_200s0533g00010.1	Av_00018589-RA, Av_00010332-RA
OG0005781	VIT_217s0000g02730.1	Av_00013795-RA
OG0005782	VIT_217s0000g08690.1, VIT_217s0000g08690.2	Av_00017702-RA
OG0005784	VIT_214s0068g00410.4, VIT_214s0068g00410.2, VIT_214s0068g00410.1, VIT_214s0068g00410.3	Av_00018600-RA
OG0005785	VIT_214s0068g01730.3, VIT_214s0068g01730.2, VIT_214s0068g01730.1, VIT_214s0068g01730.4	Av_00005054-RA
OG0005786	VIT_217s0000g08790.4, VIT_217s0000g08790.3, VIT_217s0000g08790.2, VIT_217s0000g08790.1	Av_00005429-RA, Av_00002995-RA
OG0005787	VIT_205s0020g02800.1, VIT_205s0020g02800.3, VIT_205s0020g02800.5, VIT_205s0020g02800.4, VIT_205s0020g02800.2	Av_00013228-RA, Av_00018774-RA
OG0005788	VIT_201s0011g03370.2, VIT_201s0011g03370.1, VIT_201s0011g03370.3	Av_00003315-RA, Av_00017010-RA
OG0005789	VIT_208s0007g05930.5, VIT_208s0007g05930.1, VIT_208s0007g05930.3, VIT_208s0007g05930.2, VIT_208s0007g05930.4, VIT_208s0058g00840.1	Av_00011303-RA
OG0005790	VIT_201s0011g02070.1, VIT_201s0011g02070.2	Av_00019747-RA
OG0005791	VIT_217s0000g07650.1, VIT_214s0066g02410.2, VIT_214s0066g02410.1, VIT_214s0066g02410.3	Av_00001729-RA
OG0005793	VIT_217s0000g03060.4, VIT_217s0000g03060.2, VIT_217s0000g03060.3, VIT_217s0000g03060.1	Av_00003900-RA, Av_00003901-RA
OG0005797	VIT_205s0077g01380.1	Av_00000563-RA
OG0005799	VIT_215s0021g02300.4, VIT_215s0021g02300.5, VIT_215s0021g02300.2, VIT_215s0021g02300.1, VIT_215s0021g02300.3	Av_00003139-RA, Av_00014022-RA, Av_00014706-RA, Av_00008684-RA
OG0005800	VIT_201s0011g00830.1	Av_00024194-RA, Av_00007572-RA, Av_00006401-RA, Av_00005248-RA
OG0005824	VIT_216s0098g01200.1	Av_00015054-RA, Av_00009215-RA
OG0005825	VIT_213s0064g00020.1	Av_00005799-RA, Av_00012184-RA
OG0005826	VIT_205s0020g02090.9, VIT_205s0020g02090.8, VIT_205s0020g02090.7, VIT_205s0020g02090.5, VIT_205s0020g02090.3, VIT_205s0020g02090.10, VIT_205s0020g02090.4, VIT_205s0020g02090.1, VIT_205s0020g02090.6, VIT_205s0020g02090.2	Av_00017353-RA
OG0005827	VIT_214s0060g00590.2, VIT_214s0060g00590.1	Av_00014844-RA
OG0005828	VIT_206s0004g00530.1, VIT_206s0004g02050.1	Av_00008135-RA, Av_00014909-RA
OG0005829	VIT_214s0128g00420.1	Av_00016787-RA, Av_00016788-RA
OG0005830	VIT_213s0067g00940.2, VIT_213s0067g00940.1	Av_00005693-RA
OG0005831	VIT_208s0040g03240.1, VIT_208s0040g03240.2, VIT_208s0040g03240.5, VIT_208s0040g03240.7, VIT_208s0040g03240.3, VIT_208s0040g03240.4	Av_00012564-RA
OG0005832	VIT_204s0023g00430.1	Av_00008090-RA, Av_00006965-RA, Av_00011818-RA
OG0005836	VIT_203s0063g02550.2, VIT_203s0063g02550.1	Av_00011172-RA, Av_00021535-RA
OG0005837	VIT_208s0007g03240.1, VIT_208s0007g03240.2, VIT_208s0007g03240.3	Av_00015675-RA, Av_00005089-RA
OG0005838	VIT_207s0104g00100.1, VIT_207s0104g00100.2, VIT_207s0104g00100.5, VIT_207s0104g00100.4, VIT_207s0104g00100.3	Av_00021156-RA
OG0005839	VIT_207s0005g01040.1	Av_00001492-RA, Av_00019953-RA
OG0005840	VIT_205s0049g01560.1	Av_00002122-RA, Av_00017448-RA
OG0005843	VIT_206s0061g00090.1, VIT_206s0061g00090.2, VIT_206s0061g00090.3	Av_00008129-RA, Av_00014904-RA
OG0005844	VIT_208s0007g03130.1	Av_00003693-RA
OG0005845	VIT_213s0139g00250.2, VIT_213s0139g00250.5, VIT_213s0139g00250.1, VIT_213s0139g00250.3, VIT_213s0139g00250.4, VIT_213s0139g00250.6	Av_00004025-RA, Av_00021099-RA
OG0005847	VIT_208s0007g07170.1, VIT_208s0007g07170.2	Av_00021551-RA, Av_00000667-RA
OG0005848	VIT_200s0207g00110.3, VIT_200s0207g00110.2, VIT_200s0207g00110.1	Av_00006972-RA
OG0005849	VIT_204s0023g00320.1, VIT_204s0023g00320.2, VIT_204s0023g00450.1	Av_00016518-RA, Av_00006580-RA
OG0005850	VIT_211s0103g00120.3, VIT_211s0103g00120.5, VIT_211s0103g00120.4, VIT_211s0103g00120.1, VIT_211s0103g00120.2	Av_00000985-RA, Av_00018184-RA
OG0005851	VIT_207s0031g01510.1	Av_00011678-RA
OG0005852	VIT_207s0141g00140.4, VIT_207s0141g00140.3, VIT_207s0141g00140.2, VIT_207s0141g00140.1, VIT_207s0141g00150.1	Av_00019521-RA, Av_00019064-RA
OG0005853	VIT_202s0012g02660.1	Av_00024846-RA, Av_00022426-RA
OG0005854	VIT_204s0023g00360.2, VIT_204s0023g00360.1	Av_00014432-RA, Av_00006578-RA, Av_00014872-RA, Av_00011816-RA, Av_00016520-RA
OG0005855	VIT_205s0049g01840.1, VIT_205s0049g01840.2	Av_00017052-RA, Av_00019199-RA, Av_00000575-RA
OG0005857	VIT_205s0049g00990.1, VIT_208s0007g00330.1	Av_00016477-RA
OG0005858	VIT_205s0029g01380.1	Av_00008057-RA, Av_00006750-RA
OG0005859	VIT_214s0036g01200.1, VIT_203s0038g01920.1	Av_00004601-RA
OG0005860	VIT_201s0010g01210.1, VIT_201s0010g01210.2	Av_00014289-RA
OG0005861	VIT_207s0005g02420.2, VIT_207s0005g02420.3, VIT_207s0005g02420.1, VIT_207s0005g02420.4	Av_00014058-RA
OG0005863	VIT_215s0024g01090.1	Av_00014899-RA
OG0005863	VIT_206s0009g02790.1, VIT_206s0009g02790.2, VIT_206s0009g02790.3	Av_00014900-RA
OG0005864	VIT_200s0189g00050.1, VIT_205s0029g00220.1	Av_00006752-RA
OG0005865	VIT_207s0185g00100.1, VIT_202s0012g02180.3, VIT_202s0012g02180.2, VIT_202s0012g02180.1	Av_00018680-RA, Av_00024722-RA
OG0005866	VIT_205s0020g01880.6, VIT_205s0020g01880.1, VIT_205s0020g01880.5, VIT_205s0020g01880.2, VIT_205s0020g01880.3, VIT_205s0020g01880.4	Av_00017861-RA
OG0005867	VIT_208s0040g02870.1	Av_00015949-RA
OG0005868	VIT_205s0049g01650.1, VIT_205s0049g01620.1	Av_00017049-RA
OG0005869	VIT_205s0020g00460.2, VIT_205s0020g00460.3, VIT_205s0020g00460.1, VIT_205s0020g00460.4	Av_00014749-RA, Av_00000543-RA
OG0005870	VIT_207s0005g00180.1	Av_00001388-RA, Av_00024480-RA, Av_00017566-RA, Av_00006262-RA
OG0005871	VIT_205s0020g00750.3, VIT_205s0020g00750.2, VIT_205s0020g00750.1	Av_00002177-RA, Av_00013545-RA
OG0005872	VIT_205s0020g03860.1	Av_00023731-RA
OG0005873	VIT_200s0261g00010.2, VIT_200s0261g00010.1, VIT_201s0011g00510.1	Av_00010902-RA
OG0005874	VIT_213s0084g00630.1	Av_00021284-RA
OG0005875	VIT_216s0039g01440.1, VIT_216s0039g01430.2, VIT_216s0039g01430.1	Av_00009514-RA
OG0005876	VIT_202s0087g00640.1	Av_00014082-RA
OG0005877	VIT_205s0029g00190.1	Av_00020750-RA, Av_00022178-RA, Av_00006751-RA
OG0005878	VIT_207s0104g00090.2, VIT_207s0104g00090.1	Av_00001525-RA
OG0005879	VIT_205s0049g01770.1	Av_00001532-RA, Av_00013508-RA
OG0005880	VIT_204s0023g00370.1, VIT_204s0023g00370.2	Av_00014873-RA, Av_00008088-RA, Av_00001245-RA, Av_00014431-RA
OG0005881	VIT_208s0007g00530.4, VIT_208s0007g00530.3, VIT_208s0007g00530.5, VIT_208s0007g00530.1, VIT_208s0007g00530.2	Av_00014072-RA, Av_00020555-RA, Av_00020369-RA
OG0005882	VIT_218s0001g07830.1, VIT_218s0001g07830.4, VIT_218s0001g07830.2, VIT_218s0001g07830.3	Av_00019891-RA, Av_00021017-RA
OG0005883	VIT_213s0064g01330.1	Av_00018069-RA
OG0005884	VIT_200s0227g00160.2, VIT_200s0227g00160.1, VIT_200s0227g00160.4, VIT_200s0227g00160.3	Av_00010106-RA
OG0005885	VIT_207s0005g01460.5, VIT_207s0005g01460.1, VIT_207s0005g01460.2, VIT_207s0005g01460.3, VIT_207s0005g01460.4	Av_00001446-RA
OG0005886	VIT_205s0020g02150.1	Av_00017871-RA, Av_00013244-RA
OG0005887	VIT_209s0002g02540.2, VIT_209s0002g02540.1	Av_00008020-RA, Av_00006780-RA
OG0005888	VIT_213s0067g01250.1, VIT_213s0067g01240.1	Av_00003856-RA
OG0005890	VIT_201s0011g01640.1, VIT_201s0011g01640.2, VIT_201s0011g01640.3, VIT_216s0022g00380.1, VIT_201s0011g01640.4, VIT_201s0011g01640.7	Av_00017540-RA
OG0005891	VIT_213s0019g04040.1, VIT_213s0019g04030.1	Av_00023408-RA
OG0005895	VIT_206s0004g04550.1	Av_00006140-RA, Av_00019686-RA
OG0005896	VIT_214s0030g00630.1	Av_00016266-RA
OG0005897	VIT_206s0004g08350.3, VIT_206s0004g08350.1, VIT_206s0004g08350.2	Av_00012652-RA
OG0005898	VIT_213s0156g00640.2, VIT_213s0156g00640.1	Av_00015570-RA, Av_00009077-RA
OG0005899	VIT_214s0081g00620.2, VIT_214s0081g00620.1	Av_00016150-RA, Av_00006696-RA
OG0005900	VIT_200s0394g00030.1	Av_00015471-RA
OG0005901	VIT_214s0128g00220.1	Av_00024680-RA, Av_00001588-RA
OG0005902	VIT_204s0023g00780.2, VIT_204s0023g00780.1	Av_00014882-RA, Av_00008095-RA
OG0005903	VIT_205s0094g01320.1, VIT_205s0094g01320.2	Av_00009140-RA, Av_00014754-RA
OG0005904	VIT_218s0122g01020.3, VIT_218s0122g01020.2, VIT_218s0122g01020.5, VIT_218s0122g01020.1, VIT_218s0122g01020.4, VIT_218s0122g01020.6	Av_00003756-RA
OG0005905	VIT_203s0063g02250.1	Av_00023151-RA
OG0005906	VIT_200s0332g00130.1, VIT_200s0246g00060.1	Av_00015165-RA, Av_00023497-RA
OG0005907	VIT_203s0038g03660.6, VIT_203s0038g03660.4, VIT_203s0038g03660.3, VIT_203s0038g03660.2, VIT_203s0038g03660.5, VIT_203s0038g03660.1, VIT_218s0001g14180.1	Av_00009011-RA
OG0005908	VIT_203s0038g00450.1, VIT_203s0038g00450.2	Av_00009882-RA
OG0005909	VIT_209s0070g00520.1, VIT_207s0141g00230.1	Av_00011396-RA, Av_00015958-RA
OG0005910	VIT_218s0001g05040.1, VIT_200s0357g00100.1	Av_00023222-RA, Av_00010970-RA
OG0005911	VIT_218s0001g03240.1	Av_00011471-RA, Av_00000070-RA, Av_00008652-RA, Av_00015247-RA, Av_00010921-RA
OG0005912	VIT_207s0031g02560.3, VIT_207s0031g02560.2, VIT_207s0031g02560.1	Av_00016637-RA, Av_00015073-RA
OG0005913	VIT_205s0094g01640.1	Av_00003938-RA
OG0005914	VIT_218s0001g09180.2, VIT_218s0001g09180.3, VIT_218s0001g09180.1	Av_00024538-RA
OG0005915	VIT_218s0001g10590.3, VIT_218s0001g10590.2, VIT_218s0001g10590.1	Av_00008861-RA
OG0005916	VIT_212s0035g01830.5, VIT_212s0035g01830.4, VIT_212s0035g01830.2, VIT_212s0035g01830.1, VIT_212s0035g01830.3	Av_00019599-RA
OG0005917	VIT_211s0052g01130.5, VIT_211s0052g01130.1, VIT_211s0052g01130.2, VIT_211s0052g01130.4, VIT_211s0052g01130.3, VIT_211s0052g01130.6	Av_00007282-RA
OG0005918	VIT_218s0001g04440.2, VIT_218s0001g04440.1, VIT_218s0001g04440.3, VIT_218s0001g04440.5, VIT_218s0001g04440.6, VIT_218s0001g04440.4	Av_00009349-RA
OG0005919	VIT_207s0031g01990.1	Av_00011670-RA, Av_00014227-RA
OG0005920	VIT_218s0086g00690.1	Av_00017800-RA, Av_00017799-RA
OG0005921	VIT_203s0038g04350.1, VIT_218s0001g13090.1	Av_00011337-RA, Av_00000962-RA
OG0005922	VIT_219s0027g00590.1	Av_00020106-RA
OG0005924	VIT_218s0001g13000.1	Av_00014688-RA, Av_00008655-RA
OG0005925	VIT_218s0001g11270.1	Av_00012259-RA, Av_00004456-RA
OG0005926	VIT_200s1364g00010.1, VIT_200s0483g00030.1, VIT_200s0483g00040.1	Av_00000420-RA
OG0005927	VIT_214s0068g01100.1	Av_00023984-RA, Av_00011590-RA
OG0005928	VIT_206s0004g08460.1, VIT_206s0004g08460.4, VIT_206s0004g08460.2	Av_00009915-RA, Av_00011125-RA
OG0005929	VIT_203s0063g00680.1, VIT_203s0063g00680.2	Av_00001082-RA, Av_00021263-RA
OG0005930	VIT_200s0252g00010.5, VIT_200s0252g00010.4, VIT_200s0252g00010.1, VIT_200s0252g00010.2, VIT_200s0252g00010.3	Av_00000688-RA
OG0005931	VIT_212s0055g00910.1, VIT_218s0001g04730.1	Av_00015811-RA, Av_00017229-RA
OG0005933	VIT_212s0055g00780.1, VIT_212s0055g00780.4, VIT_212s0055g00780.2, VIT_212s0055g00780.3, VIT_212s0055g00780.5, VIT_212s0055g00780.9, VIT_212s0055g00780.8, VIT_212s0055g00780.7, VIT_212s0055g00780.6	Av_00006616-RA
OG0005935	VIT_208s0007g06290.1	Av_00013191-RA
OG0005936	VIT_212s0055g01140.2, VIT_212s0055g01140.1	Av_00007319-RA, Av_00019045-RA
OG0005937	VIT_208s0007g00730.4, VIT_208s0007g00730.3, VIT_208s0007g00730.1, VIT_208s0007g00730.2	Av_00000235-RA
OG0005939	VIT_218s0001g08200.1	Av_00010031-RA, Av_00007931-RA, Av_00006851-RA, Av_00010793-RA, Av_00023573-RA
OG0005940	VIT_218s0001g13610.1	Av_00004563-RA, Av_00021104-RA
OG0005942	VIT_203s0038g03220.3, VIT_203s0038g03220.1, VIT_203s0038g03220.4, VIT_203s0038g03220.2, VIT_203s0038g03210.2, VIT_203s0038g03210.1	Av_00008770-RA
OG0005943	VIT_203s0063g00540.1	Av_00003522-RA, Av_00020286-RA
OG0005944	VIT_213s0106g00540.1, VIT_204s0008g06160.4, VIT_204s0008g06160.5, VIT_204s0008g06160.3, VIT_204s0008g06160.1, VIT_204s0008g06160.2	Av_00014368-RA
OG0005945	VIT_218s0001g09130.1	Av_00010207-RA, Av_00019108-RA
OG0005946	VIT_218s0001g02200.4, VIT_218s0001g02200.3, VIT_218s0001g02200.1, VIT_218s0001g02200.2	Av_00017640-RA
OG0005947	VIT_218s0001g01130.1	Av_00009031-RA, Av_00003775-RA
OG0005948	VIT_218s0001g00360.1	Av_00021614-RA
OG0005949	VIT_203s0180g00320.1, VIT_203s0180g00200.1, VIT_203s0091g00040.1	Av_00000982-RA, Av_00018183-RA
OG0005950	VIT_218s0001g06970.1	Av_00010944-RA
OG0005952	VIT_218s0001g12570.1	Av_00022589-RA
OG0005953	VIT_207s0031g01340.1	Av_00000436-RA
OG0005954	VIT_202s0025g04050.1, VIT_202s0025g04050.2	Av_00024495-RA, Av_00005466-RA
OG0005955	VIT_207s0104g00810.1, VIT_207s0104g00810.3, VIT_207s0104g00810.4, VIT_207s0104g00810.2	Av_00020034-RA
OG0005956	VIT_212s0055g00790.1	Av_00001352-RA, Av_00016740-RA, Av_00020328-RA
OG0005957	VIT_207s0031g02130.1	Av_00011687-RA, Av_00014243-RA, Av_00018988-RA, Av_00001912-RA
OG0005958	VIT_203s0091g00830.1	Av_00008854-RA, Av_00018729-RA, Av_00019040-RA
OG0005959	VIT_218s0001g08580.1	Av_00007918-RA, Av_00006859-RA, Av_00010017-RA, Av_00010796-RA, Av_00010227-RA
OG0005960	VIT_200s0174g00150.2, VIT_200s0174g00150.3, VIT_200s0174g00150.4, VIT_200s0174g00150.1	Av_00005176-RA, Av_00018385-RA
OG0005961	VIT_204s0008g03380.1	Av_00020407-RA
OG0005963	VIT_207s0005g01590.2, VIT_207s0005g01590.1, VIT_207s0005g01590.3	Av_00000783-RA
OG0005964	VIT_200s0531g00040.1	Av_00008978-RA
OG0005965	VIT_201s0011g02880.1, VIT_219s0140g00100.1	Av_00018476-RA
OG0005966	VIT_200s1255g00020.2, VIT_200s0921g00030.3, VIT_200s1255g00020.1, VIT_200s0921g00030.2, VIT_200s0921g00030.1	Av_00000719-RA
OG0005967	VIT_212s0059g01980.1, VIT_212s0059g01980.2	Av_00021435-RA, Av_00015833-RA
OG0005968	VIT_219s0014g02200.1	Av_00000210-RA, Av_00017216-RA, Av_00002365-RA, Av_00019374-RA, Av_00023760-RA
OG0005969	VIT_219s0014g05090.1, VIT_200s0532g00030.1	Av_00003676-RA
OG0005970	VIT_209s0002g06040.1	Av_00010959-RA, Av_00015279-RA
OG0005971	VIT_211s0052g00890.2, VIT_211s0052g00890.1	Av_00011027-RA, Av_00017103-RA
OG0005972	VIT_212s0057g01270.1, VIT_212s0057g01270.2, VIT_212s0057g01270.3	Av_00016941-RA, Av_00004749-RA
OG0005973	VIT_204s0044g02010.1, VIT_204s0044g02010.2	Av_00014237-RA
OG0005974	VIT_219s0014g03370.2, VIT_219s0014g03370.1	Av_00000197-RA, Av_00007867-RA
OG0005975	VIT_212s0059g01580.1, VIT_200s0515g00030.1	Av_00010615-RA, Av_00014155-RA
OG0005976	VIT_211s0052g00180.4, VIT_211s0052g00180.3, VIT_211s0052g00180.2, VIT_211s0052g00180.1	Av_00008120-RA
OG0005977	VIT_211s0037g00180.1	Av_00003977-RA, Av_00009075-RA
OG0005978	VIT_209s0018g02110.1	Av_00018833-RA, Av_00018646-RA
OG0005979	VIT_215s0048g00490.3	Av_00000001-RA
OG0005980	VIT_211s0037g00860.1, VIT_211s0037g00860.2	Av_00004497-RA
OG0005981	VIT_216s0022g02030.1	Av_00002060-RA, Av_00019483-RA, Av_00016686-RA, Av_00012897-RA
OG0005982	VIT_211s0016g03420.1	Av_00017226-RA
OG0005983	VIT_216s0100g00490.2, VIT_216s0100g00490.9, VIT_216s0100g00490.8, VIT_216s0100g00490.4, VIT_216s0100g00490.1, VIT_216s0100g00490.7, VIT_216s0100g00490.6, VIT_216s0100g00490.5, VIT_216s0100g00490.3	Av_00009167-RA
OG0005984	VIT_207s0031g03120.1, VIT_207s0031g03120.2	Av_00015139-RA
OG0005985	VIT_209s0002g04140.1, VIT_209s0002g04150.1	Av_00007999-RA
OG0005986	VIT_209s0002g00210.1	Av_00017335-RA
OG0005987	VIT_209s0002g00220.1	Av_00015821-RA
OG0005988	VIT_204s0008g00880.1	Av_00012034-RA
OG0005989	VIT_204s0008g01960.1	Av_00003630-RA
OG0005990	VIT_201s0011g04640.2, VIT_201s0011g04640.1	Av_00007779-RA
OG0005990	VIT_214s0006g01970.2, VIT_214s0006g01970.4, VIT_214s0006g01970.3, VIT_214s0006g01970.1	Av_00003929-RA
OG0005991	VIT_207s0129g00990.1, VIT_207s0129g00970.1, VIT_216s0050g01020.1	Av_00001632-RA
OG0005992	VIT_204s0008g01430.6, VIT_204s0008g01430.2, VIT_204s0008g01430.4, VIT_204s0008g01430.5, VIT_204s0008g01430.3, VIT_204s0008g01430.1	Av_00023062-RA
OG0005993	VIT_205s0094g01370.1, VIT_205s0094g01370.4, VIT_205s0094g01370.2, VIT_205s0094g01370.3	Av_00002038-RA
OG0005994	VIT_204s0008g00510.1, VIT_216s0013g01780.1, VIT_216s0013g01760.1	Av_00019289-RA, Av_00008889-RA
OG0005995	VIT_202s0025g04410.1	Av_00009168-RA, Av_00014768-RA
OG0005996	VIT_201s0010g03590.3, VIT_201s0010g03590.1, VIT_201s0010g03590.2	Av_00005372-RA
OG0005997	VIT_202s0012g00750.2, VIT_202s0012g00750.1, VIT_202s0012g00750.3, VIT_202s0012g00750.5, VIT_202s0012g00750.4	Av_00024435-RA
OG0005998	VIT_215s0048g00440.2, VIT_215s0048g00440.1, VIT_215s0048g00440.3, VIT_215s0048g00440.4	Av_00023066-RA, Av_00021889-RA
OG0006000	VIT_215s0046g00430.1	Av_00003258-RA
OG0006001	VIT_209s0002g01150.1	Av_00023014-RA, Av_00020438-RA, Av_00010744-RA
OG0006002	VIT_216s0022g00980.1, VIT_216s0022g00980.5, VIT_216s0022g00980.2, VIT_216s0022g00980.10, VIT_216s0022g00980.9, VIT_216s0022g00980.7, VIT_216s0022g00980.4, VIT_216s0022g00980.8, VIT_216s0022g00980.6, VIT_216s0022g00980.3	Av_00001587-RA
OG0006003	VIT_209s0002g00930.1	Av_00013000-RA, Av_00008740-RA
OG0006004	VIT_215s0021g01940.2, VIT_215s0021g01940.1, VIT_215s0021g01940.3, VIT_215s0021g01940.6, VIT_215s0021g01940.5, VIT_215s0021g01940.4	Av_00003130-RA, Av_00014015-RA
OG0006006	VIT_204s0008g03010.3, VIT_204s0008g03010.2, VIT_204s0008g03010.1	Av_00020855-RA, Av_00021968-RA
OG0006007	VIT_211s0016g04610.3, VIT_211s0016g04610.1, VIT_211s0016g04610.2, VIT_211s0016g04610.4	Av_00007401-RA, Av_00003779-RA
OG0006009	VIT_211s0052g01710.4, VIT_211s0052g01710.1, VIT_211s0052g01710.3, VIT_211s0052g01710.2	Av_00012314-RA, Av_00004491-RA, Av_00001013-RA
OG0006012	VIT_216s0100g00200.1	Av_00005462-RA
OG0006013	VIT_218s0001g12760.1	Av_00007204-RA, Av_00018847-RA, Av_00004331-RA, Av_00004555-RA
OG0006014	VIT_209s0002g05710.1	Av_00007973-RA, Av_00018161-RA, Av_00006817-RA
OG0006015	VIT_206s0004g00920.1	Av_00008158-RA
OG0006017	VIT_204s0008g05220.1	Av_00012800-RA, Av_00020202-RA
OG0006018	VIT_216s0098g01790.1	Av_00024025-RA
OG0006019	VIT_215s0046g00420.1, VIT_215s0046g00420.2	Av_00021902-RA, Av_00016052-RA
OG0006020	VIT_215s0024g00350.1	Av_00019504-RA, Av_00012824-RA
OG0006021	VIT_217s0000g02250.3, VIT_217s0000g02250.1, VIT_217s0000g02250.2	Av_00012327-RA
OG0006022	VIT_200s2117g00010.2, VIT_200s2117g00010.1	Av_00010393-RA
OG0006023	VIT_211s0037g00480.2, VIT_211s0037g00480.1	Av_00012330-RA
OG0006024	VIT_206s0009g01520.1, VIT_200s0201g00086.1, VIT_203s0038g04695.1, VIT_203s0063g02210.1, VIT_219s0177g00366.1, VIT_202s0033g00010.1	Av_00023528-RA
OG0006025	VIT_211s0118g00820.3, VIT_211s0118g00820.4, VIT_211s0118g00820.6, VIT_211s0118g00820.1, VIT_211s0118g00820.5, VIT_211s0118g00820.2	Av_00015566-RA, Av_00009064-RA
OG0006026	VIT_211s0016g03230.2, VIT_211s0016g03230.1, VIT_211s0016g03230.3, VIT_211s0016g03230.4	Av_00019531-RA, Av_00019072-RA
OG0006027	VIT_211s0016g00630.5, VIT_211s0016g00630.9, VIT_211s0016g00630.6, VIT_211s0016g00630.2, VIT_211s0016g00630.7, VIT_211s0016g00630.10, VIT_211s0016g00630.8, VIT_211s0016g00630.3, VIT_211s0016g00630.4, VIT_211s0016g00630.1	Av_00009803-RA
OG0006028	VIT_205s0020g00360.3, VIT_205s0020g00200.1, VIT_205s0020g00080.1, VIT_205s0020g00360.4, VIT_205s0020g00360.1, VIT_205s0020g00360.2	Av_00001107-RA, Av_00001106-RA, Av_00021241-RA
OG0006029	VIT_208s0007g01340.2, VIT_208s0007g01340.3, VIT_208s0007g01340.4, VIT_208s0007g01340.1	Av_00005624-RA, Av_00005946-RA
OG0006030	VIT_211s0016g03510.2, VIT_211s0016g03510.1, VIT_211s0016g03510.3	Av_00005497-RA, Av_00020833-RA
OG0006031	VIT_216s0022g02120.1, VIT_216s0022g02120.2	Av_00002065-RA, Av_00012903-RA
OG0006032	VIT_204s0008g07070.2, VIT_204s0008g07070.3, VIT_204s0008g07070.1	Av_00004017-RA, Av_00005845-RA, Av_00012147-RA
OG0006033	VIT_204s0008g04870.1	Av_00012792-RA, Av_00022571-RA, Av_00004654-RA
OG0006034	VIT_209s0002g00430.1	Av_00004086-RA, Av_00023068-RA
OG0006036	VIT_209s0002g08940.2, VIT_209s0002g08940.1	Av_00006271-RA
OG0006037	VIT_219s0027g01050.1	Av_00004162-RA, Av_00015416-RA
OG0006040	VIT_211s0052g00300.3, VIT_211s0052g00300.2, VIT_211s0052g00300.1	Av_00016862-RA
OG0006042	VIT_209s0002g01080.1, VIT_200s0265g00170.1	Av_00006758-RA, Av_00008045-RA
OG0006044	VIT_214s0083g01090.1, VIT_214s0083g01090.2	Av_00012193-RA, Av_00005781-RA
OG0006045	VIT_204s0008g04310.6, VIT_204s0008g04310.3, VIT_204s0008g04310.5, VIT_204s0008g04310.4, VIT_204s0008g04310.2, VIT_204s0008g04310.1	Av_00018246-RA
OG0006046	VIT_208s0032g01140.2, VIT_208s0032g01140.1	Av_00014060-RA
OG0006047	VIT_219s0015g00130.1	Av_00008407-RA, Av_00011554-RA
OG0006048	VIT_206s0061g00690.1	Av_00016886-RA
OG0006049	VIT_213s0019g00810.1	Av_00003574-RA
OG0006050	VIT_219s0090g00630.4, VIT_219s0090g00630.2, VIT_219s0090g00630.3, VIT_219s0090g00630.5, VIT_219s0090g00630.6, VIT_219s0090g00630.1	Av_00006650-RA
OG0006051	VIT_212s0028g03020.1	Av_00008447-RA
OG0006052	VIT_208s0040g00820.1	Av_00020589-RA
OG0006053	VIT_210s0003g03860.2, VIT_210s0003g03860.1	Av_00002274-RA
