Orthogroup	V_vinifera.proteins	P_amilis.proteins
OG0000077	VIT_203s0038g02050.1	FUN_051914-T1, FUN_051913-T1, FUN_051934-T1, FUN_051915-T1, FUN_051916-T1, FUN_045694-T1, FUN_045693-T1, FUN_051940-T1
OG0000077	VIT_213s0019g01210.1	FUN_018829-T1
OG0000077	VIT_206s0004g00980.1, VIT_206s0004g00970.1	FUN_000256-T1
OG0000077	VIT_208s0007g06960.1, VIT_208s0007g06950.1, VIT_208s0007g06930.1, VIT_208s0007g06990.1, VIT_208s0007g07000.1, VIT_208s0007g06910.1, VIT_208s0007g06900.1	FUN_033024-T1
OG0000084	VIT_208s0032g00240.1, VIT_210s0092g00480.1, VIT_210s0092g00370.1, VIT_210s0092g00495.1, VIT_218s0072g01140.1, VIT_210s0092g00510.1, VIT_219s0015g00080.1, VIT_219s0015g00110.1, VIT_219s0015g00100.1	FUN_028502-T1, FUN_028512-T1, FUN_046448-T1, FUN_046447-T1, FUN_046444-T1, FUN_046450-T1, FUN_046449-T1, FUN_046445-T1
OG0000085	VIT_211s0016g01060.1	FUN_041708-T1, FUN_028183-T1
OG0000085	VIT_209s0002g01110.1	FUN_023955-T1, FUN_050067-T1, FUN_023959-T1
OG0000085	VIT_208s0056g00150.1	FUN_007810-T1
OG0000085	VIT_211s0065g00470.2, VIT_211s0065g00470.1	FUN_005979-T1, FUN_044617-T1
OG0000085	VIT_206s0004g00220.2, VIT_206s0004g00220.1	FUN_003118-T1
OG0000085	VIT_202s0087g00270.1	FUN_041849-T1
OG0000087	VIT_208s0007g05390.1	FUN_004476-T1, FUN_032711-T1
OG0000087	VIT_201s0026g00940.1	FUN_032390-T1, FUN_032390-T2, FUN_022969-T1
OG0000087	VIT_217s0000g07580.1	FUN_047495-T1, FUN_010957-T1
OG0000088	VIT_211s0118g00750.1, VIT_211s0118g00740.1, VIT_219s0014g00800.1, VIT_219s0014g00710.1, VIT_219s0014g00750.1, VIT_219s0014g00750.2, VIT_219s0014g00810.1, VIT_219s0014g00790.1, VIT_219s0014g00790.2, VIT_219s0014g00680.3, VIT_219s0014g00680.2, VIT_219s0014g00680.1	FUN_046753-T1, FUN_025362-T1, FUN_025362-T2, FUN_025363-T1, FUN_025363-T2, FUN_046755-T1, FUN_046754-T1
OG0000089	VIT_209s0002g05490.1, VIT_209s0002g05490.4, VIT_209s0002g05400.1, VIT_209s0002g05370.1, VIT_209s0002g05360.1, VIT_209s0002g05600.1	FUN_006211-T3, FUN_006211-T2, FUN_006211-T1, FUN_006211-T4
OG0000089	VIT_211s0016g04590.1	FUN_026304-T1
OG0000090	VIT_204s0044g01620.4, VIT_204s0044g01620.3, VIT_204s0044g01620.6, VIT_204s0044g01620.5, VIT_204s0044g01620.2, VIT_204s0044g01620.1, VIT_204s0044g01620.7	FUN_052301-T2, FUN_052301-T1
OG0000090	VIT_214s0066g00290.1, VIT_214s0066g00290.2, VIT_214s0066g00290.3	FUN_042832-T5, FUN_042832-T4, FUN_042832-T2, FUN_042832-T3, FUN_042832-T1, FUN_002964-T2, FUN_002964-T3, FUN_002964-T1, FUN_042833-T1, FUN_042833-T3, FUN_042833-T4, FUN_042833-T2
OG0000091	VIT_205s0062g00240.1, VIT_205s0062g00480.1, VIT_205s0062g00610.1, VIT_205s0062g00250.1	FUN_032283-T1, FUN_034071-T1, FUN_034072-T1, FUN_003535-T1
OG0000091	VIT_211s0052g01200.1, VIT_211s0052g01340.1, VIT_211s0052g01270.1, VIT_211s0052g01180.1, VIT_211s0052g01190.1, VIT_211s0052g01300.1, VIT_211s0052g01260.1, VIT_211s0052g01320.1, VIT_211s0052g01280.1, VIT_211s0052g01330.1, VIT_211s0052g01220.1	FUN_038181-T1, FUN_018772-T1, FUN_018773-T1, FUN_030891-T1, FUN_030890-T1, FUN_030889-T1, FUN_030888-T1, FUN_030887-T1, FUN_030892-T1
OG0000092	VIT_214s0006g00055.1	FUN_017540-T1, FUN_008235-T1
OG0000092	VIT_219s0027g00830.1	FUN_005023-T1, FUN_018581-T1, FUN_044125-T1, FUN_017545-T1, FUN_017554-T1, FUN_017547-T1
OG0000093	VIT_206s0004g01440.1	FUN_000348-T2, FUN_000348-T1, FUN_000344-T1, FUN_035606-T1, FUN_000349-T1
OG0000093	VIT_213s0064g01740.1	FUN_015864-T1, FUN_007588-T1
OG0000095	VIT_209s0054g01830.1, VIT_209s0054g01830.2, VIT_209s0054g01830.4, VIT_209s0054g01830.3	FUN_053310-T2, FUN_053310-T1
OG0000095	VIT_203s0017g01780.2, VIT_203s0017g01780.5, VIT_203s0017g01780.3, VIT_203s0017g01780.1, VIT_203s0017g01780.4	FUN_053071-T1, FUN_053071-T3, FUN_053071-T2, FUN_053071-T4
OG0000095	VIT_203s0017g01810.4, VIT_203s0017g01810.1, VIT_203s0017g01810.2, VIT_203s0017g01810.3, VIT_203s0017g01810.5, VIT_203s0017g01810.6	FUN_053289-T2, FUN_053289-T1
OG0000096	VIT_212s0055g00180.1, VIT_212s0055g00200.1, VIT_212s0034g00080.1, VIT_212s0034g00040.1, VIT_212s0034g01120.1, VIT_212s0034g00060.1, VIT_212s0055g00250.1, VIT_212s0055g00060.1, VIT_212s0055g00190.1, VIT_212s0055g00320.1, VIT_212s0055g00310.1, VIT_212s0055g00280.1, VIT_212s0055g00030.1, VIT_212s0055g00050.1, VIT_212s0055g00020.1, VIT_212s0034g00030.1, VIT_212s0055g00070.1, VIT_212s0055g00225.1, VIT_212s0055g00170.1, VIT_212s0055g00160.1, VIT_212s0034g00140.1, VIT_212s0034g00130.1, VIT_212s0034g00160.1, VIT_203s0017g01990.1, VIT_203s0017g01996.1, VIT_203s0017g02146.1, VIT_203s0017g01992.1, VIT_203s0017g02140.1	FUN_004754-T1, FUN_031243-T1, FUN_031242-T1, FUN_045233-T1, FUN_032549-T1, FUN_031248-T1, FUN_031250-T1
OG0000096	VIT_203s0017g02110.1, VIT_203s0017g02000.1, VIT_203s0017g02120.1	FUN_032550-T1
OG0000097	VIT_217s0000g08760.1	FUN_010778-T1
OG0000097	VIT_210s0003g04760.1, VIT_212s0028g01845.1, VIT_200s0658g00010.1, VIT_210s0003g05200.1, VIT_210s0003g04814.1, VIT_209s0018g01460.1	FUN_052250-T1
OG0000097	VIT_213s0067g00420.1, VIT_205s0029g01470.1	FUN_025610-T1, FUN_025606-T1, FUN_018196-T1, FUN_016809-T1, FUN_010872-T1, FUN_005885-T1
OG0000097	VIT_212s0057g00745.1, VIT_209s0096g01010.1	FUN_014137-T1, FUN_011797-T1
OG0000097	VIT_219s0085g00150.1, VIT_218s0089g00680.1, VIT_219s0015g00030.1	FUN_023814-T1
OG0000098	VIT_218s0001g14360.1	FUN_024139-T1
OG0000098	VIT_208s0040g00980.1, VIT_208s0040g00980.2, VIT_206s0009g02020.1	FUN_036291-T1
OG0000098	VIT_216s0050g00380.1	FUN_048014-T1
OG0000098	VIT_208s0007g01630.2, VIT_208s0007g01630.1, VIT_206s0004g05870.1, VIT_202s0025g03680.1	FUN_040838-T1
OG0000099	VIT_207s0031g01680.1, VIT_207s0031g01670.1, VIT_207s0031g01660.1	FUN_004255-T1
OG0000099	VIT_214s0006g01680.1	FUN_004319-T1, FUN_000816-T1, FUN_004293-T1
OG0000102	VIT_212s0028g02250.1, VIT_212s0028g02300.1, VIT_212s0028g02290.1, VIT_212s0028g02260.2, VIT_212s0028g02260.1, VIT_212s0028g02260.3	FUN_043426-T1, FUN_036782-T1, FUN_036783-T1, FUN_036786-T1
OG0000103	VIT_219s0027g00390.1	FUN_011723-T1, FUN_046785-T1
OG0000103	VIT_200s0370g00010.4, VIT_200s0370g00010.3, VIT_200s0370g00010.2, VIT_200s0370g00010.1	FUN_008761-T1, FUN_008761-T2
OG0000104	VIT_208s0007g02700.1	FUN_020265-T1
OG0000104	VIT_208s0007g02710.1	FUN_022997-T1
OG0000104	VIT_206s0080g00980.1, VIT_206s0080g00990.1	FUN_048807-T1, FUN_048810-T1, FUN_048813-T1, FUN_048812-T1, FUN_048811-T1, FUN_048808-T1
OG0000104	VIT_206s0080g01020.1, VIT_206s0080g01000.1	FUN_033750-T1
OG0000105	VIT_210s0116g00440.1, VIT_219s0015g00770.6, VIT_219s0015g00770.4, VIT_219s0015g00770.3, VIT_219s0015g00770.5, VIT_219s0015g00770.2, VIT_219s0015g00770.1	FUN_046429-T1, FUN_046432-T1
OG0000105	VIT_208s0007g03600.1, VIT_208s0007g03600.2	FUN_039134-T1
OG0000105	VIT_206s0061g01540.1	FUN_049962-T1
OG0000107	VIT_201s0011g04180.1	FUN_020121-T2, FUN_020121-T1
OG0000107	VIT_214s0006g02480.3, VIT_214s0006g02480.2, VIT_214s0006g02480.1, VIT_214s0006g02480.4, VIT_214s0006g02480.6, VIT_214s0006g02480.5	FUN_033480-T2, FUN_033480-T1, FUN_020090-T1
OG0000107	VIT_217s0000g03170.2, VIT_217s0000g03170.1	FUN_046807-T1
OG0000108	VIT_207s0005g02660.7, VIT_207s0005g02660.3, VIT_207s0005g02660.8, VIT_207s0005g02660.4, VIT_207s0005g02660.1	FUN_005434-T3, FUN_005434-T2, FUN_005434-T1, FUN_005432-T1, FUN_013601-T2, FUN_013601-T3, FUN_013601-T1
OG0000108	VIT_210s0003g02540.1, VIT_210s0003g02570.1, VIT_210s0003g02580.1	FUN_034902-T1
OG0000109	VIT_203s0038g00700.1	FUN_050760-T1, FUN_002160-T1, FUN_002160-T2
OG0000109	VIT_204s0023g03060.2, VIT_204s0023g03060.3, VIT_204s0023g03060.4, VIT_204s0023g03060.1	FUN_031066-T1, FUN_025571-T1
OG0000109	VIT_218s0001g13580.1	FUN_038539-T1
OG0000110	VIT_218s0122g00420.1, VIT_218s0122g00520.1	FUN_020206-T1
OG0000110	VIT_218s0122g00370.1, VIT_218s0075g00700.1, VIT_218s0117g00600.1, VIT_218s0117g00480.1, VIT_218s0075g00590.1, VIT_218s0117g00610.1, VIT_218s0117g00610.2, VIT_218s0075g00630.1, VIT_218s0075g00620.2, VIT_218s0075g00620.3, VIT_218s0075g00620.4, VIT_218s0075g00620.1, VIT_218s0075g01090.1, VIT_200s2280g00010.1, VIT_200s1212g00020.1, VIT_218s0001g02360.1, VIT_218s0075g00950.1	FUN_043352-T1, FUN_027217-T1
OG0000112	VIT_219s0027g00800.1	FUN_048674-T1, FUN_036833-T1, FUN_007930-T1
OG0000112	VIT_216s0039g02786.1, VIT_214s0108g00960.1	FUN_009885-T1
OG0000113	VIT_215s0048g00630.1	FUN_036924-T1
OG0000113	VIT_212s0035g02000.1, VIT_202s0154g00320.1	FUN_040152-T1, FUN_040153-T1
OG0000113	VIT_202s0154g00280.1, VIT_202s0154g00290.1	FUN_040191-T1
OG0000114	VIT_200s0347g00060.1, VIT_200s0743g00020.1, VIT_200s0353g00020.1, VIT_200s0420g00030.1, VIT_200s0420g00010.1	FUN_008529-T1, FUN_008532-T1, FUN_008538-T1, FUN_008540-T1, FUN_035476-T1, FUN_035471-T1, FUN_035477-T1, FUN_035473-T1, FUN_035478-T2, FUN_035478-T1, FUN_035478-T3, FUN_046590-T1, FUN_046591-T1, FUN_021823-T2, FUN_021823-T1, FUN_030024-T1, FUN_027385-T1
OG0000114	VIT_200s0420g00005.1, VIT_200s0353g00050.2, VIT_200s0353g00050.1	FUN_008517-T1, FUN_035468-T1
OG0000115	VIT_208s0040g00710.1, VIT_208s0040g00715.1	FUN_044854-T1, FUN_044847-T1, FUN_044852-T1, FUN_044855-T1, FUN_044853-T1, FUN_044851-T1
OG0000115	VIT_207s0005g01745.1	FUN_043606-T1, FUN_043605-T1
OG0000116	VIT_206s0004g04370.1	FUN_024579-T1, FUN_047136-T1
OG0000116	VIT_206s0004g03890.1	FUN_029945-T1, FUN_011257-T1
OG0000117	VIT_201s0011g05150.1, VIT_201s0011g05180.1, VIT_201s0011g05190.1, VIT_201s0011g05170.1	FUN_046833-T1, FUN_046834-T1, FUN_046830-T1, FUN_046836-T1, FUN_016578-T1, FUN_046831-T1, FUN_046842-T1, FUN_046844-T1, FUN_046840-T1, FUN_046839-T1, FUN_046838-T1, FUN_024371-T1, FUN_046825-T1, FUN_046829-T1, FUN_046841-T1, FUN_046824-T1, FUN_046826-T1, FUN_020513-T1, FUN_001316-T1, FUN_001319-T1, FUN_001321-T1, FUN_015683-T1, FUN_020368-T1, FUN_020378-T1
OG0000118	VIT_219s0015g01190.1	FUN_018231-T1, FUN_037349-T1, FUN_024743-T1
OG0000118	VIT_202s0025g01050.1	FUN_008995-T1, FUN_013730-T1, FUN_013730-T2
OG0000118	VIT_203s0038g02390.1	FUN_031123-T1
OG0000119	VIT_205s0062g01285.1, VIT_205s0062g01285.2	FUN_035075-T1
OG0000120	VIT_208s0007g06170.2, VIT_208s0007g06170.1, VIT_208s0007g06170.4, VIT_208s0007g06170.3	FUN_004771-T1, FUN_032956-T1
OG0000120	VIT_208s0007g06140.1	FUN_004748-T1
OG0000120	VIT_215s0046g03030.1, VIT_215s0046g03030.2	FUN_040842-T1
OG0000121	VIT_206s0009g00810.1, VIT_206s0009g00810.5, VIT_206s0009g00810.2, VIT_206s0009g00810.6, VIT_206s0009g00810.4, VIT_206s0009g00810.3	FUN_049916-T1
OG0000121	VIT_208s0032g00470.2, VIT_208s0032g00470.5, VIT_206s0004g06110.4, VIT_206s0009g00780.1	FUN_008752-T3
OG0000121	VIT_208s0032g00470.3	FUN_039941-T1
OG0000122	VIT_209s0002g08340.1	FUN_022901-T1
OG0000123	VIT_214s0068g00920.2, VIT_214s0068g00920.3, VIT_214s0068g00920.1	FUN_020427-T1, FUN_020425-T1, FUN_041852-T1, FUN_041857-T1, FUN_041858-T1, FUN_041856-T1, FUN_041647-T1, FUN_003771-T1
OG0000124	VIT_203s0063g00830.1	FUN_046051-T1, FUN_046050-T1
OG0000124	VIT_203s0063g00820.1	FUN_012683-T1
OG0000124	VIT_218s0001g10810.1	FUN_046942-T1, FUN_013341-T1
OG0000124	VIT_205s0020g03010.1, VIT_205s0020g03000.1	FUN_042202-T1
OG0000125	VIT_207s0104g00830.1	FUN_042787-T2, FUN_042787-T1, FUN_042787-T3
OG0000125	VIT_214s0030g00320.1, VIT_214s0030g00200.1, VIT_214s0030g00230.1, VIT_214s0030g00230.2, VIT_214s0030g00240.1, VIT_214s0030g00260.1, VIT_214s0030g00280.1, VIT_214s0030g00250.1	FUN_000422-T1, FUN_000423-T2, FUN_000423-T1, FUN_000424-T1
OG0000125	VIT_205s0020g02170.1	FUN_033204-T1, FUN_033204-T2
OG0000127	VIT_207s0104g01340.1	FUN_036806-T1, FUN_051586-T1, FUN_042852-T1, FUN_024673-T1, FUN_024672-T1, FUN_024676-T1
OG0000127	VIT_204s0043g00980.1	FUN_046971-T1, FUN_011383-T1
OG0000127	VIT_217s0000g00820.1	FUN_011381-T1, FUN_011381-T2, FUN_011382-T1, FUN_046977-T2, FUN_046977-T1, FUN_046978-T1, FUN_046974-T2, FUN_046974-T1, FUN_046975-T1
OG0000127	VIT_201s0146g00260.1, VIT_201s0146g00260.2, VIT_201s0146g00260.3	FUN_031774-T1
OG0000128	VIT_209s0054g01280.1	FUN_005948-T1
OG0000128	VIT_209s0054g01470.1, VIT_209s0054g01340.2, VIT_209s0054g01340.3, VIT_209s0054g01340.1, VIT_209s0054g01360.1	FUN_006077-T1
OG0000129	VIT_204s0069g00740.1	FUN_008279-T1
OG0000129	VIT_204s0069g00010.1, VIT_204s0069g00540.2, VIT_204s0069g00610.1, VIT_204s0069g00550.1, VIT_204s0069g00170.1, VIT_204s0069g00330.1, VIT_204s0069g00540.3, VIT_204s0069g00540.1, VIT_204s0069g00720.1, VIT_204s0069g00260.1, VIT_204s0069g00200.1, VIT_204s0069g00380.1, VIT_204s0069g00375.1, VIT_204s0069g00230.1, VIT_204s0069g00560.1, VIT_204s0069g00670.1, VIT_204s0069g00060.1, VIT_204s0069g00390.1, VIT_204s0069g00620.1, VIT_211s0052g00985.1, VIT_211s0052g01020.1, VIT_211s0052g01020.4, VIT_211s0052g01020.2, VIT_211s0052g01020.3	FUN_008282-T1
OG0000131	VIT_211s0016g01220.1	FUN_028128-T1
OG0000131	VIT_209s0002g01320.1, VIT_218s0086g00410.1, VIT_207s0005g05920.1, VIT_207s0005g05910.1, VIT_207s0005g05930.1, VIT_207s0005g05985.1, VIT_212s0059g00740.1, VIT_218s0086g00590.1, VIT_209s0002g01330.1, VIT_209s0002g01340.1	FUN_023918-T1, FUN_028063-T1, FUN_050388-T1, FUN_032815-T1, FUN_032816-T1, FUN_032812-T1, FUN_032814-T1, FUN_023703-T1, FUN_023694-T1, FUN_023696-T1, FUN_038830-T1, FUN_029252-T1, FUN_050387-T1, FUN_028129-T1, FUN_028106-T1, FUN_028062-T1
OG0000134	VIT_207s0031g00850.2, VIT_207s0031g00850.1, VIT_207s0031g00870.1	FUN_017054-T1, FUN_017049-T1, FUN_017055-T1
OG0000135	VIT_204s0008g01360.1	FUN_005277-T2, FUN_005277-T1
OG0000135	VIT_209s0054g01060.1	FUN_025181-T1, FUN_050254-T1
OG0000135	VIT_211s0065g00390.1	FUN_005976-T1, FUN_044613-T1
OG0000136	VIT_217s0000g07890.1	FUN_010903-T1, FUN_047448-T1
OG0000136	VIT_210s0003g00570.1	FUN_036741-T1
OG0000136	VIT_215s0021g01130.1, VIT_212s0028g02630.1	FUN_012662-T1
OG0000136	VIT_203s0038g02380.1	FUN_051971-T1, FUN_045727-T1
OG0000136	VIT_204s0023g03860.3, VIT_204s0023g03860.1, VIT_204s0023g03860.2	FUN_025538-T1, FUN_031119-T1
OG0000137	VIT_205s0077g01690.1, VIT_205s0077g01520.1, VIT_205s0077g01680.1, VIT_207s0005g00930.1	FUN_043057-T1, FUN_043055-T1, FUN_043053-T1, FUN_043064-T2, FUN_043059-T1, FUN_043060-T1, FUN_043064-T1, FUN_043058-T1, FUN_043065-T1, FUN_043052-T1, FUN_043051-T1, FUN_043049-T1, FUN_043054-T1, FUN_043056-T1, FUN_043070-T1, FUN_043071-T1, FUN_042992-T1, FUN_042991-T1, FUN_042990-T1, FUN_042989-T1, FUN_024797-T1
OG0000138	VIT_206s0004g05065.1	FUN_047956-T1
OG0000139	VIT_213s0019g02960.1	FUN_004597-T1, FUN_004596-T1
OG0000140	VIT_210s0071g00380.1, VIT_210s0071g00560.1, VIT_210s0071g00510.1	FUN_027965-T1
OG0000142	VIT_209s0002g05830.1, VIT_209s0096g00740.1, VIT_209s0002g00240.1, VIT_209s0070g00350.1, VIT_209s0002g03980.1, VIT_209s0002g03270.1, VIT_209s0002g03300.1, VIT_219s0027g01631.1	FUN_052174-T1, FUN_052173-T1
OG0000143	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1	FUN_048622-T1, FUN_048621-T1, FUN_038410-T1, FUN_038409-T1, FUN_038405-T1, FUN_008739-T1
OG0000144	VIT_212s0035g00310.1	FUN_032317-T1
OG0000144	VIT_218s0001g06310.2, VIT_218s0001g06310.1, VIT_207s0191g00070.1, VIT_207s0191g00070.7, VIT_200s0710g00020.2	FUN_038128-T2, FUN_038128-T1
OG0000144	VIT_200s0710g00020.1, VIT_207s0191g00070.2, VIT_207s0191g00070.3	FUN_025443-T1, FUN_025443-T2
OG0000144	VIT_202s0236g00130.2, VIT_202s0236g00130.4, VIT_202s0236g00130.3, VIT_202s0236g00130.1	FUN_041305-T2, FUN_041305-T1
OG0000145	VIT_206s0009g01450.6, VIT_206s0009g01450.2, VIT_206s0009g01450.1, VIT_206s0009g01450.4, VIT_206s0009g01450.5, VIT_206s0009g01450.3	FUN_004561-T2, FUN_004561-T1
OG0000145	VIT_206s0061g00620.1, VIT_206s0061g00670.1, VIT_206s0061g00670.2, VIT_206s0061g00640.1, VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1, VIT_202s0025g04510.1	FUN_049212-T2, FUN_049212-T1, FUN_049210-T1, FUN_049209-T1, FUN_049203-T1, FUN_049206-T1, FUN_049200-T1, FUN_049208-T1, FUN_037150-T1, FUN_037148-T1, FUN_037152-T1, FUN_037149-T1, FUN_037151-T1, FUN_037022-T2, FUN_037153-T1, FUN_037061-T1
OG0000146	VIT_219s0085g01050.1	FUN_039349-T1
OG0000146	VIT_213s0019g03030.1, VIT_213s0019g02900.1	FUN_047884-T1
OG0000146	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1	FUN_049426-T1
OG0000146	VIT_213s0019g03170.1	FUN_003857-T1, FUN_003855-T1, FUN_004598-T1, FUN_030181-T1, FUN_019188-T1, FUN_030177-T1
OG0000147	VIT_214s0066g00310.3, VIT_214s0066g00310.4, VIT_214s0066g00310.6, VIT_214s0066g00310.5, VIT_214s0066g00310.2, VIT_214s0066g00310.1	FUN_031379-T3, FUN_031379-T2, FUN_031379-T1
OG0000147	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6	FUN_027291-T2, FUN_027291-T1
OG0000148	VIT_206s0004g04990.1, VIT_206s0004g04980.1, VIT_206s0004g04970.1	FUN_047942-T1, FUN_009668-T1, FUN_009669-T1, FUN_009676-T1, FUN_009670-T1
OG0000148	VIT_206s0004g04960.1, VIT_206s0004g04950.1	FUN_047938-T1
OG0000148	VIT_213s0019g01710.2, VIT_213s0019g01710.1, VIT_213s0019g01810.2, VIT_213s0019g01810.1, VIT_213s0019g01780.1, VIT_213s0019g01790.1, VIT_213s0019g01700.1	FUN_030056-T1
OG0000149	VIT_204s0008g06610.3, VIT_204s0008g06610.2, VIT_204s0008g06610.1	FUN_049620-T1, FUN_049620-T2, FUN_049620-T3
OG0000149	VIT_215s0021g02240.4, VIT_215s0021g02240.3, VIT_215s0021g02240.2, VIT_215s0021g02240.1	FUN_036896-T1
OG0000149	VIT_215s0021g02430.1	FUN_020568-T1
OG0000149	VIT_215s0045g01190.1	FUN_049910-T1, FUN_047846-T2, FUN_047846-T1, FUN_047851-T1, FUN_047854-T1, FUN_038236-T2, FUN_038236-T1
OG0000152	VIT_206s0004g04250.1	FUN_013099-T1, FUN_013100-T1, FUN_013101-T1, FUN_041983-T1, FUN_049290-T1
OG0000153	VIT_200s0259g00180.1, VIT_200s1287g00010.1, VIT_219s0015g00440.2, VIT_219s0015g00440.1	FUN_046354-T1
OG0000154	VIT_205s0020g00490.1	FUN_032207-T1
OG0000154	VIT_201s0127g00440.1, VIT_201s0127g00440.4, VIT_201s0127g00440.3, VIT_201s0127g00440.5, VIT_201s0127g00440.2	FUN_032206-T1
OG0000154	VIT_207s0129g01090.5, VIT_207s0129g01090.4, VIT_207s0129g01090.2, VIT_207s0129g01090.1, VIT_207s0129g01090.3	FUN_030464-T2, FUN_030464-T1
OG0000155	VIT_207s0104g01420.1	FUN_042862-T1, FUN_024687-T1, FUN_024688-T1, FUN_042863-T1, FUN_042866-T1, FUN_042868-T1, FUN_024693-T1, FUN_042865-T1, FUN_024686-T1, FUN_024690-T1, FUN_024689-T1, FUN_042864-T1
OG0000156	VIT_218s0001g08470.1, VIT_200s1352g00010.2, VIT_200s1352g00010.1	FUN_024336-T1
OG0000156	VIT_211s0052g01490.1	FUN_026848-T1, FUN_034047-T1
OG0000157	VIT_219s0014g00320.6, VIT_219s0014g00320.7, VIT_219s0014g00320.2, VIT_219s0014g00320.1, VIT_219s0014g00320.4, VIT_219s0014g00320.3, VIT_219s0014g00320.5	FUN_053304-T1, FUN_053304-T2
OG0000157	VIT_209s0002g07340.1	FUN_053243-T1
OG0000157	VIT_211s0016g05750.2, VIT_211s0016g05750.3, VIT_211s0016g05750.1	FUN_053182-T1
OG0000159	VIT_215s0048g02450.1, VIT_215s0048g02490.2, VIT_215s0048g02490.1, VIT_215s0048g02480.1	FUN_013050-T1, FUN_013049-T1, FUN_037590-T1, FUN_001971-T1, FUN_048296-T1, FUN_048297-T1
OG0000159	VIT_218s0001g02610.2, VIT_218s0001g02610.3, VIT_218s0001g02610.4, VIT_218s0001g02610.1, VIT_219s0135g00030.1	FUN_044263-T1, FUN_045098-T1, FUN_045098-T2, FUN_043874-T1, FUN_043904-T1, FUN_010843-T1, FUN_010842-T1, FUN_014121-T1
OG0000160	VIT_218s0122g00990.3, VIT_218s0122g00990.1, VIT_218s0122g00990.2, VIT_218s0122g00990.5	FUN_025629-T2, FUN_025629-T1, FUN_042643-T1
OG0000160	VIT_207s0031g02170.4, VIT_207s0031g02170.2, VIT_207s0031g02170.3, VIT_207s0031g02170.1, VIT_207s0031g02170.6, VIT_207s0031g02170.5	FUN_004181-T1
OG0000160	VIT_203s0038g03920.1, VIT_203s0038g03920.2	FUN_045573-T2, FUN_045573-T1, FUN_051804-T4, FUN_051804-T1, FUN_051804-T5, FUN_051804-T2, FUN_051804-T3, FUN_051804-T6, FUN_045572-T1
OG0000161	VIT_200s0346g00040.1	FUN_032738-T1, FUN_032740-T1, FUN_032743-T1, FUN_032739-T1, FUN_032741-T1, FUN_032746-T1, FUN_032747-T1, FUN_032748-T1, FUN_032745-T1, FUN_004341-T1, FUN_004337-T1, FUN_046490-T1
OG0000161	VIT_200s0211g00155.1, VIT_200s0211g00190.1	FUN_018917-T1
OG0000162	VIT_217s0000g03340.1	FUN_010470-T1, FUN_046817-T1
OG0000162	VIT_214s0006g02600.2, VIT_214s0006g02600.1, VIT_214s0006g02600.3, VIT_214s0006g02600.5, VIT_214s0006g02600.4, VIT_214s0006g02600.6	FUN_016604-T2, FUN_016604-T1, FUN_029837-T1
OG0000162	VIT_201s0011g03980.1, VIT_201s0011g03960.1, VIT_201s0011g03950.1	FUN_033505-T1, FUN_020099-T1
OG0000163	VIT_209s0002g01910.9, VIT_207s0005g04785.1, VIT_216s0013g01295.1, VIT_207s0005g02970.1	FUN_027896-T1
OG0000163	VIT_209s0002g01910.5, VIT_209s0002g01910.6, VIT_209s0002g01910.8, VIT_209s0002g01910.7, VIT_209s0002g01910.10, VIT_209s0002g01910.3, VIT_209s0002g01910.2, VIT_209s0002g01910.4, VIT_209s0002g01910.1	FUN_023893-T1
OG0000163	VIT_214s0081g00160.2	FUN_002651-T1, FUN_035696-T1
OG0000164	VIT_219s0014g01840.1, VIT_217s0053g00680.1	FUN_040409-T1
OG0000164	VIT_208s0007g04360.1, VIT_206s0061g01040.1	FUN_042279-T1, FUN_015644-T1
OG0000164	VIT_211s0016g04620.1	FUN_026300-T1, FUN_026300-T2
OG0000165	VIT_219s0014g00900.1, VIT_219s0014g00870.1, VIT_219s0014g00920.1	FUN_011966-T1
OG0000168	VIT_213s0047g00020.1, VIT_213s0047g00030.1	FUN_024578-T3
OG0000168	VIT_208s0040g00510.3, VIT_208s0040g00510.7, VIT_208s0040g00510.1, VIT_208s0040g00510.2, VIT_208s0040g00510.5, VIT_208s0040g00510.6, VIT_208s0040g00510.4	FUN_024578-T1, FUN_024578-T2, FUN_034014-T2, FUN_034014-T5, FUN_034014-T1, FUN_034014-T4, FUN_034014-T3, FUN_034015-T1, FUN_034012-T1
