Orthogroup	D_spatulata.proteins	D_muscipula.proteins
OG0008325	Ds_00006106-RA	Dm_00017045-RA
OG0008326	Ds_00011534-RA	Dm_00003851-RA
OG0008327	Ds_00012236-RA	Dm_00009767-RA
OG0008328	Ds_00004272-RA	Dm_00020035-RA
OG0008329	Ds_00007613-RA	Dm_00013112-RA
OG0008330	Ds_00007723-RA	Dm_00002900-RA
OG0008331	Ds_00013062-RA	Dm_00007136-RA
OG0008332	Ds_00005138-RA	Dm_00009744-RA
OG0008333	Ds_00011006-RA	Dm_00013341-RA
OG0008334	Ds_00003268-RA	Dm_00016313-RA
OG0008335	Ds_00013996-RA	Dm_00005429-RA
OG0008336	Ds_00006643-RA	Dm_00015706-RA
OG0008337	Ds_00013989-RA	Dm_00007036-RA
OG0008338	Ds_00013927-RA	Dm_00002193-RA
OG0008339	Ds_00002324-RA	Dm_00007299-RA
OG0008340	Ds_00017524-RA	Dm_00007283-RA
OG0008341	Ds_00002015-RA	Dm_00007709-RA, Dm_00011108-RA
OG0008342	Ds_00002051-RA	Dm_00007509-RA
OG0008343	Ds_00002175-RA	Dm_00009646-RA
OG0008345	Ds_00007180-RA	Dm_00001874-RA
OG0008346	Ds_00003405-RA	Dm_00007490-RA
OG0008348	Ds_00001191-RA	Dm_00010646-RA
OG0008349	Ds_00005203-RA	Dm_00006223-RA
OG0008350	Ds_00013260-RA	Dm_00010112-RA
OG0008351	Ds_00000974-RA	Dm_00012289-RA
OG0008352	Ds_00014159-RA, Ds_00016962-RA	Dm_00013946-RA
OG0008353	Ds_00005907-RA	Dm_00003269-RA
OG0008354	Ds_00014763-RA	Dm_00005102-RA
OG0008355	Ds_00014818-RA	Dm_00003154-RA
OG0008356	Ds_00010253-RA	Dm_00009782-RA
OG0008357	Ds_00001301-RA	Dm_00014151-RA
OG0008358	Ds_00016638-RA	Dm_00013791-RA
OG0008359	Ds_00004817-RA	Dm_00007500-RA
OG0008360	Ds_00016767-RA	Dm_00016984-RA
OG0008361	Ds_00013409-RA	Dm_00003208-RA
OG0008362	Ds_00009757-RA	Dm_00000950-RA
OG0008363	Ds_00003175-RA	Dm_00013744-RA
OG0008364	Ds_00005586-RA, Ds_00005589-RA	Dm_00000198-RA
OG0008365	Ds_00007880-RA	Dm_00001148-RA
OG0008366	Ds_00014226-RA	Dm_00005912-RA
OG0008367	Ds_00010585-RA	Dm_00013196-RA
OG0008369	Ds_00015297-RA	Dm_00014211-RA
OG0008371	Ds_00017650-RA, Ds_00009767-RA	Dm_00012410-RA
OG0008372	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA	Dm_00017086-RA
OG0008373	Ds_00000412-RA	Dm_00005837-RA
OG0008374	Ds_00010416-RA	Dm_00011961-RA
OG0008375	Ds_00003890-RA	Dm_00000612-RA
OG0008376	Ds_00009688-RA	Dm_00001443-RA, Dm_00001428-RA
OG0008377	Ds_00001921-RA	Dm_00010809-RA
OG0008378	Ds_00013606-RA, Ds_00007397-RA	Dm_00008004-RA
OG0008379	Ds_00007538-RA	Dm_00012482-RA
OG0008381	Ds_00015924-RA	Dm_00010264-RA, Dm_00003772-RA
OG0008382	Ds_00004185-RA	Dm_00019581-RA
OG0008383	Ds_00013905-RA	Dm_00017676-RA
OG0008384	Ds_00017056-RA	Dm_00012783-RA
OG0008385	Ds_00000692-RA	Dm_00007536-RA
OG0008386	Ds_00005708-RA	Dm_00001549-RA
OG0008387	Ds_00004555-RA	Dm_00008539-RA
OG0008388	Ds_00014057-RA	Dm_00002684-RA, Dm_00003581-RA
OG0008390	Ds_00004677-RA	Dm_00006841-RA
OG0008391	Ds_00009582-RA	Dm_00009754-RA
OG0008392	Ds_00011192-RA	Dm_00007588-RA
OG0008394	Ds_00014625-RA	Dm_00002091-RA
OG0008395	Ds_00001396-RA	Dm_00015464-RA
OG0008396	Ds_00009171-RA	Dm_00012997-RA
OG0008397	Ds_00013612-RA	Dm_00009366-RA
OG0008398	Ds_00004617-RA	Dm_00000934-RA
OG0008399	Ds_00012500-RA	Dm_00008063-RA
OG0008400	Ds_00015822-RA	Dm_00011120-RA
OG0008401	Ds_00003010-RA	Dm_00009365-RA
OG0008403	Ds_00015038-RA	Dm_00001260-RA
OG0008404	Ds_00013589-RA	Dm_00014007-RA
OG0008405	Ds_00012509-RA	Dm_00003573-RA
OG0008406	Ds_00016607-RA	Dm_00013837-RA
OG0008408	Ds_00014412-RA	Dm_00018313-RA
OG0008409	Ds_00010734-RA, Ds_00010726-RA	Dm_00014549-RA, Dm_00008887-RA
OG0008411	Ds_00004301-RA	Dm_00012497-RA
OG0008412	Ds_00000080-RA	Dm_00014794-RA
OG0008413	Ds_00009896-RA	Dm_00003965-RA
OG0008414	Ds_00007458-RA	Dm_00000149-RA
OG0008415	Ds_00007600-RA	Dm_00017862-RA
OG0008416	Ds_00005453-RA	Dm_00016064-RA
OG0008417	Ds_00003096-RA	Dm_00005623-RA, Dm_00015139-RA
OG0008419	Ds_00015222-RA	Dm_00001455-RA
OG0008422	Ds_00003662-RA	Dm_00013068-RA, Dm_00000602-RA
OG0008423	Ds_00001019-RA	Dm_00011490-RA
OG0008424	Ds_00013560-RA, Ds_00014426-RA	Dm_00016113-RA
OG0008425	Ds_00010209-RA	Dm_00013768-RA
OG0008426	Ds_00007890-RA	Dm_00002427-RA
OG0008428	Ds_00010940-RA	Dm_00015192-RA
OG0008429	Ds_00003821-RA	Dm_00001691-RA
OG0008430	Ds_00017573-RA	Dm_00001811-RA
OG0008431	Ds_00001869-RA	Dm_00009772-RA
OG0008432	Ds_00002812-RA	Dm_00008061-RA
OG0008434	Ds_00009152-RA	Dm_00016197-RA
OG0008435	Ds_00011608-RA, Ds_00005256-RA	Dm_00003832-RA
OG0008436	Ds_00009440-RA	Dm_00002410-RA, Dm_00005329-RA
OG0008437	Ds_00003646-RA	Dm_00000575-RA
OG0008438	Ds_00009268-RA	Dm_00020747-RA
OG0008439	Ds_00009542-RA, Ds_00016401-RA	Dm_00002954-RA
OG0008440	Ds_00015412-RA	Dm_00005183-RA
OG0008441	Ds_00007642-RA	Dm_00015850-RA
OG0008442	Ds_00000309-RA	Dm_00003486-RA
OG0008443	Ds_00003088-RA	Dm_00015241-RA
OG0008444	Ds_00010182-RA	Dm_00001325-RA
OG0008445	Ds_00008383-RA	Dm_00006511-RA
OG0008446	Ds_00005052-RA	Dm_00002579-RA
OG0008447	Ds_00017602-RA	Dm_00013978-RA
OG0008448	Ds_00012412-RA	Dm_00011523-RA
OG0008449	Ds_00013284-RA	Dm_00009062-RA, Dm_00016123-RA
OG0008451	Ds_00012128-RA	Dm_00011299-RA
OG0008452	Ds_00004207-RA	Dm_00002160-RA
OG0008453	Ds_00005913-RA	Dm_00003195-RA, Dm_00000397-RA
OG0008455	Ds_00007844-RA	Dm_00015342-RA
OG0008456	Ds_00015031-RA	Dm_00018198-RA
OG0008457	Ds_00011070-RA	Dm_00009520-RA
OG0008458	Ds_00006519-RA	Dm_00002836-RA
OG0008460	Ds_00013776-RA	Dm_00001674-RA
OG0008461	Ds_00005436-RA	Dm_00020933-RA
OG0008462	Ds_00009108-RA	Dm_00003880-RA
OG0008463	Ds_00001971-RA	Dm_00006821-RA
OG0008465	Ds_00015814-RA	Dm_00020265-RA
OG0008466	Ds_00008499-RA	Dm_00009318-RA, Dm_00009466-RA, Dm_00020051-RA
OG0008467	Ds_00008550-RA	Dm_00002813-RA
OG0008468	Ds_00000382-RA	Dm_00009286-RA, Dm_00009283-RA
OG0008469	Ds_00007376-RA	Dm_00006491-RA
OG0008470	Ds_00010547-RA	Dm_00007979-RA
OG0008471	Ds_00002636-RA	Dm_00016469-RA
OG0008472	Ds_00004807-RA	Dm_00005381-RA
OG0008474	Ds_00004317-RA	Dm_00008724-RA
OG0008475	Ds_00014802-RA	Dm_00014016-RA
OG0008476	Ds_00015835-RA	Dm_00007453-RA
OG0008477	Ds_00013158-RA	Dm_00018388-RA
OG0008478	Ds_00012688-RA	Dm_00000392-RA, Dm_00001949-RA
OG0008479	Ds_00012384-RA, Ds_00017548-RA	Dm_00017032-RA
OG0008480	Ds_00008574-RA	Dm_00001713-RA
OG0008481	Ds_00008668-RA	Dm_00015475-RA
OG0008482	Ds_00004969-RA	Dm_00018842-RA
OG0008484	Ds_00008368-RA	Dm_00006079-RA
OG0008485	Ds_00001878-RA	Dm_00013242-RA
OG0008486	Ds_00016686-RA	Dm_00019878-RA
OG0008487	Ds_00004914-RA	Dm_00017882-RA, Dm_00012957-RA
OG0008488	Ds_00008942-RA	Dm_00011296-RA
OG0008490	Ds_00013092-RA, Ds_00011140-RA, Ds_00004864-RA	Dm_00014471-RA, Dm_00010989-RA
OG0008491	Ds_00005932-RA	Dm_00000372-RA, Dm_00008426-RA
OG0008492	Ds_00012727-RA	Dm_00000367-RA
OG0008493	Ds_00017649-RA, Ds_00010578-RA	Dm_00010133-RA
OG0008494	Ds_00001910-RA, Ds_00001908-RA	Dm_00010761-RA
OG0008496	Ds_00008069-RA	Dm_00014518-RA
OG0008497	Ds_00017249-RA	Dm_00018761-RA
OG0008498	Ds_00012647-RA	Dm_00020355-RA
OG0008501	Ds_00001516-RA	Dm_00006499-RA
OG0008505	Ds_00011141-RA	Dm_00010990-RA
OG0008508	Ds_00006803-RA	Dm_00001102-RA
OG0008509	Ds_00008673-RA	Dm_00007663-RA
OG0008510	Ds_00005067-RA	Dm_00009292-RA
OG0008511	Ds_00003751-RA	Dm_00006555-RA
OG0008512	Ds_00003780-RA	Dm_00009849-RA
OG0008513	Ds_00011424-RA	Dm_00007134-RA
OG0008514	Ds_00005957-RA	Dm_00016650-RA, Dm_00015986-RA
OG0008515	Ds_00012654-RA	Dm_00012198-RA, Dm_00012197-RA, Dm_00008833-RA
OG0008516	Ds_00011353-RA	Dm_00008524-RA
OG0008517	Ds_00006400-RA	Dm_00021008-RA
OG0008520	Ds_00008608-RA	Dm_00011427-RA
OG0008521	Ds_00005320-RA	Dm_00017285-RA, Dm_00010470-RA
OG0008522	Ds_00000921-RA	Dm_00006760-RA
OG0008523	Ds_00015473-RA	Dm_00020015-RA
OG0008524	Ds_00004330-RA	Dm_00005967-RA
OG0008525	Ds_00000060-RA, Ds_00010225-RA	Dm_00019374-RA
OG0008527	Ds_00007622-RA	Dm_00015234-RA
OG0008528	Ds_00011410-RA, Ds_00011407-RA	Dm_00002602-RA
OG0008529	Ds_00017252-RA	Dm_00007383-RA
OG0008530	Ds_00008068-RA	Dm_00016845-RA
OG0008531	Ds_00001382-RA	Dm_00001492-RA
OG0008533	Ds_00016683-RA	Dm_00017823-RA
OG0008534	Ds_00017968-RA, Ds_00018091-RA	Dm_00002748-RA
OG0008535	Ds_00006712-RA	Dm_00009674-RA
OG0008536	Ds_00017904-RA	Dm_00002857-RA
OG0008537	Ds_00005876-RA	Dm_00002776-RA, Dm_00013685-RA
OG0008538	Ds_00002298-RA	Dm_00010090-RA, Dm_00010091-RA
OG0008539	Ds_00002249-RA	Dm_00008333-RA, Dm_00006191-RA, Dm_00007225-RA, Dm_00014630-RA
OG0008539	Ds_00013165-RA	Dm_00003342-RA
OG0008541	Ds_00015060-RA	Dm_00001030-RA
OG0008544	Ds_00012058-RA	Dm_00003316-RA
OG0008545	Ds_00000848-RA	Dm_00012153-RA
OG0008546	Ds_00010716-RA	Dm_00016534-RA, Dm_00008837-RA
OG0008547	Ds_00016391-RA, Ds_00016390-RA	Dm_00010710-RA
OG0008549	Ds_00000761-RA	Dm_00013401-RA
OG0008549	Ds_00017161-RA, Ds_00013620-RA	Dm_00017629-RA
OG0008552	Ds_00014907-RA	Dm_00000342-RA
OG0008559	Ds_00008612-RA	Dm_00004617-RA
OG0008596	Ds_00008493-RA	Dm_00018932-RA
OG0008598	Ds_00012415-RA	Dm_00013728-RA
OG0008600	Ds_00013681-RA	Dm_00007885-RA
OG0008601	Ds_00001124-RA	Dm_00001118-RA
OG0008602	Ds_00008481-RA	Dm_00011660-RA
OG0008603	Ds_00006313-RA	Dm_00000573-RA
OG0008604	Ds_00004997-RA	Dm_00015794-RA
OG0008605	Ds_00010111-RA	Dm_00010609-RA
OG0008606	Ds_00016753-RA	Dm_00009137-RA
OG0008607	Ds_00013540-RA	Dm_00001808-RA
OG0008607	Ds_00012183-RA	Dm_00015442-RA
OG0008608	Ds_00006043-RA	Dm_00017155-RA
OG0008608	Ds_00005491-RA	Dm_00003701-RA
OG0008610	Ds_00011684-RA	Dm_00018676-RA
OG0008611	Ds_00004556-RA	Dm_00008204-RA
OG0008612	Ds_00005039-RA	Dm_00009742-RA
OG0008613	Ds_00016284-RA	Dm_00012207-RA
OG0008615	Ds_00009333-RA	Dm_00002567-RA
OG0008617	Ds_00004241-RA	Dm_00020276-RA
OG0008618	Ds_00015953-RA, Ds_00014212-RA	Dm_00013090-RA
OG0008619	Ds_00007132-RA, Ds_00003060-RA	Dm_00016541-RA
OG0008620	Ds_00013946-RA	Dm_00014030-RA
OG0008621	Ds_00014866-RA	Dm_00019496-RA
OG0008622	Ds_00000856-RA	Dm_00009407-RA
OG0008624	Ds_00006877-RA	Dm_00011048-RA
OG0008625	Ds_00003895-RA	Dm_00000621-RA
OG0008627	Ds_00007801-RA	Dm_00017191-RA
OG0008628	Ds_00001078-RA, Ds_00007800-RA	Dm_00010368-RA
OG0008630	Ds_00007524-RA	Dm_00017917-RA
OG0008631	Ds_00006395-RA	Dm_00009427-RA
OG0008632	Ds_00006177-RA	Dm_00000523-RA
OG0008633	Ds_00013881-RA	Dm_00014684-RA
OG0008634	Ds_00005063-RA	Dm_00008158-RA
OG0008635	Ds_00010160-RA	Dm_00017411-RA
OG0008636	Ds_00017716-RA	Dm_00002563-RA, Dm_00001536-RA
OG0008637	Ds_00005807-RA, Ds_00011205-RA, Ds_00007611-RA	Dm_00012171-RA
OG0008639	Ds_00017958-RA	Dm_00014344-RA
OG0008640	Ds_00005062-RA	Dm_00011378-RA
OG0008641	Ds_00003164-RA, Ds_00014678-RA	Dm_00018343-RA
OG0008642	Ds_00006938-RA	Dm_00000519-RA
OG0008643	Ds_00002635-RA	Dm_00001301-RA
OG0008646	Ds_00007429-RA	Dm_00010019-RA
OG0008648	Ds_00006062-RA	Dm_00007824-RA
OG0008650	Ds_00005714-RA	Dm_00001540-RA
OG0008652	Ds_00007440-RA	Dm_00006918-RA
OG0008653	Ds_00014587-RA	Dm_00004642-RA
OG0008654	Ds_00007443-RA	Dm_00006916-RA
OG0008655	Ds_00005102-RA	Dm_00009166-RA
OG0008656	Ds_00000389-RA	Dm_00018183-RA
OG0008657	Ds_00013964-RA	Dm_00011136-RA
OG0008658	Ds_00014368-RA, Ds_00014369-RA	Dm_00015312-RA
OG0008660	Ds_00010081-RA	Dm_00004541-RA
OG0008661	Ds_00010323-RA	Dm_00009332-RA
OG0008662	Ds_00006236-RA	Dm_00007311-RA, Dm_00002841-RA
OG0008663	Ds_00009974-RA	Dm_00001173-RA, Dm_00001174-RA
OG0008664	Ds_00016764-RA	Dm_00018487-RA
OG0008666	Ds_00007024-RA	Dm_00004246-RA
OG0008667	Ds_00013707-RA	Dm_00011482-RA
OG0008668	Ds_00001245-RA	Dm_00007389-RA
OG0008669	Ds_00007450-RA, Ds_00014746-RA	Dm_00012964-RA
OG0008670	Ds_00001836-RA	Dm_00005653-RA
OG0008671	Ds_00003914-RA	Dm_00001627-RA
OG0008672	Ds_00012402-RA	Dm_00005976-RA
OG0008673	Ds_00015638-RA	Dm_00015543-RA, Dm_00003705-RA
OG0008674	Ds_00000036-RA, Ds_00008125-RA	Dm_00006990-RA
OG0008675	Ds_00006312-RA	Dm_00003136-RA
OG0008677	Ds_00014755-RA	Dm_00005643-RA
OG0008678	Ds_00009352-RA	Dm_00008481-RA
OG0008680	Ds_00003251-RA	Dm_00017518-RA
OG0008682	Ds_00016832-RA	Dm_00007880-RA
OG0008683	Ds_00006089-RA	Dm_00012097-RA
OG0008684	Ds_00002692-RA, Ds_00002693-RA	Dm_00012170-RA
OG0008685	Ds_00000817-RA	Dm_00012330-RA
OG0008686	Ds_00009322-RA, Ds_00005036-RA, Ds_00009324-RA	Dm_00016610-RA, Dm_00016611-RA, Dm_00014060-RA
OG0008688	Ds_00015683-RA	Dm_00003872-RA, Dm_00014165-RA
OG0008690	Ds_00007464-RA, Ds_00015036-RA	Dm_00000152-RA
OG0008691	Ds_00006665-RA	Dm_00004488-RA
OG0008692	Ds_00014747-RA, Ds_00007997-RA	Dm_00014028-RA, Dm_00005094-RA
OG0008693	Ds_00004704-RA	Dm_00009499-RA
OG0008694	Ds_00001846-RA	Dm_00010013-RA
OG0008695	Ds_00006447-RA	Dm_00013802-RA, Dm_00013243-RA, Dm_00011236-RA
OG0008697	Ds_00005460-RA	Dm_00010119-RA
OG0008699	Ds_00009916-RA	Dm_00016100-RA
OG0008700	Ds_00012850-RA	Dm_00013693-RA, Dm_00000123-RA
OG0008701	Ds_00002011-RA	Dm_00004503-RA
OG0008703	Ds_00013401-RA	Dm_00018333-RA
OG0008704	Ds_00001477-RA	Dm_00014607-RA, Dm_00004348-RA
OG0008705	Ds_00000164-RA	Dm_00012206-RA
OG0008705	Ds_00016904-RA	Dm_00017930-RA
OG0008708	Ds_00017843-RA	Dm_00007234-RA
OG0008709	Ds_00010891-RA	Dm_00012115-RA
OG0008711	Ds_00012242-RA	Dm_00005195-RA
OG0008712	Ds_00002931-RA	Dm_00005537-RA
OG0008713	Ds_00003991-RA	Dm_00001872-RA
OG0008714	Ds_00011203-RA	Dm_00019638-RA
OG0008715	Ds_00012184-RA	Dm_00018072-RA
OG0008716	Ds_00017827-RA	Dm_00005089-RA
OG0008717	Ds_00011991-RA	Dm_00000128-RA
OG0008718	Ds_00001465-RA	Dm_00003685-RA
OG0008719	Ds_00006742-RA	Dm_00006594-RA
OG0008720	Ds_00001621-RA	Dm_00014780-RA, Dm_00006602-RA
OG0008722	Ds_00008921-RA	Dm_00005945-RA
OG0008723	Ds_00011855-RA	Dm_00001072-RA
OG0008725	Ds_00004520-RA	Dm_00006444-RA
OG0008726	Ds_00001598-RA	Dm_00005209-RA
OG0008729	Ds_00006137-RA	Dm_00002030-RA
OG0008730	Ds_00017825-RA, Ds_00016702-RA	Dm_00013410-RA
OG0008731	Ds_00013060-RA	Dm_00007409-RA, Dm_00015116-RA
OG0008732	Ds_00007028-RA	Dm_00010531-RA
OG0008733	Ds_00011301-RA	Dm_00018838-RA
OG0008734	Ds_00000618-RA	Dm_00007862-RA
OG0008735	Ds_00009399-RA	Dm_00006597-RA
OG0008736	Ds_00013410-RA	Dm_00003206-RA
OG0008737	Ds_00015757-RA	Dm_00010403-RA
OG0008738	Ds_00002234-RA	Dm_00013556-RA
OG0008739	Ds_00014463-RA	Dm_00005809-RA
OG0008740	Ds_00016142-RA	Dm_00014077-RA
OG0008741	Ds_00013421-RA	Dm_00019050-RA
OG0008742	Ds_00009413-RA	Dm_00012203-RA, Dm_00007741-RA
OG0008743	Ds_00002517-RA	Dm_00002385-RA
OG0008744	Ds_00001945-RA	Dm_00015955-RA
OG0008745	Ds_00012428-RA	Dm_00010768-RA
OG0008746	Ds_00009173-RA	Dm_00011000-RA
OG0008747	Ds_00004816-RA	Dm_00012461-RA
OG0008749	Ds_00015321-RA	Dm_00014818-RA, Dm_00014817-RA, Dm_00001741-RA
OG0008751	Ds_00003967-RA	Dm_00005488-RA
OG0008752	Ds_00017567-RA	Dm_00000131-RA
OG0008753	Ds_00011129-RA	Dm_00007372-RA
OG0008754	Ds_00014871-RA	Dm_00014501-RA
OG0008755	Ds_00009249-RA	Dm_00011224-RA, Dm_00016563-RA, Dm_00017230-RA, Dm_00013819-RA
OG0008756	Ds_00001855-RA	Dm_00008017-RA
OG0008757	Ds_00010542-RA	Dm_00002180-RA
OG0008758	Ds_00001186-RA, Ds_00010875-RA	Dm_00012379-RA
OG0008760	Ds_00002415-RA	Dm_00007081-RA
OG0008761	Ds_00008922-RA	Dm_00008261-RA
OG0008762	Ds_00003972-RA	Dm_00005491-RA
OG0008763	Ds_00009343-RA	Dm_00002005-RA
OG0008764	Ds_00014771-RA	Dm_00004081-RA
OG0008765	Ds_00002266-RA	Dm_00011787-RA
OG0008766	Ds_00015966-RA	Dm_00009659-RA, Dm_00001735-RA
OG0008767	Ds_00000034-RA	Dm_00004855-RA
OG0008768	Ds_00000363-RA	Dm_00020459-RA
OG0008769	Ds_00001673-RA	Dm_00001904-RA
OG0008770	Ds_00011947-RA	Dm_00016243-RA
OG0008771	Ds_00009797-RA	Dm_00001142-RA
OG0008772	Ds_00002911-RA	Dm_00016063-RA
OG0008774	Ds_00016291-RA	Dm_00003820-RA
OG0008775	Ds_00001545-RA	Dm_00013060-RA
OG0008776	Ds_00001985-RA	Dm_00015400-RA
OG0008777	Ds_00012855-RA	Dm_00016449-RA
OG0008779	Ds_00007582-RA	Dm_00011993-RA
OG0008780	Ds_00016583-RA	Dm_00010330-RA
OG0008781	Ds_00015408-RA	Dm_00014997-RA
OG0008782	Ds_00005265-RA	Dm_00004883-RA, Dm_00013457-RA
OG0008783	Ds_00015903-RA	Dm_00007748-RA
OG0008784	Ds_00004018-RA	Dm_00001980-RA
OG0008785	Ds_00008305-RA	Dm_00018428-RA
OG0008787	Ds_00013890-RA	Dm_00004436-RA
OG0008788	Ds_00007792-RA, Ds_00015345-RA	Dm_00003256-RA
OG0008789	Ds_00012757-RA	Dm_00004066-RA
OG0008790	Ds_00014617-RA	Dm_00000909-RA
OG0008792	Ds_00002592-RA, Ds_00008141-RA	Dm_00004161-RA
OG0008793	Ds_00002202-RA	Dm_00008953-RA
OG0008795	Ds_00001176-RA	Dm_00006579-RA
OG0008796	Ds_00003313-RA	Dm_00008402-RA
OG0008798	Ds_00007757-RA	Dm_00017532-RA
OG0008799	Ds_00002214-RA	Dm_00010189-RA
OG0008800	Ds_00004242-RA	Dm_00014414-RA, Dm_00021098-RA
OG0008801	Ds_00013309-RA	Dm_00015575-RA
OG0008802	Ds_00001166-RA	Dm_00008315-RA
OG0008803	Ds_00010626-RA, Ds_00010625-RA	Dm_00011532-RA
OG0008804	Ds_00001385-RA	Dm_00004174-RA
OG0008805	Ds_00008646-RA	Dm_00000215-RA
OG0008806	Ds_00017204-RA	Dm_00013458-RA, Dm_00009049-RA
OG0008808	Ds_00011748-RA	Dm_00006044-RA
OG0008809	Ds_00001146-RA, Ds_00016329-RA	Dm_00008709-RA
OG0008810	Ds_00002428-RA	Dm_00005780-RA, Dm_00013425-RA
OG0008811	Ds_00004813-RA	Dm_00016024-RA, Dm_00016816-RA
OG0008812	Ds_00008243-RA	Dm_00001002-RA
OG0008813	Ds_00009941-RA	Dm_00000642-RA
OG0008814	Ds_00013303-RA	Dm_00008492-RA
OG0008815	Ds_00015084-RA	Dm_00003513-RA
OG0008816	Ds_00006363-RA	Dm_00004106-RA
OG0008817	Ds_00015212-RA	Dm_00001466-RA
OG0008819	Ds_00017230-RA	Dm_00000877-RA
OG0008820	Ds_00016453-RA	Dm_00009479-RA
OG0008821	Ds_00002832-RA	Dm_00003116-RA
OG0008822	Ds_00003373-RA	Dm_00014533-RA
OG0008824	Ds_00005916-RA	Dm_00000380-RA
OG0008825	Ds_00012950-RA	Dm_00016010-RA, Dm_00007178-RA
OG0008826	Ds_00014992-RA	Dm_00013811-RA, Dm_00013814-RA, Dm_00013815-RA
OG0008827	Ds_00007199-RA	Dm_00009943-RA
OG0008828	Ds_00014250-RA	Dm_00011157-RA
OG0008829	Ds_00012958-RA	Dm_00008449-RA
OG0008830	Ds_00012968-RA	Dm_00003068-RA
OG0008831	Ds_00016233-RA, Ds_00009092-RA, Ds_00016232-RA	Dm_00013392-RA
OG0008833	Ds_00002426-RA	Dm_00005782-RA, Dm_00007897-RA
OG0008835	Ds_00007951-RA	Dm_00000737-RA
OG0008836	Ds_00002696-RA	Dm_00007344-RA
OG0008837	Ds_00015935-RA	Dm_00006509-RA
OG0008839	Ds_00007655-RA	Dm_00000889-RA
OG0008840	Ds_00014234-RA	Dm_00002159-RA
OG0008842	Ds_00009629-RA	Dm_00002922-RA
OG0008843	Ds_00016449-RA	Dm_00000993-RA
OG0008844	Ds_00003437-RA	Dm_00007450-RA
OG0008845	Ds_00013451-RA	Dm_00019710-RA
OG0008846	Ds_00003922-RA	Dm_00001816-RA
OG0008848	Ds_00001776-RA	Dm_00009864-RA
OG0008849	Ds_00016992-RA	Dm_00005122-RA
OG0008851	Ds_00016921-RA	Dm_00012857-RA
OG0008855	Ds_00000784-RA	Dm_00008042-RA
OG0008855	Ds_00016923-RA	Dm_00018822-RA
OG0008856	Ds_00004935-RA	Dm_00001515-RA
OG0008857	Ds_00000196-RA	Dm_00020286-RA
OG0008858	Ds_00000444-RA	Dm_00004799-RA
OG0008859	Ds_00006680-RA, Ds_00011802-RA	Dm_00013280-RA, Dm_00005261-RA
OG0008861	Ds_00010167-RA	Dm_00017696-RA
OG0008863	Ds_00011272-RA, Ds_00004851-RA	Dm_00008977-RA
OG0008864	Ds_00002408-RA	Dm_00015935-RA
OG0008865	Ds_00016859-RA	Dm_00002261-RA
OG0008866	Ds_00014596-RA, Ds_00014597-RA	Dm_00009273-RA
OG0008867	Ds_00007272-RA	Dm_00000096-RA
OG0008868	Ds_00007629-RA	Dm_00010961-RA
OG0008869	Ds_00000723-RA	Dm_00007077-RA
OG0008871	Ds_00016578-RA	Dm_00002095-RA
OG0008872	Ds_00012345-RA	Dm_00017339-RA, Dm_00020103-RA, Dm_00020102-RA
OG0008874	Ds_00002862-RA	Dm_00016199-RA
OG0008876	Ds_00005119-RA, Ds_00009596-RA	Dm_00009291-RA
OG0008879	Ds_00012355-RA, Ds_00012965-RA	Dm_00011887-RA
OG0008882	Ds_00010805-RA	Dm_00013367-RA
OG0008883	Ds_00012944-RA	Dm_00019298-RA
OG0008884	Ds_00003408-RA	Dm_00015533-RA
OG0008885	Ds_00002127-RA	Dm_00010594-RA
OG0008887	Ds_00012848-RA, Ds_00010414-RA	Dm_00006011-RA
OG0008888	Ds_00000445-RA	Dm_00008928-RA, Dm_00021125-RA
OG0008889	Ds_00000774-RA	Dm_00002998-RA
OG0008890	Ds_00017902-RA	Dm_00003827-RA
OG0008891	Ds_00013618-RA	Dm_00002340-RA
OG0008893	Ds_00000249-RA	Dm_00019047-RA
OG0008895	Ds_00004231-RA	Dm_00014880-RA
OG0008896	Ds_00005282-RA	Dm_00005189-RA
OG0008897	Ds_00007681-RA, Ds_00007663-RA	Dm_00000231-RA
OG0008898	Ds_00007558-RA	Dm_00006881-RA, Dm_00006882-RA
OG0008899	Ds_00011499-RA	Dm_00000675-RA
OG0008900	Ds_00011012-RA	Dm_00019274-RA
OG0008901	Ds_00010449-RA	Dm_00018029-RA
OG0008902	Ds_00017422-RA	Dm_00000907-RA
OG0008903	Ds_00016562-RA	Dm_00005807-RA
OG0008904	Ds_00011093-RA	Dm_00018158-RA
OG0008906	Ds_00004890-RA	Dm_00015440-RA
OG0008908	Ds_00015395-RA	Dm_00007479-RA
OG0008909	Ds_00014793-RA	Dm_00001038-RA
OG0008910	Ds_00012269-RA	Dm_00005068-RA
OG0008911	Ds_00004858-RA	Dm_00019699-RA
OG0008912	Ds_00005486-RA	Dm_00019135-RA
OG0008914	Ds_00011580-RA	Dm_00013723-RA
OG0008915	Ds_00008268-RA	Dm_00005696-RA, Dm_00018581-RA
OG0008916	Ds_00000816-RA	Dm_00014071-RA
OG0008917	Ds_00006073-RA	Dm_00006386-RA
OG0008918	Ds_00005986-RA	Dm_00019206-RA
OG0008919	Ds_00014570-RA	Dm_00015730-RA
OG0008920	Ds_00003258-RA	Dm_00010783-RA
OG0008921	Ds_00008773-RA	Dm_00012013-RA
