Orthogroup	A_vesiculosa.proteins	A_hypochondriacus.proteins
OG0000235	Av_00001192-RA, Av_00011874-RA, Av_00007016-RA, Av_00006516-RA	AH007677-RA, AH010905-RA
OG0000235	Av_00018801-RA	AH020331-RA, AH006874-RA, AH006856-RA
OG0000236	Av_00003858-RA, Av_00005021-RA	AH023101-RA, AH016378-RA
OG0000236	Av_00021788-RA	AH013818-RA
OG0000236	Av_00005695-RA	AH023094-RA
OG0000238	Av_00016331-RA, Av_00012514-RA	AH022168-RA, AH022166-RA, AH022167-RA, AH004972-RA
OG0000240	Av_00011911-RA	AH007927-RA
OG0000240	Av_00003810-RA	AH012669-RA
OG0000240	Av_00017371-RA, Av_00008477-RA, Av_00017306-RA, Av_00023888-RA	AH001498-RA, AH000378-RA
OG0000241	Av_00023851-RA	AH011397-RA, AH018288-RA, AH018263-RA
OG0000241	Av_00006049-RA	AH001165-RA, AH016129-RA, AH018322-RA
OG0000242	Av_00014620-RA	AH009443-RA
OG0000243	Av_00010707-RA	AH003233-RA
OG0000244	Av_00013571-RA, Av_00001585-RA, Av_00009146-RA, Av_00014759-RA	AH012219-RA
OG0000244	Av_00018452-RA	AH013016-RA
OG0000245	Av_00023519-RA, Av_00020184-RA, Av_00023518-RA	AH021950-RA
OG0000247	Av_00013519-RA	AH022128-RA
OG0000248	Av_00002684-RA, Av_00005308-RA	AH004731-RA, AH004633-RA
OG0000249	Av_00004340-RA, Av_00008162-RA, Av_00014387-RA	AH007643-RA
OG0000249	Av_00012069-RA	AH006900-RA
OG0000249	Av_00013871-RA, Av_00011265-RA	AH002805-RA
OG0000250	Av_00000774-RA, Av_00004835-RA	AH002733-RA
OG0000250	Av_00003217-RA, Av_00008640-RA, Av_00000049-RA	AH009230-RA
OG0000251	Av_00002368-RA	AH010082-RA
OG0000251	Av_00005020-RA, Av_00017267-RA	AH023083-RA
OG0000252	Av_00021364-RA	AH005701-RA, AH003872-RA
OG0000254	Av_00024772-RA, Av_00004119-RA, Av_00008022-RA, Av_00006776-RA, Av_00018116-RA	AH016102-RA
OG0000256	Av_00009404-RA	AH012393-RA
OG0000256	Av_00013916-RA, Av_00013917-RA, Av_00000047-RA, Av_00011441-RA, Av_00011440-RA	AH015599-RA, AH015603-RA
OG0000257	Av_00022012-RA, Av_00015478-RA	AH004421-RA
OG0000262	Av_00008068-RA	AH020567-RA, AH006502-RA
OG0000262	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA	AH010069-RA, AH008056-RA
OG0000264	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA	AH021353-RA, AH014775-RA
OG0000265	Av_00017215-RA, Av_00002364-RA	AH010088-RA
OG0000266	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA	AH021514-RA, AH015026-RA
OG0000267	Av_00012985-RA	AH014219-RA
OG0000267	Av_00000949-RA, Av_00011354-RA	AH016079-RA
OG0000268	Av_00004669-RA	AH016282-RA, AH023211-RA
OG0000268	Av_00006823-RA	AH001979-RA
OG0000269	Av_00021511-RA, Av_00004127-RA	AH000502-RA
OG0000269	Av_00021444-RA	AH017112-RA
OG0000270	Av_00018108-RA	AH013316-RA
OG0000271	Av_00009293-RA, Av_00012407-RA, Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA	AH017307-RA, AH002751-RA
OG0000276	Av_00009904-RA	AH023560-RA, AH008937-RA
OG0000276	Av_00005283-RA	AH015150-RA
OG0000276	Av_00001287-RA	AH010847-RA
OG0000276	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA	AH014503-RA, AH020889-RA
OG0000277	Av_00017356-RA, Av_00008487-RA	AH013259-RA, AH022403-RA
OG0000277	Av_00008677-RA	AH016190-RA
OG0000277	Av_00011866-RA, Av_00007006-RA, Av_00001198-RA	AH020366-RA, AH010939-RA
OG0000278	Av_00008364-RA	AH008601-RA
OG0000278	Av_00016433-RA, Av_00011211-RA, Av_00007857-RA, Av_00000205-RA	AH008064-RA
OG0000279	Av_00009486-RA, Av_00018873-RA, Av_00017626-RA, Av_00013039-RA, Av_00020001-RA, Av_00009947-RA, Av_00015051-RA, Av_00009218-RA	AH011909-RA
OG0000280	Av_00005204-RA, Av_00002761-RA	AH004575-RA, AH005224-RA
OG0000280	Av_00023876-RA	AH006406-RA
OG0000286	Av_00003033-RA, Av_00005457-RA	AH018733-RA
OG0000286	Av_00009768-RA	AH001609-RA
OG0000288	Av_00022477-RA, Av_00004118-RA, Av_00008025-RA	AH013288-RA
OG0000288	Av_00008899-RA	AH021166-RA, AH014663-RA
OG0000290	Av_00005822-RA	AH020981-RA
OG0000291	Av_00015510-RA, Av_00016961-RA	AH005068-RA, AH004389-RA
OG0000291	Av_00001758-RA, Av_00015912-RA, Av_00010518-RA	AH002812-RA
OG0000291	Av_00020641-RA, Av_00020797-RA	AH018325-RA
OG0000292	Av_00011948-RA, Av_00011651-RA	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA
OG0000293	Av_00002259-RA	AH017285-RA, AH002742-RA
OG0000293	Av_00022981-RA, Av_00001335-RA, Av_00015129-RA, Av_00021052-RA	AH015410-RA
OG0000294	Av_00016133-RA, Av_00016751-RA	AH007875-RA
OG0000295	Av_00013205-RA, Av_00018795-RA	AH006922-RA
OG0000295	Av_00004640-RA, Av_00019262-RA, Av_00024759-RA	AH016162-RA, AH015966-RA
OG0000296	Av_00017187-RA, Av_00012645-RA	AH012909-RA
OG0000296	Av_00014149-RA, Av_00005603-RA, Av_00005975-RA	AH021481-RA
OG0000299	Av_00005627-RA	AH003820-RA
OG0000300	Av_00007014-RA, Av_00011871-RA, Av_00016564-RA, Av_00014394-RA	AH010916-RA
OG0000301	Av_00012772-RA, Av_00018519-RA, Av_00012701-RA, Av_00006224-RA, Av_00012771-RA	AH000104-RA, AH001296-RA
OG0000302	Av_00006379-RA	AH003593-RA
OG0000302	Av_00005789-RA, Av_00004954-RA	AH022753-RA, AH016603-RA
OG0000302	Av_00004974-RA	AH016519-RA, AH022864-RA
OG0000302	Av_00001688-RA, Av_00017656-RA	AH022373-RA, AH013565-RA
OG0000303	Av_00006444-RA, Av_00007518-RA	AH004650-RA, AH004696-RA
OG0000309	Av_00014221-RA, Av_00011662-RA	AH005931-RA, AH005930-RA
OG0000310	Av_00018710-RA	AH006104-RA
OG0000311	Av_00013165-RA	AH012009-RA
OG0000311	Av_00021723-RA, Av_00013166-RA	AH006751-RA, AH020405-RA, AH020404-RA, AH020406-RA, AH007133-RA
OG0000313	Av_00007312-RA	AH002470-RA
OG0000313	Av_00020737-RA	AH004628-RA
OG0000313	Av_00012410-RA, Av_00011285-RA	AH017309-RA, AH002753-RA
OG0000314	Av_00020896-RA, Av_00013471-RA	AH022007-RA
OG0000315	Av_00023261-RA	AH001723-RA, AH001724-RA, AH008726-RA, AH000594-RA
OG0000316	Av_00001032-RA, Av_00018224-RA	AH021048-RA, AH014278-RA
OG0000316	Av_00004406-RA, Av_00001087-RA	AH017043-RA
OG0000318	Av_00016108-RA, Av_00023640-RA	AH012025-RA
OG0000321	Av_00022737-RA	AH013195-RA, AH022459-RA
OG0000321	Av_00024697-RA, Av_00015135-RA, Av_00001344-RA	AH010741-RA
OG0000321	Av_00003437-RA, Av_00004792-RA	AH017716-RA
OG0000322	Av_00010517-RA, Av_00019167-RA	AH006382-RA
OG0000323	Av_00009642-RA, Av_00002228-RA, Av_00024035-RA, Av_00001478-RA	AH013038-RA
OG0000323	Av_00004878-RA, Av_00003773-RA, Av_00021623-RA	AH023711-RA
OG0000325	Av_00016435-RA	AH016984-RA
OG0000325	Av_00020995-RA	AH004827-RA
OG0000326	Av_00021579-RA, Av_00019248-RA	AH003788-RA
OG0000326	Av_00006618-RA, Av_00015077-RA	AH010638-RA, AH007369-RA
OG0000327	Av_00010005-RA, Av_00007907-RA	AH009341-RA
OG0000327	Av_00014198-RA	AH006219-RA
OG0000327	Av_00008017-RA	AH001541-RA
OG0000329	Av_00007998-RA, Av_00006804-RA	AH002112-RA, AH000479-RA
OG0000330	Av_00004644-RA, Av_00018236-RA	AH023349-RA
OG0000331	Av_00020033-RA, Av_00002903-RA	AH012723-RA
OG0000332	Av_00017967-RA	AH019776-RA
OG0000332	Av_00021251-RA, Av_00001092-RA	AH019773-RA, AH019774-RA, AH019775-RA
OG0000335	Av_00005401-RA, Av_00003312-RA, Av_00017008-RA, Av_00011573-RA	AH005409-RA
OG0000335	Av_00000699-RA	AH020444-RA
OG0000336	Av_00014559-RA, Av_00010397-RA, Av_00006603-RA	AH018414-RA
OG0000337	Av_00003729-RA	AH021340-RA, AH014760-RA
OG0000338	Av_00000459-RA, Av_00021592-RA	AH003825-RA, AH005754-RA
OG0000338	Av_00011169-RA, Av_00022467-RA	AH001812-RA, AH000571-RA
OG0000339	Av_00017230-RA, Av_00015810-RA	AH008319-RA, AH016741-RA, AH008318-RA
OG0000340	Av_00019542-RA	AH011389-RA, AH005873-RA, AH005874-RA
OG0000340	Av_00010470-RA	AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA
OG0000342	Av_00012047-RA	AH016160-RA
OG0000342	Av_00016032-RA, Av_00004234-RA	AH020914-RA, AH014483-RA
OG0000342	Av_00008007-RA	AH002162-RA
OG0000343	Av_00015853-RA	AH008645-RA
OG0000345	Av_00000142-RA	AH009779-RA
OG0000345	Av_00003714-RA	AH014864-RA
OG0000346	Av_00012233-RA, Av_00018606-RA, Av_00000281-RA, Av_00007742-RA	AH004921-RA, AH004507-RA
OG0000346	Av_00011191-RA	AH017181-RA
OG0000347	Av_00017348-RA	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA
OG0000348	Av_00005175-RA, Av_00018384-RA	AH008485-RA
OG0000349	Av_00014816-RA	AH006258-RA
OG0000349	Av_00005608-RA, Av_00005965-RA	AH014979-RA
OG0000350	Av_00016002-RA	AH023607-RA
OG0000350	Av_00007168-RA	AH004101-RA
OG0000351	Av_00024277-RA	AH023606-RA, AH009021-RA
OG0000351	Av_00014509-RA	AH018197-RA
OG0000352	Av_00021617-RA, Av_00009020-RA, Av_00019437-RA, Av_00012111-RA	AH023686-RA
OG0000352	Av_00007251-RA	AH000771-RA
OG0000352	Av_00008963-RA	AH014980-RA
OG0000352	Av_00011951-RA, Av_00013097-RA	AH000236-RA
OG0000353	Av_00017109-RA	AH003480-RA, AH000122-RA
OG0000354	Av_00010908-RA, Av_00013892-RA	AH022147-RA
OG0000361	Av_00024780-RA, Av_00022878-RA, Av_00024934-RA, Av_00015196-RA, Av_00019402-RA, Av_00010001-RA	AH015525-RA
OG0000362	Av_00004741-RA, Av_00016934-RA	AH001289-RA, AH001290-RA
OG0000362	Av_00001367-RA	AH000302-RA
OG0000362	Av_00019128-RA	AH020962-RA
OG0000363	Av_00019674-RA	AH013696-RA
OG0000363	Av_00024067-RA, Av_00024642-RA	AH006525-RA, AH006524-RA
OG0000363	Av_00002209-RA, Av_00009620-RA	AH012996-RA
OG0000364	Av_00006508-RA	AH010889-RA
OG0000364	Av_00002917-RA	AH003426-RA
OG0000364	Av_00013052-RA	AH018462-RA
OG0000367	Av_00007364-RA	AH022705-RA, AH022706-RA
OG0000367	Av_00004876-RA, Av_00004059-RA	AH023697-RA
OG0000368	Av_00011097-RA, Av_00009896-RA	AH009713-RA
OG0000368	Av_00009934-RA, Av_00011156-RA	AH001782-RA
OG0000369	Av_00012648-RA, Av_00020230-RA	AH007971-RA, AH010212-RA
OG0000370	Av_00017123-RA	AH021050-RA
OG0000370	Av_00012191-RA	AH022752-RA
OG0000370	Av_00002743-RA, Av_00002742-RA, Av_00005226-RA	AH005377-RA
OG0000371	Av_00001143-RA, Av_00001144-RA	AH012790-RA
OG0000371	Av_00008203-RA, Av_00004369-RA, Av_00013634-RA, Av_00008245-RA, Av_00003550-RA	AH015920-RA
OG0000372	Av_00011192-RA, Av_00013832-RA, Av_00011013-RA, Av_00017715-RA	AH017178-RA
OG0000375	Av_00001963-RA	AH005764-RA
OG0000375	Av_00002849-RA, Av_00012541-RA, Av_00013422-RA	AH021923-RA
OG0000377	Av_00016201-RA, Av_00006664-RA	AH010530-RA, AH007629-RA
OG0000377	Av_00018501-RA	AH020202-RA, AH020203-RA
OG0000378	Av_00013736-RA, Av_00011625-RA, Av_00016298-RA	AH004051-RA, AH005334-RA
OG0000378	Av_00024824-RA, Av_00024825-RA, Av_00021110-RA	AH009393-RA
OG0000378	Av_00024365-RA, Av_00000732-RA	AH006488-RA
OG0000379	Av_00002118-RA, Av_00012963-RA, Av_00000580-RA	AH019914-RA
OG0000379	Av_00000796-RA	AH017726-RA
OG0000381	Av_00007799-RA	AH004215-RA
OG0000381	Av_00023846-RA	AH002560-RA
OG0000381	Av_00016519-RA, Av_00011815-RA	AH007438-RA
OG0000382	Av_00016037-RA, Av_00004237-RA	AH011965-RA
OG0000383	Av_00005847-RA	AH020719-RA, AH014029-RA
OG0000384	Av_00003840-RA	AH023182-RA
OG0000384	Av_00022965-RA, Av_00005409-RA, Av_00002964-RA	AH021734-RA
OG0000385	Av_00006347-RA, Av_00007632-RA	AH001773-RA, AH016113-RA, AH005500-RA, AH005501-RA, AH004183-RA
OG0000387	Av_00012220-RA	AH014692-RA, AH014693-RA
OG0000388	Av_00000808-RA, Av_00023862-RA	AH017719-RA
OG0000389	Av_00019654-RA	AH020166-RA
OG0000389	Av_00015093-RA, Av_00016261-RA, Av_00016165-RA	AH007543-RA, AH010863-RA
OG0000389	Av_00024404-RA, Av_00011222-RA	AH017363-RA
OG0000390	Av_00006695-RA, Av_00016148-RA, Av_00016149-RA	AH010760-RA, AH007888-RA
OG0000392	Av_00007421-RA, Av_00003751-RA, Av_00009005-RA, Av_00021607-RA	AH016899-RA
OG0000392	Av_00019844-RA, Av_00021980-RA	AH018381-RA
OG0000394	Av_00013931-RA	AH009654-RA
OG0000395	Av_00000045-RA, Av_00011437-RA, Av_00008632-RA	AH009701-RA
OG0000395	Av_00010420-RA	AH003176-RA
OG0000396	Av_00004039-RA, Av_00004895-RA	AH014052-RA
OG0000397	Av_00003400-RA	AH013120-RA
OG0000397	Av_00024048-RA, Av_00001381-RA	AH015841-RA
OG0000398	Av_00019797-RA	AH007712-RA
OG0000398	Av_00024559-RA	AH013086-RA
OG0000398	Av_00019143-RA	AH017580-RA
OG0000399	Av_00022605-RA	AH020127-RA
OG0000399	Av_00016784-RA	AH011271-RA
OG0000400	Av_00001315-RA, Av_00016797-RA, Av_00015107-RA	AH007598-RA
OG0000400	Av_00022596-RA, Av_00015596-RA	AH022831-RA
OG0000400	Av_00017891-RA, Av_00024282-RA, Av_00013230-RA	AH020133-RA
OG0000401	Av_00017706-RA	AH002938-RA
OG0000401	Av_00018539-RA	AH015544-RA
OG0000401	Av_00005763-RA	AH015420-RA
OG0000403	Av_00004215-RA	AH008595-RA
OG0000404	Av_00000784-RA	AH017683-RA
OG0000404	Av_00000305-RA, Av_00007714-RA	AH018426-RA
OG0000405	Av_00009412-RA	AH012141-RA, AH012142-RA, AH019585-RA
OG0000405	Av_00010455-RA, Av_00002091-RA	AH012140-RA
OG0000406	Av_00015352-RA, Av_00000411-RA	AH004991-RA
OG0000406	Av_00001814-RA, Av_00013745-RA	AH013968-RA
OG0000406	Av_00002289-RA	AH016772-RA, AH023662-RA
OG0000407	Av_00014164-RA, Av_00010629-RA, Av_00007457-RA, Av_00003713-RA	AH021441-RA, AH014885-RA
OG0000407	Av_00006206-RA, Av_00012753-RA	AH001177-RA
OG0000407	Av_00002541-RA, Av_00015729-RA	AH008275-RA, AH009751-RA
OG0000408	Av_00004045-RA	AH020819-RA
OG0000408	Av_00022572-RA, Av_00012791-RA, Av_00004652-RA	AH015360-RA
OG0000409	Av_00004653-RA, Av_00014316-RA	AH019214-RA
OG0000409	Av_00005870-RA, Av_00012128-RA	AH020812-RA, AH014162-RA
OG0000410	Av_00011055-RA	AH013472-RA
OG0000411	Av_00018425-RA, Av_00018426-RA, Av_00018354-RA, Av_00005138-RA	AH011849-RA
OG0000412	Av_00019579-RA, Av_00019348-RA	AH008669-RA
OG0000412	Av_00024384-RA, Av_00024557-RA, Av_00007552-RA, Av_00005264-RA, Av_00002706-RA	AH005041-RA
OG0000412	Av_00014051-RA	AH019070-RA
OG0000413	Av_00011987-RA	AH016370-RA
OG0000414	Av_00023660-RA	AH000732-RA, AH002375-RA
OG0000415	Av_00014240-RA, Av_00011684-RA	AH003601-RA
OG0000415	Av_00012099-RA, Av_00024061-RA	AH016906-RA
OG0000416	Av_00001836-RA, Av_00013723-RA, Av_00000347-RA, Av_00021679-RA	AH003586-RA, AH005962-RA
OG0000417	Av_00017434-RA, Av_00003251-RA, Av_00013951-RA	AH005072-RA, AH004584-RA, AH004585-RA
OG0000417	Av_00001898-RA, Av_00019003-RA	AH003664-RA, AH005665-RA
OG0000418	Av_00022368-RA	AH006447-RA, AH006448-RA
OG0000419	Av_00000812-RA, Av_00002309-RA	AH017762-RA
OG0000419	Av_00005117-RA	AH007953-RA
OG0000419	Av_00005118-RA	AH010289-RA
OG0000420	Av_00011604-RA	AH015836-RA, AH019150-RA
OG0000421	Av_00012898-RA, Av_00001599-RA	AH011892-RA
OG0000422	Av_00014393-RA, Av_00006512-RA	AH007673-RA
OG0000423	Av_00023320-RA	AH009097-RA
OG0000423	Av_00012895-RA, Av_00002058-RA, Av_00009366-RA	AH012278-RA
OG0000423	Av_00014552-RA, Av_00010389-RA	AH018739-RA
OG0000424	Av_00004101-RA, Av_00016817-RA	AH002000-RA
OG0000425	Av_00002685-RA, Av_00015489-RA	AH006275-RA, AH003409-RA, AH003407-RA
OG0000426	Av_00005645-RA, Av_00005927-RA, Av_00022093-RA	AH021612-RA, AH015105-RA
OG0000427	Av_00003347-RA, Av_00010822-RA	AH004471-RA
OG0000428	Av_00002181-RA, Av_00009603-RA, Av_00002183-RA, Av_00000582-RA	AH007202-RA
OG0000428	Av_00009686-RA, Av_00002296-RA	AH017742-RA
OG0000431	Av_00021772-RA	AH007017-RA
OG0000432	Av_00019727-RA	AH013953-RA, AH009116-RA, AH011606-RA
OG0000433	Av_00013288-RA, Av_00021064-RA, Av_00008511-RA, Av_00021924-RA	AH022631-RA, AH013864-RA
OG0000434	Av_00001463-RA, Av_00002248-RA	AH022194-RA, AH013078-RA
OG0000435	Av_00002304-RA	AH018824-RA, AH018384-RA, AH016436-RA, AH002640-RA
OG0000436	Av_00013819-RA	AH002988-RA
OG0000437	Av_00001879-RA	AH005598-RA
OG0000437	Av_00012626-RA, Av_00024237-RA, Av_00022960-RA	AH012556-RA
OG0000437	Av_00004250-RA, Av_00008867-RA, Av_00019303-RA, Av_00020931-RA, Av_00018696-RA	AH020855-RA, AH014536-RA
OG0000438	Av_00016005-RA, Av_00004190-RA, Av_00010804-RA, Av_00010218-RA	AH016674-RA, AH016673-RA, AH016672-RA, AH016675-RA, AH016671-RA
OG0000440	Av_00007222-RA, Av_00011099-RA	AH008959-RA
OG0000440	Av_00000964-RA	AH001752-RA
OG0000441	Av_00015730-RA, Av_00002542-RA, Av_00000151-RA, Av_00011558-RA	AH008273-RA
OG0000441	Av_00021925-RA, Av_00008973-RA, Av_00003711-RA, Av_00007458-RA	AH014891-RA, AH021447-RA
OG0000442	Av_00011953-RA, Av_00012730-RA, Av_00013099-RA	AH010184-RA, AH014989-RA
OG0000443	Av_00021849-RA	AH018886-RA, AH022083-RA
OG0000444	Av_00006775-RA	AH001514-RA, AH000362-RA
OG0000445	Av_00009049-RA, Av_00021639-RA, Av_00003792-RA, Av_00004904-RA, Av_00004021-RA, Av_00012145-RA	AH014040-RA
OG0000446	Av_00021504-RA	AH020072-RA, AH013526-RA, AH000493-RA
OG0000446	Av_00004346-RA, Av_00013676-RA, Av_00006496-RA	AH020584-RA, AH020073-RA, AH020071-RA, AH007010-RA
OG0000450	Av_00008457-RA, Av_00021514-RA, Av_00017393-RA	AH001415-RA, AH000253-RA
OG0000450	Av_00008706-RA, Av_00023114-RA	AH014791-RA, AH021385-RA
OG0000453	Av_00017840-RA	AH006807-RA, AH016424-RA
OG0000453	Av_00014071-RA	AH012658-RA
OG0000454	Av_00017352-RA, Av_00008491-RA	AH013254-RA
OG0000455	Av_00011074-RA, Av_00007262-RA, Av_00018315-RA	AH000803-RA
OG0000456	Av_00014616-RA, Av_00008579-RA	AH009422-RA
OG0000457	Av_00012490-RA, Av_00016375-RA	AH005915-RA
OG0000458	Av_00010950-RA, Av_00015271-RA, Av_00013989-RA, Av_00003163-RA	AH003961-RA, AH005868-RA, AH008715-RA
OG0000458	Av_00008833-RA, Av_00009123-RA, Av_00005399-RA, Av_00007607-RA	AH022894-RA, AH004063-RA, AH005410-RA
OG0000459	Av_00021434-RA	AH000343-RA, AH001353-RA
OG0000460	Av_00021304-RA	AH023765-RA
OG0000460	Av_00011607-RA	AH015876-RA
OG0000461	Av_00001649-RA, Av_00022254-RA, Av_00022901-RA, Av_00009199-RA	AH019636-RA, AH012039-RA
OG0000461	Av_00005496-RA, Av_00020832-RA, Av_00010442-RA	AH011300-RA, AH018052-RA
OG0000462	Av_00021350-RA, Av_00018395-RA, Av_00012568-RA, Av_00002881-RA	AH012763-RA, AH022008-RA
OG0000462	Av_00001156-RA, Av_00014351-RA	AH015887-RA
OG0000463	Av_00001653-RA, Av_00009439-RA	AH019649-RA, AH012023-RA
OG0000463	Av_00021832-RA, Av_00012240-RA	AH005188-RA
OG0000466	Av_00000747-RA, Av_00014722-RA, Av_00003475-RA, Av_00004856-RA	AH022060-RA, AH012974-RA
OG0000467	Av_00011864-RA, Av_00007003-RA, Av_00014912-RA	AH007696-RA, AH010945-RA
OG0000467	Av_00017440-RA, Av_00023240-RA	AH000314-RA
OG0000469	Av_00021799-RA	AH017842-RA
OG0000471	Av_00015662-RA	AH021823-RA, AH021822-RA, AH012613-RA
OG0000472	Av_00011761-RA, Av_00022832-RA	AH007908-RA
OG0000472	Av_00013542-RA, Av_00001562-RA	AH019978-RA
OG0000473	Av_00020704-RA, Av_00012711-RA	AH007806-RA
OG0000474	Av_00018140-RA	AH000468-RA, AH002091-RA
OG0000475	Av_00024012-RA, Av_00013033-RA, Av_00015720-RA	AH010820-RA
OG0000476	Av_00010175-RA, Av_00004762-RA	AH008705-RA, AH008706-RA, AH008710-RA, AH008707-RA, AH008711-RA
OG0000477	Av_00009071-RA	AH020628-RA
OG0000477	Av_00000154-RA, Av_00011561-RA, Av_00002519-RA, Av_00003066-RA	AH008263-RA, AH009733-RA
OG0000480	Av_00018127-RA, Av_00024727-RA, Av_00004131-RA	AH002144-RA, AH002143-RA, AH002142-RA, AH000511-RA
OG0000481	Av_00019078-RA, Av_00006297-RA, Av_00019287-RA, Av_00008891-RA	AH020928-RA, AH014444-RA
OG0000481	Av_00018125-RA	AH023063-RA
OG0000482	Av_00009306-RA	AH017608-RA
OG0000483	Av_00016417-RA, Av_00013450-RA	AH021958-RA
OG0000483	Av_00007071-RA, Av_00003554-RA	AH015957-RA, AH023515-RA
OG0000484	Av_00002868-RA, Av_00021347-RA, Av_00019338-RA, Av_00011735-RA	AH012780-RA, AH021984-RA
OG0000484	Av_00004733-RA, Av_00016926-RA	AH000165-RA
OG0000485	Av_00006371-RA, Av_00003296-RA, Av_00016997-RA	AH005444-RA
OG0000485	Av_00007812-RA	AH010261-RA
OG0000488	Av_00023886-RA	AH015456-RA, AH015453-RA, AH015449-RA
OG0000488	Av_00012665-RA	AH015495-RA
OG0000489	Av_00014623-RA	AH009455-RA
OG0000490	Av_00002325-RA, Av_00000819-RA, Av_00004807-RA, Av_00003422-RA, Av_00001434-RA	AH002590-RA, AH017821-RA
OG0000491	Av_00009261-RA, Av_00011012-RA, Av_00011199-RA, Av_00013816-RA	AH017235-RA
OG0000492	Av_00003867-RA, Av_00005014-RA	AH016393-RA, AH023048-RA
OG0000494	Av_00009860-RA, Av_00011070-RA, Av_00018319-RA, Av_00024395-RA, Av_00001880-RA	AH000797-RA, AH002283-RA
OG0000495	Av_00018580-RA, Av_00010693-RA, Av_00005451-RA, Av_00003025-RA	AH018574-RA, AH003207-RA
OG0000495	Av_00022684-RA	AH023224-RA, AH016267-RA
OG0000496	Av_00004847-RA, Av_00000763-RA	AH013024-RA, AH022133-RA
OG0000497	Av_00009164-RA, Av_00009383-RA	AH019518-RA, AH012345-RA
OG0000497	Av_00018560-RA, Av_00010404-RA, Av_00005511-RA, Av_00006092-RA, Av_00014564-RA	AH018690-RA
OG0000498	Av_00020929-RA, Av_00008871-RA	AH020868-RA, AH014520-RA
OG0000498	Av_00001896-RA	AH003529-RA
OG0000499	Av_00007240-RA, Av_00012974-RA	AH014554-RA
OG0000499	Av_00023108-RA, Av_00019995-RA	AH004234-RA, AH004235-RA, AH005267-RA
OG0000500	Av_00003741-RA, Av_00007433-RA	AH019167-RA, AH015696-RA
OG0000501	Av_00002764-RA	AH005128-RA
OG0000501	Av_00016263-RA	AH022069-RA
OG0000501	Av_00009242-RA, Av_00015034-RA	AH017381-RA, AH002959-RA, AH017382-RA
OG0000502	Av_00024904-RA	AH003981-RA
OG0000503	Av_00013797-RA, Av_00001752-RA	AH002797-RA
OG0000503	Av_00024052-RA, Av_00023343-RA	AH015754-RA, AH019379-RA
OG0000504	Av_00021476-RA, Av_00002662-RA	AH004796-RA
OG0000504	Av_00010557-RA, Av_00013849-RA, Av_00011301-RA	AH002498-RA, AH017967-RA
OG0000508	Av_00012714-RA, Av_00020701-RA, Av_00001146-RA, Av_00008201-RA, Av_00004367-RA	AH015916-RA, AH015913-RA, AH015911-RA, AH015912-RA, AH015915-RA
OG0000509	Av_00013647-RA, Av_00023393-RA	AH015903-RA
OG0000509	Av_00015708-RA, Av_00018389-RA, Av_00018706-RA	AH012774-RA
OG0000511	Av_00003497-RA	AH006535-RA
OG0000511	Av_00020569-RA	AH006529-RA, AH006527-RA
OG0000512	Av_00017950-RA, Av_00002018-RA, Av_00007732-RA, Av_00000288-RA	AH006046-RA
OG0000514	Av_00019428-RA, Av_00012106-RA, Av_00004866-RA, Av_00004069-RA	AH021163-RA
OG0000515	Av_00019050-RA	AH018482-RA, AH021174-RA
OG0000516	Av_00002344-RA, Av_00012646-RA, Av_00015306-RA, Av_00022288-RA	AH008008-RA
OG0000517	Av_00003664-RA	AH021592-RA
OG0000517	Av_00013112-RA	AH000446-RA
OG0000519	Av_00022838-RA, Av_00018150-RA	AH000536-RA
OG0000520	Av_00009728-RA	AH017893-RA
OG0000520	Av_00001583-RA, Av_00013569-RA	AH012229-RA
OG0000520	Av_00006071-RA, Av_00010697-RA, Av_00010374-RA	AH003214-RA
OG0000521	Av_00008601-RA, Av_00014643-RA	AH009558-RA, AH009559-RA
OG0000521	Av_00001658-RA, Av_00009453-RA, Av_00009206-RA	AH019670-RA, AH012001-RA
OG0000522	Av_00006440-RA, Av_00015499-RA, Av_00016954-RA	AH004675-RA
OG0000523	Av_00015534-RA	AH004117-RA
OG0000523	Av_00005791-RA, Av_00005792-RA	AH016608-RA
OG0000528	Av_00018633-RA, Av_00022455-RA	AH016977-RA, AH022515-RA, AH013622-RA
OG0000529	Av_00023558-RA, Av_00021194-RA	AH018237-RA, AH011472-RA
OG0000530	Av_00016242-RA	AH007737-RA, AH010770-RA
OG0000531	Av_00023468-RA, Av_00020292-RA, Av_00003499-RA	AH000231-RA
OG0000532	Av_00002299-RA, Av_00009691-RA	AH017734-RA, AH017735-RA, AH002651-RA
OG0000534	Av_00005079-RA, Av_00015660-RA, Av_00002930-RA, Av_00012609-RA, Av_00010280-RA, Av_00018031-RA	AH012618-RA, AH021826-RA
OG0000534	Av_00014556-RA	AH003117-RA, AH018731-RA
