Orthogroup	A_hypochondriacus.proteins	S_lycopersicum.proteins
OG0000171	AH000491-RA, AH002132-RA	Solyc08g066660.1.1, Solyc03g120840.2.1, Solyc06g066540.1.1
OG0000171	AH020896-RA, AH014491-RA	Solyc12g044390.2.1
OG0000171	AH018302-RA	Solyc08g078410.1.1, Solyc08g078420.1.1
OG0000172	AH019304-RA, AH015622-RA	Solyc06g048560.1.1, Solyc03g095490.3.1
OG0000179	AH015938-RA	Solyc05g055980.3.1
OG0000179	AH012805-RA	Solyc09g007080.3.1, Solyc10g084410.2.1
OG0000179	AH004307-RA	Solyc02g083420.3.1, Solyc03g033340.3.1
OG0000180	AH013715-RA	Solyc07g042520.3.1
OG0000180	AH014306-RA, AH021076-RA	Solyc12g009300.3.1, Solyc07g042550.3.1
OG0000181	AH008868-RA	Solyc11g012860.2.1, Solyc06g060320.3.1
OG0000181	AH010377-RA, AH003266-RA	Solyc12g068070.2.1
OG0000182	AH001251-RA, AH000172-RA	Solyc06g011350.3.1, Solyc11g069430.2.1
OG0000182	AH002277-RA, AH000801-RA	Solyc01g111660.3.1, Solyc10g055630.2.1
OG0000183	AH000308-RA, AH001363-RA	Solyc07g053670.3.1
OG0000184	AH019907-RA, AH007213-RA	Solyc03g005530.1.1, Solyc03g005537.1.1
OG0000184	AH017737-RA	Solyc06g034200.1.1, Solyc09g066410.2.1
OG0000185	AH007772-RA	Solyc09g082060.3.1
OG0000185	AH020040-RA	Solyc08g014340.3.1
OG0000185	AH010844-RA, AH007773-RA, AH010845-RA	Solyc01g097930.3.1, Solyc01g097950.3.1, Solyc01g097920.3.1
OG0000186	AH004613-RA	Solyc05g023740.3.1
OG0000187	AH006377-RA	Solyc02g068160.1.1
OG0000187	AH003378-RA, AH006240-RA	Solyc02g094220.2.1
OG0000187	AH003380-RA	Solyc02g094210.1.1
OG0000188	AH019606-RA, AH012098-RA	Solyc06g036310.3.1, Solyc03g007870.3.1
OG0000188	AH009637-RA	Solyc10g011960.2.1, Solyc05g049990.3.1
OG0000189	AH004583-RA	Solyc05g005860.2.1, Solyc05g005850.3.1
OG0000191	AH007821-RA, AH006828-RA, AH010151-RA, AH006832-RA, AH020345-RA, AH006833-RA	Solyc07g065090.2.1
OG0000192	AH011738-RA	Solyc08g014560.2.1, Solyc12g019140.2.1, Solyc12g019130.2.1
OG0000192	AH011736-RA, AH020017-RA	Solyc12g019180.2.1, Solyc12g096750.2.1, Solyc12g096740.1.1, Solyc02g067650.3.1, Solyc02g067640.3.1, Solyc02g067630.3.1, Solyc12g019230.2.1, Solyc12g019220.1.1, Solyc12g096730.3.1
OG0000193	AH010169-RA, AH002456-RA, AH002454-RA	Solyc01g106620.2.1, Solyc01g106610.2.1, Solyc00g174330.3.1, Solyc00g174340.2.1, Solyc09g007010.1.1, Solyc09g007020.1.1, Solyc09g006010.2.1, Solyc01g106640.2.1
OG0000198	AH013656-RA	Solyc04g011440.4.1, Solyc11g066100.2.1
OG0000198	AH009407-RA	Solyc03g117630.1.1
OG0000199	AH011848-RA	Solyc09g082530.2.1
OG0000199	AH000315-RA	Solyc07g053840.1.1
OG0000199	AH001884-RA	Solyc12g088950.2.1
OG0000199	AH015573-RA	Solyc06g074150.3.1, Solyc12g006980.1.1, Solyc12g006975.1.1
OG0000200	AH005777-RA	Solyc03g033790.3.1, Solyc03g033840.3.1, Solyc03g033820.1.1, Solyc02g062550.3.1, Solyc10g079630.1.1
OG0000200	AH014501-RA	Solyc04g080680.3.1, Solyc10g007280.3.1
OG0000200	AH005778-RA	Solyc02g084910.3.1
OG0000201	AH011734-RA	Solyc01g080030.2.1
OG0000202	AH000612-RA, AH000613-RA, AH016607-RA, AH003783-RA, AH008930-RA, AH002357-RA	Solyc09g092580.3.1, Solyc09g092560.3.1, Solyc09g092600.3.1, Solyc11g006593.1.1, Solyc11g006590.2.1, Solyc09g092640.3.1, Solyc09g092620.3.1, Solyc09g092670.3.1, Solyc09g092590.2.1
OG0000203	AH019586-RA	Solyc06g036070.3.1, Solyc03g025420.3.1
OG0000206	AH010923-RA	Solyc01g014480.3.1, Solyc01g006650.2.1
OG0000206	AH010673-RA	Solyc01g096810.3.1
OG0000206	AH022824-RA, AH007651-RA	Solyc00g154980.1.1, Solyc04g054840.1.1, Solyc03g096630.1.1
OG0000207	AH002648-RA	Solyc09g066260.3.1, Solyc06g083930.2.1
OG0000207	AH018948-RA	Solyc01g098220.2.1
OG0000207	AH009146-RA	Solyc01g091420.2.1
OG0000207	AH009147-RA	Solyc01g091400.3.1
OG0000208	AH013419-RA, AH022318-RA	Solyc12g049550.2.1
OG0000208	AH013416-RA, AH022322-RA, AH013411-RA	Solyc11g021040.2.1, Solyc06g064960.3.1, Solyc06g064970.3.1, Solyc06g064980.3.1, Solyc06g064990.2.1, Solyc06g065010.3.1, Solyc11g051120.2.1, Solyc11g051060.2.1
OG0000211	AH017571-RA	Solyc03g115890.3.1
OG0000211	AH005036-RA, AH004370-RA	Solyc05g007830.3.1, Solyc01g010890.3.1, Solyc02g088100.3.1
OG0000212	AH019579-RA, AH012403-RA	Solyc01g094400.3.1, Solyc10g017550.3.1
OG0000212	AH013636-RA	Solyc09g010440.3.1
OG0000213	AH021488-RA, AH014963-RA	Solyc02g080880.3.1, Solyc02g032940.3.1
OG0000213	AH011769-RA	Solyc09g082760.3.1, Solyc03g005280.3.1, Solyc09g082930.1.1, Solyc03g005290.2.1
OG0000216	AH008260-RA	Solyc07g065080.4.1
OG0000216	AH002574-RA	Solyc06g083070.3.1, Solyc09g056170.3.1
OG0000216	AH000038-RA	Solyc07g049600.3.1, Solyc12g005920.2.1
OG0000217	AH006817-RA, AH006820-RA	Solyc07g066550.3.1
OG0000218	AH021003-RA	Solyc01g005210.3.1
OG0000218	AH018419-RA	Solyc08g076650.3.1
OG0000219	AH012080-RA	Solyc07g020720.1.1, Solyc03g045080.2.1
OG0000219	AH013539-RA, AH012060-RA	Solyc12g005620.1.1
OG0000220	AH018372-RA	Solyc07g065920.3.1
OG0000221	AH015847-RA, AH019151-RA	Solyc02g091520.3.1, Solyc02g063370.2.1
OG0000222	AH018451-RA, AH011549-RA	Solyc08g005280.2.1, Solyc08g076320.3.1
OG0000222	AH019420-RA, AH010384-RA, AH019521-RA	Solyc01g067520.3.1, Solyc10g074620.2.1
OG0000222	AH012987-RA	Solyc09g075550.3.1
OG0000223	AH003742-RA, AH003740-RA, AH003741-RA, AH020298-RA, AH005580-RA	Solyc02g077530.2.1, Solyc02g077510.3.1, Solyc02g077520.3.1, Solyc10g008120.3.1, Solyc12g041960.2.1, Solyc03g097700.3.1, Solyc00g005285.1.1
OG0000224	AH010030-RA, AH008072-RA	Solyc07g063200.2.1, Solyc10g006960.2.1, Solyc12g013800.2.1
OG0000224	AH021647-RA, AH015222-RA	Solyc02g078320.2.1
OG0000224	AH000336-RA, AH001344-RA	Solyc07g054080.2.1, Solyc12g010670.1.1, Solyc10g008410.1.1, Solyc10g008400.1.1
OG0000227	AH013692-RA, AH022541-RA	Solyc06g005500.3.1
OG0000227	AH019119-RA, AH022956-RA, AH016463-RA	Solyc04g011520.3.1
OG0000228	AH006396-RA	Solyc02g094350.3.1, Solyc02g068230.3.1
OG0000230	AH016753-RA	Solyc04g081440.3.1
OG0000230	AH009416-RA	Solyc06g065210.4.1, Solyc11g020610.3.1
OG0000231	AH004765-RA	Solyc04g025940.3.1, Solyc05g005750.3.1
OG0000235	AH020331-RA, AH006874-RA, AH006856-RA	Solyc03g063280.3.1
OG0000236	AH023101-RA, AH016378-RA	Solyc06g051620.3.1, Solyc05g052760.3.1
OG0000236	AH013818-RA	Solyc06g082000.3.1
OG0000236	AH023094-RA	Solyc03g096070.3.1, Solyc06g051630.4.1
OG0000236	AH022662-RA	Solyc06g007120.3.1
OG0000240	AH007927-RA	Solyc10g083670.2.1, Solyc05g055410.2.1
OG0000240	AH012669-RA	Solyc10g083675.1.1
OG0000240	AH001498-RA, AH000378-RA	Solyc11g066820.2.1, Solyc06g074630.3.1
OG0000241	AH011397-RA, AH018288-RA, AH018263-RA	Solyc08g077940.2.1, Solyc06g060960.2.1
OG0000241	AH001165-RA, AH016129-RA, AH018322-RA	Solyc03g093700.2.1, Solyc03g093710.1.1, Solyc03g093760.1.1, Solyc06g017863.1.1, Solyc03g093715.1.1, Solyc03g093770.1.1, Solyc03g093730.1.1, Solyc06g017870.1.1, Solyc06g017867.1.1
OG0000243	AH018529-RA	Solyc08g083505.1.1, Solyc08g079420.3.1
OG0000244	AH019455-RA, AH012210-RA	Solyc03g083870.3.1, Solyc03g083840.3.1, Solyc06g034360.2.1
OG0000244	AH001048-RA	Solyc01g091050.3.1
OG0000245	AH015960-RA	Solyc04g049670.3.1
OG0000245	AH021950-RA	Solyc10g086000.2.1
OG0000247	AH022128-RA, AH022491-RA, AH010176-RA, AH010177-RA	Solyc09g074850.3.1, Solyc06g009040.3.1, Solyc06g009020.2.1
OG0000248	AH017874-RA, AH002559-RA, AH017875-RA	Solyc08g006350.3.1, Solyc08g006330.3.1, Solyc08g006370.1.1, Solyc08g006390.1.1, Solyc08g006410.3.1, Solyc08g006380.3.1, Solyc08g006360.2.1, Solyc06g007650.2.1
OG0000248	AH020026-RA, AH011726-RA	Solyc12g096830.2.1, Solyc12g096820.1.1
OG0000249	AH007643-RA	Solyc12g088180.1.1
OG0000249	AH007993-RA	Solyc02g091870.3.1
OG0000250	AH009230-RA	Solyc01g091620.3.1, Solyc05g051050.3.1
OG0000251	AH010082-RA	Solyc12g013920.2.1, Solyc07g062880.3.1
OG0000251	AH023083-RA	Solyc03g096130.2.1, Solyc03g096260.2.1, Solyc03g096250.3.1
OG0000252	AH005701-RA, AH003872-RA	Solyc09g008020.3.1
OG0000254	AH001522-RA, AH000357-RA	Solyc12g044800.2.1, Solyc03g121410.3.1, Solyc06g062530.3.1
OG0000254	AH016102-RA	Solyc06g071560.3.1
OG0000255	AH010280-RA	Solyc07g056510.3.1
OG0000255	AH002933-RA, AH017418-RA	Solyc07g056450.3.1, Solyc12g011300.2.1, Solyc10g007640.3.1, Solyc10g007620.2.1, Solyc07g056420.4.1, Solyc07g056460.3.1, Solyc07g056470.3.1, Solyc07g056480.3.1, Solyc07g056430.3.1, Solyc07g056440.3.1, Solyc07g056500.3.1, Solyc07g056490.4.1, Solyc12g011310.2.1, Solyc12g011320.2.1
OG0000256	AH012393-RA	Solyc03g025770.3.1, Solyc03g025760.3.1
OG0000256	AH015599-RA, AH015603-RA	Solyc01g094390.2.1
OG0000257	AH004421-RA	Solyc05g005490.3.1
OG0000257	AH020706-RA	Solyc02g086820.3.1
OG0000262	AH010500-RA, AH007601-RA	Solyc01g067900.3.1
OG0000262	AH020567-RA, AH006502-RA, AH010069-RA, AH008056-RA	Solyc12g005460.1.1
OG0000263	AH014844-RA, AH014846-RA, AH011899-RA, AH017033-RA	Solyc08g005440.3.1
OG0000264	AH021353-RA, AH014775-RA	Solyc02g071730.3.1
OG0000265	AH010088-RA	Solyc12g088000.2.1, Solyc12g096240.2.1, Solyc10g007110.3.1
OG0000265	AH001360-RA, AH001361-RA, AH018443-RA	Solyc07g053720.3.1, Solyc07g053710.3.1
OG0000266	AH021514-RA, AH015026-RA	Solyc03g031760.3.1, Solyc10g005330.3.1, Solyc02g080260.3.1
OG0000267	AH016079-RA	Solyc07g039510.3.1, Solyc05g014110.3.1, Solyc05g018770.2.1, Solyc07g039530.1.1, Solyc07g039525.1.1, Solyc07g039520.1.1
OG0000268	AH014098-RA, AH020709-RA	Solyc07g008260.3.1
OG0000268	AH016282-RA, AH023211-RA, AH000603-RA, AH001979-RA	Solyc03g116640.3.1, Solyc06g009695.1.1
OG0000269	AH017112-RA	Solyc08g066200.3.1, Solyc12g095890.2.1
OG0000270	AH013316-RA	Solyc06g064620.3.1, Solyc03g121680.2.1
OG0000270	AH013322-RA	Solyc10g045590.1.1
OG0000271	AH017307-RA, AH002751-RA	Solyc06g071350.3.1, Solyc03g114060.3.1
OG0000276	AH023560-RA, AH008937-RA	Solyc04g081120.1.1, Solyc04g081130.1.1, Solyc04g081110.1.1, Solyc04g081140.1.1, Solyc12g089250.1.1
OG0000276	AH015150-RA	Solyc04g005780.1.1, Solyc05g007010.2.1
OG0000276	AH010847-RA	Solyc07g006660.1.1
OG0000276	AH014503-RA, AH020889-RA	Solyc07g021020.3.1
OG0000277	AH013259-RA, AH022403-RA	Solyc06g074360.3.1
OG0000277	AH016190-RA	Solyc04g074320.2.1
OG0000277	AH020366-RA, AH010939-RA	Solyc03g059270.3.1
OG0000277	AH016659-RA	Solyc01g087050.3.1
OG0000278	AH008601-RA	Solyc06g064660.3.1, Solyc11g045610.2.1
OG0000278	AH008064-RA	Solyc07g063130.3.1
OG0000279	AH011909-RA	Solyc06g053300.3.1, Solyc03g082395.1.1, Solyc03g082390.3.1, Solyc03g082400.3.1
OG0000279	AH007947-RA, AH007948-RA	Solyc10g007590.3.1, Solyc04g039700.1.1, Solyc12g011340.2.1, Solyc07g056590.3.1
OG0000280	AH004575-RA, AH005224-RA	Solyc01g009820.3.1
OG0000280	AH006406-RA	Solyc02g094410.3.1
OG0000285	AH005940-RA, AH003613-RA	Solyc02g037550.3.1, Solyc03g031990.3.1
OG0000286	AH009150-RA, AH018733-RA	Solyc01g091470.3.1, Solyc08g007560.2.1, Solyc08g079720.3.1, Solyc06g060500.1.1
OG0000286	AH018383-RA	Solyc01g080960.3.1, Solyc08g077010.1.1
OG0000287	AH014543-RA	Solyc07g040990.3.1, Solyc08g062640.3.1
OG0000288	AH014662-RA	Solyc08g074355.1.1
OG0000288	AH021166-RA, AH014663-RA	Solyc07g027025.1.1
OG0000289	AH019082-RA	Solyc10g081260.2.1
OG0000290	AH020981-RA	Solyc03g033813.1.1
OG0000291	AH005068-RA, AH004389-RA	Solyc05g007490.3.1, Solyc03g078060.3.1, Solyc01g010870.3.1
OG0000291	AH002812-RA	Solyc03g116150.3.1, Solyc06g069870.3.1
OG0000291	AH018325-RA	Solyc08g077240.3.1
OG0000292	AH008346-RA, AH018794-RA, AH018629-RA, AH018628-RA, AH018627-RA	Solyc10g008860.1.1
OG0000292	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA	Solyc04g010110.3.1
OG0000293	AH015410-RA	Solyc12g099000.2.1, Solyc01g101060.3.1
OG0000294	AH007875-RA	Solyc04g050070.2.1, Solyc05g055940.3.1
OG0000294	AH013546-RA	Solyc06g008200.3.1, Solyc09g072830.3.1
OG0000295	AH006922-RA	Solyc10g080700.2.1
OG0000295	AH007665-RA, AH010890-RA	Solyc12g100310.2.1, Solyc01g006120.3.1
OG0000295	AH016162-RA, AH015966-RA	Solyc12g095830.2.1, Solyc11g070170.2.1
OG0000296	AH012909-RA	Solyc06g084330.3.1, Solyc09g064810.3.1
OG0000296	AH021481-RA	Solyc02g036260.3.1, Solyc02g036210.1.1, Solyc02g081030.3.1
OG0000297	AH017004-RA, AH013503-RA, AH013504-RA	Solyc05g021390.3.1, Solyc07g042880.1.1
OG0000297	AH005900-RA	Solyc06g065430.3.1, Solyc06g065420.2.1
OG0000299	AH015115-RA	Solyc07g049240.3.1, Solyc07g047740.3.1, Solyc04g056420.1.1, Solyc07g052530.3.1, Solyc07g052540.3.1, Solyc07g052550.2.1, Solyc05g046030.3.1, Solyc05g046020.3.1, Solyc05g046010.3.1, Solyc07g052510.4.1
OG0000299	AH003820-RA	Solyc12g005370.2.1
OG0000300	AH010916-RA	Solyc01g006560.3.1, Solyc12g011040.2.1
OG0000300	AH010919-RA	Solyc01g006540.3.1, Solyc01g006565.1.1
OG0000301	AH000104-RA, AH001296-RA	Solyc11g072590.2.1, Solyc06g005190.3.1
OG0000302	AH003593-RA, AH022753-RA, AH016603-RA	Solyc02g089320.3.1, Solyc02g065700.3.1
OG0000302	AH016519-RA, AH022864-RA	Solyc03g034270.3.1, Solyc02g086220.3.1
OG0000302	AH022373-RA, AH013565-RA	Solyc03g111770.3.1
OG0000303	AH004650-RA, AH004696-RA	Solyc05g006540.3.1
OG0000304	AH016791-RA	Solyc09g057637.1.1, Solyc04g026057.1.1, Solyc05g016077.1.1, Solyc08g041664.1.1, Solyc08g041666.1.1, Solyc08g014065.1.1, Solyc09g060187.1.1, Solyc08g041668.1.1, Solyc00g006483.1.1, Solyc05g016075.1.1, Solyc04g026055.1.1, Solyc08g041661.1.1, Solyc09g057633.1.1, Solyc12g049235.1.1, Solyc10g080395.1.1, Solyc07g042035.1.1, Solyc09g065615.1.1, Solyc09g064775.1.1, Solyc08g029205.1.1, Solyc11g020157.1.1
OG0000308	AH010961-RA, AH007718-RA, AH007720-RA, AH007717-RA	Solyc01g008620.3.1, Solyc01g008610.3.1, Solyc02g086700.3.1
OG0000309	AH005682-RA	Solyc03g078440.3.1
OG0000309	AH005931-RA, AH005930-RA	Solyc11g010990.2.1, Solyc11g010980.2.1, Solyc11g010960.2.1, Solyc11g011340.2.1, Solyc11g011330.2.1
OG0000310	AH006104-RA	Solyc08g062130.1.1
OG0000311	AH012009-RA, AH006751-RA, AH020405-RA, AH020404-RA, AH020406-RA, AH007133-RA	Solyc10g079320.2.1, Solyc04g016190.1.1, Solyc10g079980.1.1, Solyc10g079330.1.1
OG0000313	AH002470-RA	Solyc10g049280.2.1, Solyc01g106920.3.1
OG0000313	AH004628-RA	Solyc05g006020.3.1
OG0000313	AH017309-RA, AH002753-RA	Solyc12g026430.2.1, Solyc03g114030.3.1, Solyc06g071330.3.1
OG0000314	AH021771-RA	Solyc10g082020.2.1
OG0000314	AH022007-RA	Solyc09g007830.3.1, Solyc10g084150.2.1
OG0000314	AH012551-RA, AH012762-RA, AH016066-RA	Solyc06g075090.3.1
OG0000315	AH001723-RA, AH001724-RA, AH008726-RA, AH000594-RA	Solyc07g049670.3.1
OG0000315	AH000220-RA	Solyc11g020640.2.1, Solyc08g005760.1.1, Solyc05g015810.2.1, Solyc08g005770.3.1, Solyc05g015800.3.1, Solyc05g015795.1.1, Solyc08g005750.2.1, Solyc08g005755.1.1
OG0000316	AH021048-RA, AH014278-RA	Solyc07g008940.3.1
OG0000317	AH001932-RA, AH001931-RA	Solyc03g117360.3.1
OG0000318	AH012025-RA	Solyc11g072940.2.1, Solyc06g075590.3.1
OG0000321	AH013195-RA, AH022459-RA	Solyc06g082210.1.1
OG0000321	AH007198-RA	Solyc09g090180.1.1
OG0000321	AH017716-RA	Solyc06g083860.2.1
OG0000323	AH013038-RA	Solyc09g061710.3.1
OG0000323	AH023711-RA	Solyc04g081880.3.1
OG0000325	AH004827-RA	Solyc05g013450.3.1, Solyc05g013470.3.1, Solyc05g013460.3.1, Solyc07g008410.3.1, Solyc12g019330.2.1, Solyc12g019320.2.1
OG0000326	AH003788-RA	Solyc02g084670.3.1
OG0000326	AH010638-RA, AH007369-RA	Solyc05g056580.3.1
OG0000326	AH008652-RA, AH008654-RA	Solyc04g063230.3.1
OG0000327	AH009341-RA	Solyc12g088790.2.1, Solyc04g078790.3.1
OG0000327	AH006219-RA	Solyc11g005780.2.1
OG0000327	AH001541-RA	Solyc06g062460.3.1, Solyc03g121240.1.1
OG0000328	AH019353-RA	Solyc12g015655.1.1
OG0000329	AH002112-RA, AH000479-RA	Solyc12g044310.2.1, Solyc03g120560.3.1, Solyc03g120550.2.1, Solyc03g120590.3.1, Solyc03g120570.3.1
OG0000329	AH023337-RA, AH023339-RA	Solyc12g095810.2.1
OG0000329	AH023334-RA, AH023335-RA	Solyc05g005910.3.1, Solyc05g005980.3.1, Solyc05g005970.3.1, Solyc05g005920.3.1, Solyc05g005915.1.1, Solyc05g005960.3.1, Solyc05g005950.3.1, Solyc05g005940.3.1, Solyc05g005990.3.1, Solyc05g006000.2.1, Solyc05g006010.3.1, Solyc04g005070.3.1, Solyc08g066940.3.1
OG0000330	AH023349-RA	Solyc08g066670.3.1, Solyc08g066680.3.1
OG0000330	AH014493-RA, AH020895-RA	Solyc12g008340.2.1
OG0000330	AH020894-RA	Solyc06g064480.3.1
OG0000331	AH012705-RA	Solyc09g008510.1.1
OG0000331	AH012723-RA	Solyc06g072860.2.1, Solyc06g072870.1.1, Solyc06g072880.2.1, Solyc10g083860.2.1, Solyc12g042620.1.1, Solyc12g042600.2.1, Solyc12g042605.1.1, Solyc10g085870.1.1, Solyc10g085880.1.1
OG0000332	AH017079-RA	Solyc02g081420.3.1
OG0000332	AH019776-RA	Solyc06g010110.1.1, Solyc06g010100.2.1
OG0000335	AH005409-RA	Solyc05g009660.3.1
OG0000335	AH020444-RA	Solyc10g080770.2.1
OG0000336	AH018414-RA	Solyc08g080020.1.1, Solyc11g007050.1.1
OG0000336	AH002632-RA	Solyc01g108390.3.1, Solyc01g108380.2.1
OG0000336	AH002627-RA, AH002630-RA, AH002629-RA, AH002628-RA	Solyc10g086100.2.1
OG0000337	AH021340-RA, AH014760-RA	Solyc02g071430.3.1, Solyc02g071400.3.1, Solyc02g071360.3.1, Solyc02g071380.2.1
OG0000338	AH001812-RA, AH000571-RA	Solyc10g052470.1.1
OG0000339	AH008319-RA, AH016741-RA, AH008318-RA	Solyc01g104970.3.1, Solyc10g047140.2.1
OG0000340	AH011389-RA, AH005873-RA, AH005874-RA, AH017008-RA, AH011390-RA, AH020675-RA, AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA	Solyc10g076845.1.1, Solyc10g076840.2.1, Solyc10g086780.2.1
OG0000342	AH016160-RA	Solyc12g008430.2.1, Solyc05g050120.3.1
OG0000342	AH002162-RA	Solyc03g120990.3.1, Solyc12g044600.3.1
OG0000344	AH001121-RA, AH018764-RA, AH000083-RA	Solyc03g078710.2.1
OG0000345	AH009779-RA	Solyc12g015700.2.1, Solyc10g005950.3.1
OG0000345	AH014864-RA	Solyc05g016690.3.1, Solyc05g016622.1.1
OG0000346	AH004921-RA, AH004507-RA	Solyc05g014760.3.1
OG0000347	AH019069-RA, AH003104-RA	Solyc11g039570.2.1, Solyc10g084200.2.1, Solyc09g072700.3.1, Solyc12g009950.1.1
OG0000347	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA	Solyc01g009400.3.1, Solyc01g009410.3.1
OG0000348	AH000329-RA	Solyc02g070090.1.1
OG0000348	AH008485-RA	Solyc02g081220.2.1
OG0000349	AH006258-RA	Solyc04g008480.2.1
OG0000349	AH023123-RA, AH016347-RA, AH016346-RA	Solyc09g005030.2.1, Solyc10g076460.2.1
OG0000349	AH014979-RA	Solyc02g080860.2.1
OG0000350	AH023607-RA, AH013570-RA, AH001629-RA, AH001642-RA, AH001643-RA, AH001644-RA, AH000964-RA, AH000963-RA, AH001640-RA, AH004101-RA	Solyc01g107830.3.1, Solyc01g107810.2.1, Solyc01g107820.2.1, Solyc01g107853.1.1
OG0000351	AH023606-RA, AH009021-RA	Solyc11g013490.2.1
OG0000351	AH018197-RA	Solyc11g042810.2.1
OG0000352	AH023686-RA	Solyc04g082140.3.1, Solyc12g094470.2.1, Solyc12g094460.2.1
OG0000352	AH000771-RA	Solyc01g111970.3.1
OG0000352	AH014980-RA	Solyc02g080670.3.1
OG0000352	AH000236-RA	Solyc07g052240.3.1, Solyc07g052230.3.1
OG0000354	AH022147-RA	Solyc01g094120.3.1, Solyc01g094100.2.1, Solyc01g094080.3.1
OG0000354	AH009167-RA	Solyc01g094140.3.1, Solyc01g094130.2.1
OG0000355	AH011980-RA	Solyc11g020492.1.1, Solyc11g020352.1.1, Solyc08g061744.1.1, Solyc08g061771.1.1, Solyc11g028187.1.1, Solyc11g028183.1.1, Solyc11g063695.1.1, Solyc08g061742.1.1, Solyc11g028201.1.1, Solyc08g061692.1.1, Solyc11g020494.1.1, Solyc08g061746.1.1, Solyc11g027981.1.1, Solyc11g061812.1.1, Solyc11g020491.1.1, Solyc11g020351.1.1, Solyc11g027982.1.1, Solyc11g028202.1.1, Solyc11g030647.1.1, Solyc11g061917.1.1, Solyc11g061772.1.1, Solyc11g061895.1.1, Solyc11g020493.1.1, Solyc11g063693.1.1, Solyc11g020357.1.1, Solyc08g061690.2.1, Solyc11g063465.1.1, Solyc11g063740.2.1, Solyc11g028206.1.1, Solyc11g019895.1.1, Solyc11g019890.2.1, Solyc08g061680.2.1, Solyc11g063690.2.1, Solyc11g063697.1.1, Solyc08g061698.1.1, Solyc11g063665.1.1, Solyc11g028204.1.1, Solyc11g061811.1.1, Solyc11g061776.1.1, Solyc08g061772.1.1, Solyc11g027983.1.1, Solyc11g020353.1.1, Solyc11g061913.1.1, Solyc11g027984.1.1, Solyc08g061696.1.1, Solyc11g020354.1.1, Solyc11g061890.2.1, Solyc11g020355.1.1, Solyc11g061818.1.1, Solyc11g018853.1.1, Solyc08g061748.1.1, Solyc11g018857.1.1, Solyc11g061814.1.1, Solyc11g020358.1.1, Solyc08g061691.1.1, Solyc11g019860.2.1, Solyc11g019880.2.1, Solyc11g020410.1.1, Solyc11g020400.1.1, Solyc11g061870.2.1, Solyc08g061700.2.1, Solyc11g061810.2.1, Solyc08g061776.1.1, Solyc11g020380.2.1, Solyc11g028185.1.1, Solyc11g020356.1.1, Solyc11g030643.1.1, Solyc11g020498.1.1, Solyc08g061694.1.1, Solyc11g020496.1.1, Solyc11g061816.1.1, Solyc08g061774.1.1, Solyc11g061778.1.1, Solyc08g061773.1.1
OG0000360	AH012733-RA, AH012731-RA, AH018642-RA, AH012732-RA	Solyc09g008420.3.1, Solyc09g008415.1.1, Solyc10g083890.2.1
OG0000361	AH015525-RA	Solyc08g028900.1.1
OG0000361	AH006418-RA	Solyc10g031550.1.1
OG0000362	AH001289-RA, AH001290-RA	Solyc06g073540.3.1, Solyc06g073530.2.1, Solyc01g008960.3.1
OG0000362	AH000302-RA	Solyc01g096750.1.1
OG0000362	AH020962-RA	Solyc07g049500.3.1
OG0000363	AH013696-RA, AH006525-RA, AH006524-RA	Solyc03g115750.1.1
OG0000363	AH022035-RA, AH012997-RA	Solyc09g064470.3.1
OG0000363	AH012996-RA	Solyc09g064480.1.1
OG0000364	AH010889-RA	Solyc01g006100.3.1, Solyc12g100330.2.1
OG0000364	AH018462-RA	Solyc08g005405.1.1
OG0000364	AH007324-RA	Solyc08g005400.3.1
OG0000366	AH014632-RA	Solyc10g049660.2.1, Solyc01g107180.3.1
OG0000367	AH022706-RA	Solyc06g076670.3.1
OG0000367	AH023697-RA	Solyc02g061840.3.1, Solyc02g083320.3.1, Solyc03g033310.3.1
OG0000368	AH001782-RA	Solyc10g054030.2.1, Solyc01g109910.3.1
OG0000369	AH007971-RA, AH010212-RA	Solyc07g062140.3.1
OG0000370	AH021050-RA	Solyc07g005930.3.1
OG0000370	AH005377-RA	Solyc05g010660.3.1
OG0000371	AH012790-RA, AH021968-RA	Solyc09g007410.3.1, Solyc10g084280.2.1, Solyc10g086060.2.1
OG0000371	AH015920-RA	Solyc04g050050.3.1
OG0000372	AH017178-RA	Solyc03g111090.3.1
OG0000373	AH017649-RA, AH016083-RA, AH007183-RA	Solyc12g005610.2.1
OG0000373	AH012081-RA, AH022667-RA, AH019512-RA, AH019479-RA, AH019486-RA, AH013537-RA, AH019693-RA, AH013540-RA, AH012079-RA	Solyc07g054120.2.1, Solyc07g008630.1.1, Solyc07g008620.1.1, Solyc07g008640.2.1, Solyc07g020730.1.1, Solyc07g008590.1.1, Solyc07g008600.1.1
OG0000375	AH011374-RA, AH018202-RA	Solyc08g013680.3.1, Solyc08g083370.3.1, Solyc12g055830.2.1
OG0000375	AH005764-RA	Solyc02g085050.3.1
OG0000375	AH021923-RA	Solyc09g010380.3.1
OG0000377	AH010530-RA, AH007629-RA	Solyc01g099910.3.1
