Orthogroup	A_vesiculosa.proteins	P_amilis.proteins
OG0000135	Av_00021246-RA, Av_00023855-RA	FUN_041672-T1, FUN_006039-T1
OG0000135	Av_00017571-RA, Av_00013077-RA, Av_00018331-RA	FUN_025181-T1, FUN_050254-T1
OG0000135	Av_00017962-RA, Av_00001097-RA	FUN_005976-T1, FUN_044613-T1
OG0000136	Av_00023894-RA, Av_00014249-RA, Av_00022366-RA	FUN_025538-T1, FUN_031119-T1
OG0000137	Av_00012426-RA, Av_00009313-RA, Av_00015913-RA, Av_00010531-RA, Av_00010516-RA	FUN_024797-T1
OG0000139	Av_00011998-RA, Av_00005008-RA, Av_00005715-RA	FUN_004597-T1, FUN_004596-T1
OG0000140	Av_00019737-RA	FUN_027748-T2, FUN_027748-T1, FUN_027740-T1, FUN_027742-T1, FUN_027742-T2, FUN_027743-T1, FUN_027741-T1, FUN_027966-T1, FUN_027739-T1, FUN_027737-T1, FUN_027965-T1, FUN_027963-T1, FUN_027950-T1
OG0000143	Av_00008537-RA	FUN_048622-T1, FUN_048621-T1
OG0000143	Av_00017945-RA, Av_00002008-RA	FUN_038410-T1, FUN_038409-T1, FUN_038405-T1, FUN_008739-T1
OG0000144	Av_00016136-RA	FUN_000166-T1, FUN_002736-T1
OG0000144	Av_00001844-RA	FUN_031226-T2, FUN_031226-T1
OG0000145	Av_00008637-RA, Av_00011445-RA	FUN_049212-T2, FUN_049212-T1, FUN_049210-T1, FUN_049209-T1, FUN_049203-T1, FUN_049206-T1, FUN_049200-T1, FUN_049208-T1, FUN_037150-T1, FUN_037148-T1, FUN_037152-T1, FUN_037149-T1, FUN_037151-T1, FUN_037022-T2, FUN_037153-T1, FUN_037061-T1
OG0000146	Av_00013344-RA, Av_00023979-RA, Av_00020548-RA, Av_00020547-RA, Av_00006138-RA	FUN_049426-T1
OG0000146	Av_00011999-RA	FUN_003857-T1, FUN_003855-T1, FUN_004598-T1, FUN_030181-T1, FUN_019188-T1, FUN_030177-T1
OG0000147	Av_00021851-RA	FUN_031379-T3, FUN_031379-T2, FUN_031379-T1
OG0000147	Av_00012705-RA, Av_00020525-RA	FUN_027291-T2, FUN_027291-T1
OG0000148	Av_00022736-RA	FUN_047942-T1, FUN_009668-T1, FUN_009669-T1, FUN_009676-T1, FUN_009670-T1
OG0000148	Av_00019670-RA, Av_00006146-RA	FUN_047938-T1
OG0000149	Av_00001613-RA	FUN_049620-T1, FUN_049620-T2, FUN_049620-T3
OG0000149	Av_00011501-RA	FUN_036896-T1
OG0000149	Av_00016214-RA	FUN_020568-T1, FUN_049540-T1
OG0000152	Av_00022456-RA	FUN_013099-T1
OG0000152	Av_00006096-RA, Av_00005508-RA, Av_00013353-RA	FUN_041983-T1, FUN_049290-T1
OG0000153	Av_00000144-RA	FUN_046354-T1
OG0000153	Av_00001271-RA, Av_00015076-RA	FUN_052302-T1, FUN_035967-T1
OG0000154	Av_00006639-RA	FUN_014231-T1
OG0000154	Av_00006929-RA, Av_00021050-RA	FUN_019231-T1
OG0000155	Av_00001520-RA, Av_00013491-RA	FUN_042866-T1, FUN_042868-T1, FUN_024693-T1, FUN_042865-T1
OG0000155	Av_00024885-RA, Av_00001519-RA	FUN_024686-T1, FUN_024690-T1, FUN_024689-T1, FUN_042864-T1
OG0000156	Av_00024913-RA	FUN_053301-T1, FUN_025934-T1
OG0000157	Av_00024921-RA	FUN_053304-T1, FUN_053304-T2
OG0000157	Av_00010056-RA, Av_00007953-RA	FUN_053243-T1
OG0000157	Av_00005838-RA, Av_00007384-RA, Av_00003795-RA, Av_00021642-RA	FUN_053182-T1
OG0000159	Av_00008586-RA	FUN_013050-T1, FUN_013049-T1, FUN_037590-T1, FUN_001971-T1, FUN_048296-T1, FUN_048297-T1
OG0000159	Av_00009492-RA	FUN_045098-T1, FUN_045098-T2
OG0000160	Av_00007416-RA	FUN_025629-T2, FUN_025629-T1, FUN_042643-T1
OG0000160	Av_00022355-RA, Av_00022827-RA	FUN_004181-T1
OG0000161	Av_00019011-RA, Av_00019010-RA, Av_00019007-RA	FUN_032738-T1, FUN_032740-T1, FUN_032743-T1, FUN_032739-T1, FUN_032741-T1, FUN_032746-T1, FUN_032747-T1, FUN_032748-T1, FUN_032745-T1, FUN_004341-T1, FUN_004337-T1, FUN_046490-T1
OG0000162	Av_00004972-RA	FUN_016604-T2, FUN_016604-T1, FUN_029837-T1
OG0000162	Av_00007787-RA	FUN_033505-T1, FUN_020099-T1
OG0000163	Av_00000797-RA, Av_00003444-RA	FUN_027896-T1
OG0000163	Av_00006762-RA, Av_00008041-RA	FUN_023893-T1
OG0000163	Av_00020340-RA	FUN_002651-T1, FUN_035696-T1
OG0000164	Av_00009562-RA, Av_00022631-RA	FUN_040409-T1
OG0000164	Av_00014947-RA	FUN_042279-T1, FUN_015644-T1
OG0000164	Av_00009037-RA, Av_00021627-RA	FUN_026300-T1, FUN_026300-T2
OG0000165	Av_00015760-RA	FUN_050850-T1
OG0000165	Av_00019533-RA	FUN_011966-T1
OG0000168	Av_00001366-RA, Av_00015144-RA, Av_00016734-RA	FUN_040372-T4, FUN_040372-T2, FUN_040372-T3, FUN_040372-T1, FUN_040372-T5
OG0000169	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA	FUN_036813-T1, FUN_051596-T1
OG0000170	Av_00023969-RA	FUN_047999-T1
OG0000170	Av_00005502-RA, Av_00024526-RA	FUN_018166-T1
OG0000170	Av_00015134-RA, Av_00006691-RA, Av_00016145-RA	FUN_015124-T1
OG0000171	Av_00010251-RA, Av_00010250-RA, Av_00010069-RA, Av_00004643-RA, Av_00024165-RA, Av_00022584-RA, Av_00004133-RA, Av_00008001-RA, Av_00006803-RA	FUN_001827-T1, FUN_006366-T1
OG0000171	Av_00010342-RA, Av_00014519-RA	FUN_036888-T1
OG0000171	Av_00023216-RA, Av_00010986-RA	FUN_019271-T1, FUN_036889-T1, FUN_049562-T1
OG0000172	Av_00019965-RA	FUN_029210-T1
OG0000172	Av_00003826-RA, Av_00005047-RA, Av_00005416-RA, Av_00002975-RA, Av_00010320-RA, Av_00017991-RA	FUN_012879-T1, FUN_004104-T1
OG0000173	Av_00015909-RA	FUN_016297-T1, FUN_021500-T1, FUN_028047-T1
OG0000179	Av_00013630-RA, Av_00008250-RA, Av_00008208-RA	FUN_005858-T1
OG0000179	Av_00012567-RA	FUN_014593-T1
OG0000179	Av_00020630-RA, Av_00014246-RA, Av_00011691-RA	FUN_003878-T1
OG0000180	Av_00007137-RA, Av_00017139-RA, Av_00021970-RA	FUN_028479-T2, FUN_028479-T1
OG0000180	Av_00002186-RA	FUN_024783-T1, FUN_042976-T1
OG0000181	Av_00020506-RA, Av_00008380-RA, Av_00008381-RA	FUN_038660-T1, FUN_038660-T2, FUN_038660-T3
OG0000181	Av_00011782-RA	FUN_035921-T1, FUN_021663-T3, FUN_021663-T1, FUN_021663-T2
OG0000182	Av_00013467-RA, Av_00013640-RA, Av_00023400-RA	FUN_014663-T2, FUN_014663-T1, FUN_014575-T1, FUN_014576-T1, FUN_027416-T1
OG0000182	Av_00004288-RA, Av_00009862-RA, Av_00011072-RA, Av_00018316-RA, Av_00007261-RA	FUN_014575-T2
OG0000183	Av_00017849-RA, Av_00022898-RA, Av_00019892-RA, Av_00021012-RA, Av_00006175-RA, Av_00008439-RA	FUN_012734-T1, FUN_012734-T2, FUN_012734-T3, FUN_012734-T5, FUN_012734-T4
OG0000183	Av_00014103-RA	FUN_043268-T2, FUN_043268-T1, FUN_043267-T1
OG0000184	Av_00002027-RA, Av_00017044-RA	FUN_015134-T1
OG0000184	Av_00012870-RA, Av_00012869-RA, Av_00012866-RA	FUN_015125-T1, FUN_015127-T1, FUN_015128-T1
OG0000185	Av_00020648-RA, Av_00000618-RA	FUN_002529-T2, FUN_002529-T1
OG0000185	Av_00020843-RA	FUN_019414-T1
OG0000187	Av_00000886-RA	FUN_031838-T1
OG0000188	Av_00014599-RA, Av_00005503-RA, Av_00024529-RA	FUN_052186-T1, FUN_018072-T1, FUN_018084-T1, FUN_018084-T2, FUN_018083-T1, FUN_018083-T2
OG0000188	Av_00008619-RA, Av_00014654-RA	FUN_037306-T1, FUN_048070-T1
OG0000189	Av_00008267-RA	FUN_002920-T1
OG0000189	Av_00020740-RA	FUN_032302-T1
OG0000189	Av_00003581-RA, Av_00008268-RA	FUN_039258-T1, FUN_039259-T1
OG0000191	Av_00021883-RA	FUN_004709-T1
OG0000192	Av_00019192-RA, Av_00011814-RA	FUN_052483-T1
OG0000192	Av_00010659-RA	FUN_052570-T1
OG0000192	Av_00014755-RA	FUN_014157-T1, FUN_011632-T1, FUN_014152-T1, FUN_018457-T1, FUN_014154-T1, FUN_014162-T1, FUN_000731-T1
OG0000193	Av_00015944-RA, Av_00004616-RA	FUN_005601-T1
OG0000198	Av_00013347-RA	FUN_049268-T1
OG0000199	Av_00003513-RA	FUN_014541-T1
OG0000199	Av_00024249-RA	FUN_027090-T1
OG0000199	Av_00004418-RA, Av_00012295-RA, Av_00021266-RA, Av_00001076-RA	FUN_009915-T1
OG0000199	Av_00009032-RA, Av_00003777-RA, Av_00007403-RA, Av_00019446-RA	FUN_015552-T1, FUN_026377-T1
OG0000200	Av_00001956-RA	FUN_009412-T1
OG0000201	Av_00006563-RA	FUN_052561-T2, FUN_052561-T1
OG0000201	Av_00009141-RA	FUN_000767-T1, FUN_000767-T2, FUN_000765-T1
OG0000201	Av_00002041-RA	FUN_014150-T1, FUN_014149-T1
OG0000203	Av_00014660-RA, Av_00008624-RA, Av_00000043-RA	FUN_037249-T1
OG0000206	Av_00014917-RA, Av_00008149-RA	FUN_036480-T1, FUN_036480-T2
OG0000206	Av_00018524-RA, Av_00012695-RA, Av_00004740-RA, Av_00016933-RA	FUN_027480-T1
OG0000206	Av_00023641-RA	FUN_033784-T1, FUN_033785-T1, FUN_033786-T1
OG0000207	Av_00001416-RA	FUN_051161-T1
OG0000207	Av_00012253-RA	FUN_039910-T1
OG0000207	Av_00010915-RA, Av_00015240-RA	FUN_049718-T1, FUN_037042-T1
OG0000207	Av_00000060-RA	FUN_037044-T1, FUN_049716-T1
OG0000208	Av_00015817-RA	FUN_050137-T1, FUN_024044-T1
OG0000211	Av_00003836-RA, Av_00005037-RA, Av_00021376-RA	FUN_029249-T1, FUN_018978-T1, FUN_018975-T1, FUN_029248-T1
OG0000211	Av_00006413-RA, Av_00007555-RA, Av_00015516-RA, Av_00016968-RA	FUN_032601-T1, FUN_023399-T1
OG0000212	Av_00009181-RA, Av_00022867-RA, Av_00001625-RA, Av_00012930-RA, Av_00009405-RA, Av_00002082-RA	FUN_013921-T1, FUN_022785-T1
OG0000213	Av_00007469-RA, Av_00005967-RA	FUN_035134-T1, FUN_012323-T1, FUN_012323-T2
OG0000213	Av_00017744-RA, Av_00019827-RA	FUN_035996-T2, FUN_035996-T1, FUN_052335-T1, FUN_052335-T2, FUN_012624-T1, FUN_012624-T2
OG0000216	Av_00002521-RA, Av_00003068-RA	FUN_046275-T1
OG0000216	Av_00025005-RA, Av_00001398-RA	FUN_010692-T1, FUN_010692-T2, FUN_047305-T4, FUN_047305-T2, FUN_047305-T1
OG0000216	Av_00011937-RA, Av_00019820-RA	FUN_027531-T3, FUN_027531-T2, FUN_027531-T1
OG0000217	Av_00024943-RA, Av_00022548-RA, Av_00020119-RA, Av_00017471-RA, Av_00017469-RA, Av_00023791-RA, Av_00020115-RA, Av_00024487-RA, Av_00024081-RA, Av_00022549-RA, Av_00020117-RA, Av_00017485-RA, Av_00020111-RA, Av_00022551-RA, Av_00017477-RA, Av_00023250-RA, Av_00017481-RA, Av_00020121-RA, Av_00020110-RA, Av_00001118-RA, Av_00018235-RA	FUN_002820-T1
OG0000218	Av_00022649-RA, Av_00022097-RA	FUN_017631-T2, FUN_017631-T1, FUN_041610-T1
OG0000219	Av_00012929-RA	FUN_045096-T1, FUN_014925-T1
OG0000220	Av_00018653-RA	FUN_046481-T1, FUN_046484-T1
OG0000220	Av_00003043-RA	FUN_046479-T1
OG0000221	Av_00012992-RA	FUN_020120-T1
OG0000221	Av_00006316-RA	FUN_029064-T1, FUN_041387-T1, FUN_020694-T1
OG0000221	Av_00012451-RA, Av_00009342-RA	FUN_011672-T1
OG0000222	Av_00018681-RA	FUN_041733-T1, FUN_017768-T1
OG0000222	Av_00005942-RA, Av_00005628-RA	FUN_040473-T1
OG0000222	Av_00019951-RA, Av_00001491-RA	FUN_024802-T1
OG0000222	Av_00020751-RA, Av_00023020-RA	FUN_034110-T1
OG0000224	Av_00008716-RA, Av_00003651-RA	FUN_036642-T1, FUN_036641-T1, FUN_043200-T1
OG0000224	Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA	FUN_015748-T1
OG0000227	Av_00004995-RA, Av_00003894-RA, Av_00005737-RA, Av_00016728-RA, Av_00016727-RA, Av_00022907-RA, Av_00022213-RA	FUN_030034-T1, FUN_010177-T1, FUN_010177-T2
OG0000228	Av_00011221-RA, Av_00009247-RA, Av_00015029-RA	FUN_046968-T1, FUN_011385-T1
OG0000229	Av_00019979-RA, Av_00012518-RA, Av_00017907-RA, Av_00001955-RA	FUN_031002-T1, FUN_009410-T1
OG0000229	Av_00011159-RA, Av_00004437-RA	FUN_002222-T1, FUN_050585-T1
OG0000230	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA	FUN_037736-T1, FUN_048392-T1
OG0000231	Av_00009290-RA, Av_00011288-RA, Av_00017691-RA, Av_00009817-RA	FUN_010865-T3, FUN_010865-T1, FUN_010865-T2, FUN_047432-T1, FUN_047432-T2
OG0000231	Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA	FUN_009214-T1, FUN_032262-T2, FUN_032262-T1
OG0000232	Av_00002446-RA, Av_00015772-RA, Av_00022924-RA	FUN_045838-T1
OG0000235	Av_00001192-RA, Av_00011874-RA, Av_00007016-RA, Av_00006516-RA	FUN_000308-T1, FUN_000110-T1
OG0000235	Av_00018801-RA	FUN_004801-T2, FUN_004801-T1
OG0000235	Av_00009078-RA	FUN_012854-T4, FUN_012854-T3, FUN_012854-T1, FUN_012854-T2
OG0000236	Av_00003858-RA, Av_00005021-RA	FUN_019112-T1
OG0000236	Av_00021788-RA	FUN_041655-T1
OG0000236	Av_00005695-RA	FUN_016364-T2, FUN_016364-T1
OG0000237	Av_00015911-RA	FUN_053019-T1
OG0000237	Av_00021605-RA	FUN_053153-T1
OG0000237	Av_00021603-RA, Av_00022727-RA, Av_00015690-RA	FUN_000698-T1
OG0000238	Av_00016331-RA, Av_00012514-RA	FUN_002073-T1, FUN_042827-T1
OG0000240	Av_00011911-RA	FUN_002062-T1
OG0000241	Av_00023851-RA	FUN_017300-T1, FUN_041292-T1
OG0000241	Av_00006049-RA	FUN_041233-T1, FUN_017244-T1, FUN_044819-T1, FUN_017238-T1, FUN_017246-T1, FUN_017252-T1
OG0000242	Av_00014620-RA	FUN_037687-T1, FUN_037686-T1, FUN_037688-T1, FUN_037688-T2, FUN_037653-T1, FUN_037654-T1, FUN_037650-T2, FUN_037650-T1, FUN_037651-T1, FUN_037659-T1, FUN_037660-T1, FUN_037666-T1, FUN_037664-T1, FUN_037676-T1, FUN_037669-T1, FUN_037662-T1, FUN_037663-T1, FUN_037677-T4, FUN_037677-T1, FUN_037677-T2, FUN_037677-T3, FUN_037680-T1, FUN_037647-T1, FUN_037667-T1, FUN_037652-T1
OG0000242	Av_00019581-RA	FUN_048345-T1, FUN_048345-T2, FUN_048345-T3
OG0000243	Av_00010707-RA, Av_00010705-RA	FUN_018559-T1, FUN_018558-T1, FUN_018557-T1
OG0000244	Av_00013571-RA, Av_00001585-RA, Av_00009146-RA, Av_00014759-RA	FUN_015335-T1, FUN_015334-T1
OG0000244	Av_00018452-RA	FUN_043603-T1
OG0000247	Av_00013519-RA	FUN_042894-T1, FUN_024716-T1
OG0000248	Av_00002684-RA, Av_00005308-RA	FUN_009158-T1
OG0000249	Av_00014387-RA	FUN_034648-T1
OG0000249	Av_00012069-RA	FUN_033051-T1, FUN_003724-T1
OG0000249	Av_00008847-RA, Av_00007310-RA	FUN_024279-T1
OG0000249	Av_00013871-RA, Av_00011265-RA	FUN_047555-T1
OG0000250	Av_00022983-RA, Av_00006637-RA	FUN_036030-T1, FUN_052350-T1
OG0000250	Av_00000774-RA, Av_00004835-RA	FUN_044942-T1, FUN_044942-T2
OG0000250	Av_00003217-RA, Av_00008640-RA, Av_00000049-RA	FUN_049192-T1
OG0000251	Av_00002368-RA	FUN_046654-T1
OG0000251	Av_00005020-RA, Av_00017267-RA	FUN_030312-T1
OG0000254	Av_00024772-RA, Av_00004119-RA, Av_00008022-RA, Av_00006776-RA, Av_00018116-RA	FUN_042420-T1, FUN_021291-T1
OG0000256	Av_00009404-RA	FUN_022783-T1, FUN_022784-T1, FUN_013924-T1
OG0000256	Av_00013916-RA, Av_00013917-RA, Av_00000047-RA, Av_00011441-RA, Av_00011440-RA	FUN_037183-T1, FUN_037184-T1, FUN_032428-T1, FUN_037179-T1, FUN_037190-T1, FUN_037189-T1, FUN_037209-T1, FUN_037204-T1, FUN_037193-T1, FUN_037195-T1, FUN_037192-T1, FUN_037202-T1, FUN_037188-T1, FUN_037185-T1, FUN_049142-T2, FUN_049142-T1, FUN_037191-T1
OG0000257	Av_00022012-RA, Av_00015478-RA	FUN_009254-T1, FUN_032219-T1
OG0000262	Av_00015108-RA, Av_00001317-RA, Av_00016799-RA	FUN_024722-T1
OG0000262	Av_00008068-RA	FUN_003508-T1
OG0000262	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA	FUN_011934-T1
OG0000264	Av_00008916-RA	FUN_027212-T1
OG0000264	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA	FUN_034960-T1
OG0000265	Av_00017215-RA, Av_00002364-RA	FUN_011920-T2, FUN_011920-T1, FUN_049254-T1
OG0000266	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA	FUN_035283-T1, FUN_012447-T1
OG0000267	Av_00012985-RA	FUN_007595-T1
OG0000268	Av_00004669-RA	FUN_020985-T1
OG0000269	Av_00021511-RA, Av_00004127-RA	FUN_006463-T2, FUN_006463-T3, FUN_006463-T1
OG0000269	Av_00021444-RA	FUN_005120-T2, FUN_005120-T1
OG0000270	Av_00018108-RA	FUN_031439-T1, FUN_020087-T1, FUN_043360-T1
OG0000271	Av_00009293-RA, Av_00012407-RA, Av_00001723-RA, Av_00017690-RA, Av_00013855-RA, Av_00011287-RA	FUN_010906-T1, FUN_010906-T2, FUN_010901-T1
OG0000273	Av_00024264-RA	FUN_031875-T1
OG0000276	Av_00009904-RA	FUN_038553-T1, FUN_049823-T1, FUN_049822-T1, FUN_049821-T1
OG0000276	Av_00005283-RA	FUN_032445-T1
OG0000276	Av_00001287-RA	FUN_002520-T1
OG0000276	Av_00019066-RA, Av_00019522-RA, Av_00008874-RA	FUN_010257-T1
OG0000277	Av_00017356-RA, Av_00008487-RA	FUN_048694-T1
OG0000277	Av_00008677-RA	FUN_048623-T1
OG0000277	Av_00005392-RA, Av_00006367-RA, Av_00005393-RA, Av_00002614-RA	FUN_023857-T1
OG0000277	Av_00011866-RA, Av_00007006-RA, Av_00001198-RA	FUN_036512-T1
OG0000278	Av_00008364-RA	FUN_001489-T1, FUN_027214-T1, FUN_044546-T2, FUN_044546-T1
OG0000278	Av_00016433-RA, Av_00011211-RA, Av_00007857-RA, Av_00000205-RA	FUN_011938-T2, FUN_011938-T1, FUN_046609-T1
OG0000279	Av_00009486-RA, Av_00018873-RA, Av_00017626-RA, Av_00013039-RA, Av_00020001-RA, Av_00009947-RA, Av_00015051-RA, Av_00009218-RA	FUN_043112-T1, FUN_045048-T1
OG0000280	Av_00005204-RA, Av_00002761-RA	FUN_031792-T1, FUN_025254-T1, FUN_025254-T2
OG0000280	Av_00023876-RA	FUN_020597-T1, FUN_020597-T3, FUN_020597-T2
OG0000286	Av_00003033-RA, Av_00005457-RA	FUN_040635-T1
OG0000286	Av_00009768-RA	FUN_051780-T1
OG0000288	Av_00022477-RA, Av_00004118-RA, Av_00008025-RA	FUN_049973-T1, FUN_049973-T3, FUN_049973-T2, FUN_020079-T3, FUN_020079-T1, FUN_020079-T2
OG0000291	Av_00015510-RA, Av_00016961-RA	FUN_032536-T1, FUN_032536-T2, FUN_023332-T1, FUN_023332-T2, FUN_023332-T6
OG0000291	Av_00001758-RA, Av_00015912-RA, Av_00010518-RA	FUN_011047-T1
OG0000291	Av_00020641-RA, Av_00020797-RA	FUN_041458-T1
OG0000292	Av_00011948-RA, Av_00011651-RA	FUN_027554-T1
OG0000293	Av_00002259-RA	FUN_036219-T1, FUN_013612-T1
OG0000293	Av_00015703-RA, Av_00021177-RA, Av_00002893-RA	FUN_042208-T1
OG0000293	Av_00022981-RA, Av_00001335-RA, Av_00015129-RA, Av_00021052-RA	FUN_035723-T1, FUN_052347-T1, FUN_052346-T1, FUN_052348-T1
OG0000294	Av_00016133-RA, Av_00016751-RA	FUN_000189-T1, FUN_002724-T1
OG0000295	Av_00013205-RA, Av_00018795-RA	FUN_005699-T1, FUN_005699-T2
OG0000295	Av_00004640-RA, Av_00019262-RA, Av_00024759-RA	FUN_005104-T1
OG0000296	Av_00017187-RA, Av_00012645-RA	FUN_024605-T1
OG0000296	Av_00014149-RA, Av_00005603-RA, Av_00005975-RA	FUN_035086-T1
OG0000297	Av_00008335-RA, Av_00008328-RA	FUN_005565-T1, FUN_005562-T1
OG0000298	Av_00022919-RA, Av_00018105-RA	FUN_020166-T1
OG0000299	Av_00005627-RA	FUN_009457-T1, FUN_035324-T1
OG0000299	Av_00023775-RA	FUN_017692-T1
OG0000300	Av_00007014-RA, Av_00011871-RA, Av_00016564-RA, Av_00014394-RA	FUN_028803-T2, FUN_028803-T1
OG0000301	Av_00012772-RA, Av_00018519-RA, Av_00012701-RA, Av_00006224-RA, Av_00012771-RA	FUN_027295-T1, FUN_015537-T1
OG0000302	Av_00006379-RA	FUN_033774-T1
OG0000302	Av_00005789-RA, Av_00004954-RA	FUN_016896-T1
OG0000302	Av_00004974-RA	FUN_029839-T1, FUN_016597-T1
OG0000302	Av_00001688-RA, Av_00017656-RA	FUN_025112-T1, FUN_050327-T1
OG0000303	Av_00006444-RA, Av_00007518-RA	FUN_032380-T4, FUN_032380-T2, FUN_032380-T1, FUN_032380-T3, FUN_022948-T1
OG0000303	Av_00005745-RA, Av_00017301-RA, Av_00021390-RA, Av_00023774-RA, Av_00009132-RA	FUN_029995-T1, FUN_016452-T1, FUN_016452-T2
OG0000309	Av_00014221-RA, Av_00011662-RA	FUN_031146-T3, FUN_031146-T2, FUN_031146-T1, FUN_025514-T1
OG0000311	Av_00013165-RA	FUN_004579-T1
OG0000311	Av_00021723-RA, Av_00013166-RA	FUN_004570-T1, FUN_004584-T1, FUN_046118-T1, FUN_004585-T1, FUN_004582-T1, FUN_004577-T1, FUN_004580-T1, FUN_004576-T1, FUN_004573-T1, FUN_004572-T1, FUN_004571-T1, FUN_004575-T1, FUN_004583-T1, FUN_004587-T1
OG0000313	Av_00007312-RA	FUN_052145-T1, FUN_005569-T1
OG0000313	Av_00020737-RA	FUN_032313-T1, FUN_009171-T1
OG0000313	Av_00012410-RA, Av_00011285-RA	FUN_047449-T1
OG0000315	Av_00023261-RA	FUN_000681-T1, FUN_002143-T1, FUN_017758-T1, FUN_002145-T1, FUN_002134-T1, FUN_051640-T1
OG0000316	Av_00001032-RA, Av_00018224-RA	FUN_003110-T1, FUN_003110-T2
OG0000316	Av_00004406-RA, Av_00001087-RA	FUN_006117-T1, FUN_021451-T1
OG0000318	Av_00016108-RA, Av_00023640-RA	FUN_008954-T3, FUN_008954-T4, FUN_008954-T5, FUN_008954-T2, FUN_008954-T1, FUN_013713-T1
OG0000319	Av_00018339-RA	FUN_029168-T1
OG0000321	Av_00022737-RA	FUN_044761-T1, FUN_007669-T1
OG0000321	Av_00024697-RA, Av_00015135-RA, Av_00001344-RA	FUN_000203-T1, FUN_002707-T1
OG0000321	Av_00003437-RA, Av_00004792-RA	FUN_051281-T1
OG0000322	Av_00010529-RA	FUN_024738-T1, FUN_024426-T1, FUN_024739-T1
OG0000323	Av_00009642-RA, Av_00002228-RA, Av_00024035-RA, Av_00001478-RA	FUN_043557-T1
OG0000323	Av_00007405-RA, Av_00009030-RA	FUN_004348-T1
OG0000323	Av_00004878-RA, Av_00003773-RA, Av_00021623-RA	FUN_042710-T2, FUN_042710-T1
OG0000324	Av_00023687-RA	FUN_025985-T1
OG0000325	Av_00016435-RA	FUN_044336-T3, FUN_044336-T1, FUN_044336-T2, FUN_011893-T1, FUN_011893-T2, FUN_040108-T1, FUN_040110-T1
OG0000326	Av_00021579-RA, Av_00019248-RA	FUN_025585-T1, FUN_031036-T1
OG0000326	Av_00006618-RA, Av_00015077-RA	FUN_035968-T2, FUN_035968-T1, FUN_052303-T1
OG0000327	Av_00010005-RA, Av_00007907-RA	FUN_042714-T1
OG0000327	Av_00014198-RA	FUN_020910-T1
OG0000327	Av_00008017-RA	FUN_015882-T1, FUN_006480-T1
OG0000329	Av_00007998-RA, Av_00006804-RA	FUN_001808-T1, FUN_006343-T1
OG0000330	Av_00004644-RA, Av_00018236-RA	FUN_007470-T1, FUN_025047-T1
OG0000331	Av_00020033-RA, Av_00002903-RA	FUN_045478-T1
OG0000332	Av_00017967-RA	FUN_001012-T1
OG0000335	Av_00005401-RA, Av_00003312-RA, Av_00017008-RA, Av_00011573-RA	FUN_033602-T1
OG0000335	Av_00000699-RA	FUN_004457-T1, FUN_004457-T2
OG0000337	Av_00003729-RA	FUN_041587-T2, FUN_041587-T1, FUN_027149-T1
OG0000338	Av_00000459-RA, Av_00021592-RA	FUN_002238-T1
OG0000338	Av_00011169-RA, Av_00022467-RA	FUN_050507-T1
OG0000339	Av_00019345-RA	FUN_027140-T1
OG0000339	Av_00017230-RA, Av_00015810-RA	FUN_024224-T1, FUN_034006-T1
OG0000340	Av_00019542-RA	FUN_013134-T1, FUN_013135-T1
OG0000340	Av_00010470-RA	FUN_020358-T1, FUN_020359-T1, FUN_038370-T1, FUN_038368-T1, FUN_013131-T1, FUN_031951-T1, FUN_031957-T1
OG0000342	Av_00016032-RA, Av_00004234-RA	FUN_026515-T1, FUN_026515-T2
OG0000342	Av_00008007-RA	FUN_006423-T1, FUN_006404-T1, FUN_006411-T1
OG0000343	Av_00015853-RA	FUN_038789-T1
OG0000345	Av_00000142-RA	FUN_046361-T3, FUN_046361-T1, FUN_046361-T2
OG0000345	Av_00003714-RA	FUN_008259-T1
OG0000346	Av_00012233-RA, Av_00018606-RA, Av_00000281-RA, Av_00007742-RA	FUN_025351-T1
OG0000346	Av_00011191-RA	FUN_011483-T1
OG0000347	Av_00017348-RA	FUN_048770-T1, FUN_048769-T1, FUN_048765-T1, FUN_048766-T1, FUN_048768-T1, FUN_048773-T1, FUN_020047-T1, FUN_048775-T1, FUN_049559-T1, FUN_011821-T1, FUN_011820-T1, FUN_011819-T1, FUN_048779-T1, FUN_048776-T1, FUN_048778-T1, FUN_048777-T1, FUN_048763-T1, FUN_048761-T1, FUN_018436-T1, FUN_024823-T1, FUN_024822-T1, FUN_024824-T1
OG0000349	Av_00014816-RA	FUN_027015-T1
OG0000349	Av_00005608-RA, Av_00005965-RA	FUN_035159-T1
OG0000350	Av_00007168-RA	FUN_033728-T1, FUN_033727-T1, FUN_033729-T1
OG0000351	Av_00024277-RA	FUN_037882-T1, FUN_037882-T2, FUN_048458-T1, FUN_048458-T2, FUN_048458-T3
