Orthogroup	A_hypochondriacus.proteins	D_spatulata.proteins
OG0001024	AH004034-RA, AH005537-RA	Ds_00009130-RA, Ds_00004238-RA
OG0001026	AH015781-RA, AH015782-RA	Ds_00006892-RA
OG0001028	AH007056-RA, AH019832-RA	Ds_00000391-RA
OG0001029	AH005550-RA	Ds_00009138-RA, Ds_00008432-RA, Ds_00010513-RA
OG0001029	AH002878-RA, AH017514-RA	Ds_00013063-RA
OG0001037	AH020150-RA, AH011835-RA	Ds_00014658-RA, Ds_00005000-RA, Ds_00003249-RA
OG0001038	AH003043-RA, AH018864-RA, AH018862-RA	Ds_00010339-RA
OG0001039	AH000101-RA, AH001293-RA	Ds_00005204-RA, Ds_00004108-RA
OG0001039	AH012796-RA	Ds_00010300-RA
OG0001040	AH004683-RA	Ds_00015823-RA
OG0001040	AH018815-RA, AH003066-RA	Ds_00009508-RA
OG0001041	AH013706-RA, AH022551-RA	Ds_00010087-RA
OG0001042	AH022521-RA, AH013663-RA	Ds_00007499-RA
OG0001043	AH006172-RA, AH022186-RA, AH014506-RA	Ds_00011807-RA, Ds_00004712-RA
OG0001044	AH022004-RA, AH012767-RA	Ds_00005990-RA, Ds_00012237-RA
OG0001045	AH022111-RA, AH012922-RA	Ds_00000948-RA
OG0001045	AH007610-RA	Ds_00003893-RA
OG0001046	AH018798-RA, AH015860-RA	Ds_00012306-RA, Ds_00001177-RA
OG0001047	AH019370-RA	Ds_00014958-RA
OG0001047	AH012801-RA	Ds_00010351-RA
OG0001049	AH013877-RA	Ds_00011574-RA, Ds_00008294-RA, Ds_00011573-RA, Ds_00008293-RA, Ds_00008292-RA
OG0001050	AH006441-RA	Ds_00013216-RA
OG0001051	AH002743-RA, AH017286-RA	Ds_00012186-RA
OG0001052	AH008801-RA	Ds_00008182-RA, Ds_00003508-RA, Ds_00003277-RA, Ds_00006995-RA
OG0001052	AH003285-RA	Ds_00001312-RA, Ds_00004008-RA, Ds_00003714-RA, Ds_00017096-RA, Ds_00003998-RA
OG0001054	AH003184-RA, AH006029-RA, AH003185-RA	Ds_00010958-RA, Ds_00003593-RA
OG0001055	AH010816-RA, AH001798-RA	Ds_00016614-RA
OG0001056	AH010702-RA, AH007848-RA	Ds_00006991-RA
OG0001056	AH021197-RA, AH014620-RA	Ds_00003334-RA
OG0001057	AH002407-RA, AH000724-RA	Ds_00013033-RA
OG0001058	AH004752-RA	Ds_00009009-RA
OG0001059	AH017341-RA, AH002759-RA	Ds_00016257-RA
OG0001063	AH008625-RA, AH008626-RA	Ds_00016436-RA, Ds_00009191-RA
OG0001064	AH002099-RA	Ds_00002413-RA
OG0001064	AH014518-RA, AH020871-RA	Ds_00004962-RA, Ds_00000258-RA
OG0001065	AH000655-RA	Ds_00000638-RA, Ds_00002469-RA
OG0001066	AH011438-RA, AH023279-RA, AH023283-RA, AH016227-RA	Ds_00016333-RA
OG0001067	AH017255-RA, AH002765-RA	Ds_00003737-RA, Ds_00011425-RA
OG0001068	AH019530-RA, AH012352-RA	Ds_00009963-RA, Ds_00012972-RA
OG0001069	AH011997-RA	Ds_00012586-RA
OG0001069	AH016305-RA	Ds_00002843-RA
OG0001070	AH000393-RA, AH001453-RA	Ds_00001237-RA
OG0001070	AH012697-RA, AH021874-RA	Ds_00008742-RA
OG0001071	AH012794-RA	Ds_00015406-RA
OG0001072	AH007944-RA	Ds_00017862-RA, Ds_00014178-RA
OG0001073	AH006552-RA	Ds_00005739-RA, Ds_00011745-RA, Ds_00012632-RA
OG0001074	AH009467-RA	Ds_00015012-RA
OG0001075	AH016701-RA, AH012074-RA, AH019618-RA	Ds_00015862-RA, Ds_00005687-RA, Ds_00012558-RA
OG0001076	AH010746-RA, AH007881-RA	Ds_00006962-RA, Ds_00006144-RA
OG0001077	AH016316-RA	Ds_00005356-RA
OG0001078	AH017489-RA	Ds_00013078-RA
OG0001079	AH017564-RA, AH002840-RA	Ds_00016788-RA, Ds_00005341-RA, Ds_00016181-RA
OG0001080	AH018328-RA	Ds_00013133-RA
OG0001086	AH009366-RA	Ds_00013651-RA, Ds_00005449-RA
OG0001086	AH009364-RA	Ds_00014210-RA, Ds_00002116-RA, Ds_00003884-RA
OG0001091	AH015460-RA, AH015458-RA	Ds_00006627-RA
OG0001092	AH016385-RA	Ds_00006608-RA
OG0001093	AH004988-RA	Ds_00013392-RA
OG0001094	AH015698-RA, AH019173-RA, AH015699-RA, AH006154-RA	Ds_00014963-RA
OG0001094	AH011026-RA	Ds_00013935-RA
OG0001095	AH023086-RA	Ds_00011875-RA
OG0001095	AH012875-RA	Ds_00002566-RA
OG0001096	AH011126-RA	Ds_00004067-RA
OG0001096	AH010935-RA	Ds_00013968-RA
OG0001097	AH022557-RA	Ds_00015498-RA
OG0001098	AH012761-RA, AH021226-RA	Ds_00002017-RA, Ds_00013717-RA
OG0001099	AH020576-RA, AH006491-RA	Ds_00005713-RA
OG0001099	AH002885-RA	Ds_00014123-RA
OG0001100	AH005467-RA	Ds_00006514-RA
OG0001100	AH023245-RA	Ds_00002608-RA
OG0001107	AH014299-RA	Ds_00008221-RA
OG0001108	AH001285-RA, AH000239-RA	Ds_00005289-RA
OG0001108	AH014965-RA, AH021490-RA	Ds_00013375-RA
OG0001108	AH010575-RA, AH003448-RA, AH009907-RA	Ds_00012256-RA
OG0001109	AH022211-RA, AH013337-RA	Ds_00003180-RA, Ds_00006437-RA, Ds_00007634-RA
OG0001111	AH014211-RA	Ds_00000111-RA, Ds_00008878-RA, Ds_00016010-RA
OG0001112	AH017995-RA	Ds_00001292-RA
OG0001113	AH016027-RA, AH017036-RA	Ds_00003425-RA
OG0001114	AH009228-RA	Ds_00004611-RA
OG0001115	AH016248-RA	Ds_00004213-RA
OG0001116	AH023316-RA	Ds_00014249-RA, Ds_00009938-RA
OG0001117	AH016026-RA, AH017035-RA	Ds_00003423-RA, Ds_00010436-RA
OG0001118	AH001326-RA, AH000153-RA	Ds_00014577-RA
OG0001119	AH015942-RA	Ds_00003259-RA
OG0001120	AH002798-RA	Ds_00004318-RA
OG0001121	AH013657-RA	Ds_00010072-RA
OG0001122	AH014754-RA	Ds_00004391-RA
OG0001123	AH006921-RA, AH020258-RA	Ds_00002720-RA, Ds_00010821-RA
OG0001124	AH013963-RA	Ds_00014391-RA
OG0001124	AH023252-RA, AH016259-RA	Ds_00017888-RA
OG0001125	AH012028-RA	Ds_00005669-RA, Ds_00016875-RA
OG0001128	AH016955-RA	Ds_00009804-RA, Ds_00007887-RA
OG0001129	AH004516-RA	Ds_00017398-RA
OG0001129	AH015879-RA	Ds_00001905-RA
OG0001130	AH004473-RA, AH004879-RA	Ds_00017081-RA
OG0001131	AH022782-RA, AH016587-RA	Ds_00013495-RA, Ds_00017108-RA
OG0001132	AH016532-RA, AH022880-RA	Ds_00006718-RA
OG0001132	AH004159-RA, AH005388-RA	Ds_00008578-RA
OG0001133	AH015851-RA	Ds_00004380-RA
OG0001133	AH004152-RA, AH005363-RA	Ds_00005924-RA, Ds_00012687-RA
OG0001134	AH005090-RA	Ds_00015834-RA, Ds_00004313-RA
OG0001136	AH015798-RA, AH015799-RA	Ds_00000152-RA, Ds_00016843-RA
OG0001142	AH007571-RA	Ds_00003879-RA, Ds_00003663-RA
OG0001143	AH013596-RA	Ds_00004690-RA, Ds_00001129-RA, Ds_00006466-RA
OG0001143	AH013595-RA	Ds_00001125-RA
OG0001145	AH002687-RA	Ds_00007093-RA
OG0001145	AH010871-RA, AH007537-RA	Ds_00007105-RA, Ds_00003071-RA
OG0001147	AH021829-RA, AH021828-RA	Ds_00008716-RA
OG0001147	AH021827-RA, AH012620-RA	Ds_00008715-RA, Ds_00017763-RA
OG0001148	AH013387-RA	Ds_00004200-RA
OG0001149	AH011884-RA	Ds_00005593-RA
OG0001149	AH010685-RA, AH007824-RA	Ds_00007005-RA, Ds_00006121-RA
OG0001150	AH020477-RA	Ds_00012667-RA, Ds_00005758-RA
OG0001151	AH013071-RA	Ds_00006572-RA
OG0001151	AH019718-RA, AH011930-RA	Ds_00005613-RA
OG0001152	AH021862-RA, AH012678-RA	Ds_00014288-RA
OG0001153	AH011761-RA	Ds_00015654-RA
OG0001154	AH006933-RA	Ds_00015630-RA, Ds_00009291-RA
OG0001155	AH003848-RA, AH005731-RA	Ds_00009387-RA
OG0001155	AH016711-RA	Ds_00002492-RA
OG0001156	AH003904-RA	Ds_00005371-RA
OG0001157	AH005694-RA, AH003879-RA	Ds_00006746-RA, Ds_00005365-RA
OG0001158	AH006127-RA	Ds_00006764-RA
OG0001159	AH004048-RA	Ds_00001943-RA
OG0001160	AH023721-RA, AH023722-RA	Ds_00007463-RA
OG0001160	AH004290-RA, AH004943-RA	Ds_00015002-RA
OG0001161	AH001620-RA	Ds_00003840-RA, Ds_00003838-RA, Ds_00013364-RA
OG0001162	AH016893-RA	Ds_00003035-RA
OG0001162	AH003595-RA	Ds_00013429-RA
OG0001163	AH001668-RA	Ds_00000297-RA
OG0001163	AH016942-RA	Ds_00002526-RA
OG0001164	AH017026-RA	Ds_00003420-RA
OG0001165	AH008325-RA, AH016691-RA	Ds_00000499-RA
OG0001167	AH013303-RA	Ds_00005617-RA, Ds_00017418-RA
OG0001169	AH006416-RA	Ds_00005430-RA
OG0001169	AH023725-RA	Ds_00011977-RA
OG0001170	AH001817-RA	Ds_00015352-RA, Ds_00007868-RA
OG0001171	AH002354-RA	Ds_00017419-RA
OG0001172	AH009743-RA	Ds_00014041-RA
OG0001172	AH000090-RA, AH001173-RA	Ds_00009551-RA
OG0001173	AH015023-RA	Ds_00004519-RA
OG0001173	AH008168-RA, AH009928-RA	Ds_00001738-RA, Ds_00011725-RA
OG0001174	AH015288-RA	Ds_00010853-RA
OG0001175	AH001342-RA	Ds_00001651-RA, Ds_00001653-RA
OG0001175	AH000334-RA	Ds_00001650-RA
OG0001176	AH021471-RA, AH014932-RA	Ds_00004466-RA
OG0001177	AH003150-RA, AH018700-RA	Ds_00007732-RA
OG0001178	AH018244-RA, AH011465-RA	Ds_00004827-RA, Ds_00010820-RA
OG0001179	AH013358-RA	Ds_00002354-RA
OG0001179	AH014557-RA	Ds_00000099-RA
OG0001180	AH005365-RA	Ds_00018030-RA, Ds_00017915-RA, Ds_00018019-RA, Ds_00012681-RA
OG0001180	AH014071-RA	Ds_00015717-RA, Ds_00007262-RA
OG0001182	AH009218-RA	Ds_00008782-RA, Ds_00016480-RA
OG0001182	AH012348-RA, AH019533-RA	Ds_00009972-RA
OG0001183	AH012097-RA	Ds_00015875-RA
OG0001183	AH009641-RA	Ds_00008382-RA
OG0001184	AH003172-RA	Ds_00016358-RA
OG0001184	AH003173-RA	Ds_00013286-RA
OG0001185	AH014366-RA	Ds_00017348-RA, Ds_00017347-RA
OG0001186	AH013962-RA	Ds_00007221-RA
OG0001187	AH018784-RA	Ds_00004832-RA, Ds_00007369-RA
OG0001188	AH017993-RA	Ds_00001294-RA
OG0001188	AH009666-RA	Ds_00003589-RA
OG0001189	AH018210-RA	Ds_00014623-RA
OG0001190	AH000448-RA, AH000447-RA	Ds_00016325-RA
OG0001191	AH022626-RA	Ds_00008320-RA
OG0001192	AH021523-RA, AH015039-RA	Ds_00017898-RA, Ds_00010213-RA
OG0001193	AH021851-RA	Ds_00008733-RA, Ds_00017159-RA
OG0001194	AH009883-RA, AH008232-RA, AH009884-RA	Ds_00011782-RA
OG0001194	AH021473-RA, AH014934-RA	Ds_00017497-RA
OG0001195	AH016309-RA, AH023167-RA	Ds_00013864-RA
OG0001196	AH006827-RA, AH020348-RA	Ds_00002734-RA
OG0001197	AH012810-RA	Ds_00005150-RA, Ds_00004143-RA
OG0001197	AH023431-RA	Ds_00003303-RA
OG0001198	AH022726-RA, AH017490-RA	Ds_00006702-RA
OG0001198	AH017987-RA	Ds_00011401-RA
OG0001199	AH010076-RA	Ds_00007568-RA
OG0001200	AH013970-RA	Ds_00015812-RA, Ds_00008989-RA
OG0001201	AH004686-RA	Ds_00014860-RA
OG0001202	AH011829-RA, AH011828-RA, AH011830-RA	Ds_00003121-RA
OG0001203	AH014538-RA, AH014539-RA	Ds_00004332-RA
OG0001203	AH015747-RA, AH019376-RA	Ds_00004558-RA
OG0001204	AH018315-RA	Ds_00003475-RA
OG0001204	AH018316-RA	Ds_00017302-RA
OG0001205	AH005407-RA	Ds_00006491-RA
OG0001205	AH017184-RA	Ds_00002271-RA
OG0001206	AH016861-RA	Ds_00009019-RA
OG0001206	AH008244-RA, AH015380-RA, AH016365-RA, AH022537-RA, AH016876-RA, AH015585-RA, AH003672-RA, AH011576-RA, AH012124-RA, AH022059-RA, AH022479-RA, AH023350-RA	Ds_00016378-RA
OG0001207	AH004429-RA	Ds_00000551-RA, Ds_00006416-RA, Ds_00006414-RA, Ds_00016896-RA, Ds_00016897-RA
OG0001218	AH007870-RA	Ds_00006255-RA, Ds_00006965-RA
OG0001219	AH008153-RA, AH022509-RA	Ds_00010064-RA
OG0001220	AH022699-RA, AH023011-RA, AH017884-RA	Ds_00004573-RA
OG0001221	AH007028-RA, AH007029-RA	Ds_00003077-RA, Ds_00013239-RA
OG0001222	AH001435-RA	Ds_00014843-RA, Ds_00001221-RA
OG0001223	AH009790-RA	Ds_00000911-RA
OG0001223	AH001215-RA, AH000140-RA	Ds_00004083-RA
OG0001224	AH010879-RA, AH006895-RA	Ds_00005517-RA
OG0001225	AH017546-RA	Ds_00005334-RA
OG0001225	AH007192-RA	Ds_00005105-RA
OG0001225	AH017928-RA, AH020551-RA	Ds_00009347-RA, Ds_00012621-RA
OG0001227	AH021035-RA	Ds_00003783-RA
OG0001227	AH013791-RA	Ds_00011595-RA, Ds_00011746-RA
OG0001228	AH002109-RA	Ds_00006468-RA
OG0001228	AH016801-RA	Ds_00002348-RA
OG0001229	AH021934-RA	Ds_00017872-RA
OG0001230	AH015137-RA	Ds_00015890-RA
OG0001232	AH005742-RA, AH003837-RA	Ds_00013190-RA
OG0001233	AH008731-RA	Ds_00008847-RA
OG0001234	AH003599-RA	Ds_00013425-RA, Ds_00016711-RA
OG0001236	AH002449-RA	Ds_00012187-RA
OG0001237	AH008879-RA	Ds_00011954-RA
OG0001237	AH005662-RA	Ds_00010938-RA
OG0001238	AH023636-RA	Ds_00001593-RA, Ds_00003496-RA
OG0001239	AH010071-RA	Ds_00002156-RA, Ds_00006359-RA, Ds_00002154-RA
OG0001241	AH015103-RA, AH021614-RA	Ds_00015123-RA
OG0001243	AH015902-RA	Ds_00013635-RA, Ds_00003370-RA
OG0001244	AH009104-RA	Ds_00006355-RA
OG0001245	AH020829-RA, AH015569-RA	Ds_00012860-RA
OG0001246	AH003386-RA	Ds_00012806-RA
OG0001246	AH022222-RA	Ds_00002378-RA
OG0001247	AH007341-RA, AH011261-RA, AH003414-RA	Ds_00016112-RA
OG0001247	AH009086-RA	Ds_00010392-RA, Ds_00006212-RA, Ds_00012864-RA
OG0001248	AH022691-RA, AH022690-RA, AH013929-RA	Ds_00015673-RA, Ds_00010146-RA, Ds_00008330-RA
OG0001249	AH007798-RA	Ds_00007032-RA
OG0001250	AH020410-RA, AH006748-RA	Ds_00000836-RA
OG0001250	AH016402-RA, AH023037-RA	Ds_00006585-RA
OG0001252	AH013588-RA, AH022210-RA	Ds_00013788-RA, Ds_00003813-RA
OG0001252	AH004466-RA, AH004869-RA	Ds_00010717-RA
OG0001253	AH010969-RA	Ds_00000831-RA, Ds_00014749-RA, Ds_00014750-RA, Ds_00013948-RA
OG0001255	AH005586-RA	Ds_00011202-RA
OG0001256	AH002195-RA	Ds_00000015-RA
OG0001257	AH008377-RA	Ds_00012699-RA
OG0001259	AH011511-RA, AH018403-RA	Ds_00016418-RA
OG0001259	AH019896-RA, AH007252-RA	Ds_00005562-RA
OG0001260	AH005380-RA, AH004118-RA	Ds_00008418-RA, Ds_00012374-RA
OG0001261	AH017491-RA, AH002897-RA	Ds_00005317-RA, Ds_00013077-RA
OG0001262	AH005524-RA	Ds_00009126-RA
OG0001271	AH013611-RA	Ds_00012620-RA, Ds_00005726-RA, Ds_00009344-RA, Ds_00012619-RA, Ds_00001130-RA
OG0001272	AH013380-RA, AH013379-RA	Ds_00017016-RA
OG0001273	AH002602-RA	Ds_00001084-RA, Ds_00000694-RA
OG0001274	AH023783-RA	Ds_00008239-RA
OG0001275	AH006951-RA, AH020239-RA	Ds_00013254-RA
OG0001275	AH013311-RA	Ds_00012801-RA
OG0001276	AH007151-RA, AH019878-RA	Ds_00005077-RA
OG0001276	AH010428-RA	Ds_00003678-RA
OG0001277	AH021608-RA	Ds_00015482-RA
OG0001278	AH000211-RA	Ds_00015276-RA, Ds_00010367-RA
OG0001279	AH012651-RA	Ds_00002069-RA, Ds_00002064-RA, Ds_00016975-RA, Ds_00008727-RA
OG0001280	AH004486-RA	Ds_00017770-RA
OG0001280	AH004893-RA	Ds_00010733-RA
OG0001281	AH022074-RA, AH012983-RA	Ds_00000961-RA
OG0001281	AH007613-RA	Ds_00003906-RA
OG0001282	AH006683-RA	Ds_00012678-RA, Ds_00005773-RA
OG0001283	AH019863-RA, AH007129-RA	Ds_00005069-RA
OG0001284	AH014962-RA	Ds_00017192-RA
OG0001284	AH014961-RA	Ds_00017191-RA, Ds_00004485-RA
OG0001285	AH008738-RA	Ds_00008841-RA
OG0001285	AH002185-RA, AH000898-RA	Ds_00013029-RA, Ds_00000009-RA
OG0001286	AH008835-RA	Ds_00003517-RA, Ds_00014777-RA
OG0001287	AH001607-RA, AH000948-RA	Ds_00013355-RA, Ds_00013356-RA
OG0001288	AH010488-RA, AH010489-RA	Ds_00012257-RA
OG0001289	AH015607-RA	Ds_00011289-RA, Ds_00000359-RA
OG0001290	AH023736-RA	Ds_00007468-RA
OG0001291	AH008183-RA, AH010160-RA	Ds_00011743-RA, Ds_00001733-RA
OG0001292	AH000248-RA, AH009372-RA	Ds_00008190-RA, Ds_00001649-RA
OG0001293	AH010124-RA	Ds_00007537-RA
OG0001294	AH002512-RA	Ds_00003804-RA
OG0001294	AH022234-RA	Ds_00002373-RA
OG0001295	AH007897-RA	Ds_00017984-RA
OG0001295	AH021651-RA, AH015225-RA	Ds_00012901-RA
OG0001297	AH013365-RA	Ds_00017011-RA
OG0001298	AH012231-RA	Ds_00009286-RA, Ds_00015625-RA
OG0001298	AH018561-RA, AH003212-RA	Ds_00002151-RA
OG0001299	AH013339-RA, AH022213-RA	Ds_00002382-RA
OG0001299	AH014212-RA, AH021131-RA	Ds_00000112-RA
OG0001300	AH013338-RA	Ds_00012816-RA, Ds_00002381-RA
OG0001301	AH022228-RA	Ds_00000806-RA
OG0001302	AH003682-RA, AH005673-RA	Ds_00013404-RA
OG0001303	AH008663-RA	Ds_00002252-RA
OG0001304	AH022242-RA	Ds_00000459-RA
OG0001304	AH015897-RA	Ds_00003376-RA
OG0001305	AH018101-RA	Ds_00017736-RA
OG0001307	AH002122-RA, AH000485-RA	Ds_00011038-RA
OG0001308	AH002776-RA, AH017643-RA	Ds_00006412-RA
OG0001308	AH017766-RA, AH002622-RA	Ds_00007806-RA
OG0001309	AH014344-RA	Ds_00011119-RA
OG0001310	AH008261-RA, AH009796-RA	Ds_00001710-RA, Ds_00001713-RA
OG0001311	AH010330-RA	Ds_00015536-RA
OG0001311	AH006969-RA	Ds_00002755-RA
OG0001311	AH021901-RA	Ds_00011593-RA
OG0001312	AH010129-RA	Ds_00007546-RA
OG0001312	AH001369-RA, AH001368-RA	Ds_00001195-RA
OG0001313	AH013841-RA	Ds_00008322-RA
OG0001313	AH013838-RA	Ds_00008323-RA
OG0001314	AH016986-RA, AH015909-RA	Ds_00005966-RA
OG0001315	AH008762-RA	Ds_00007569-RA
OG0001315	AH012344-RA	Ds_00012354-RA, Ds_00012966-RA
OG0001316	AH012772-RA	Ds_00014725-RA, Ds_00007512-RA
OG0001316	AH023506-RA, AH023776-RA	Ds_00010833-RA, Ds_00003264-RA
OG0001317	AH020963-RA	Ds_00017207-RA
OG0001317	AH021475-RA	Ds_00010692-RA
OG0001318	AH013833-RA, AH020607-RA	Ds_00008326-RA
OG0001318	AH012543-RA, AH021764-RA	Ds_00015561-RA, Ds_00015964-RA
OG0001319	AH001546-RA	Ds_00011103-RA, Ds_00014978-RA
OG0001320	AH010153-RA, AH007996-RA, AH007994-RA, AH010156-RA, AH010154-RA	Ds_00004395-RA
OG0001320	AH022241-RA	Ds_00000460-RA
OG0001321	AH001676-RA	Ds_00009428-RA, Ds_00008923-RA
OG0001321	AH008409-RA	Ds_00002527-RA, Ds_00000566-RA
OG0001323	AH019507-RA	Ds_00012027-RA
OG0001323	AH009207-RA	Ds_00008786-RA, Ds_00012659-RA
OG0001324	AH000875-RA	Ds_00008886-RA
OG0001326	AH004010-RA	Ds_00012372-RA
OG0001328	AH008131-RA, AH009991-RA	Ds_00012708-RA
OG0001329	AH007262-RA	Ds_00007656-RA, Ds_00005566-RA
OG0001329	AH011539-RA, AH018434-RA	Ds_00005110-RA
OG0001330	AH001548-RA, AH001547-RA	Ds_00000777-RA, Ds_00000776-RA
OG0001335	AH012970-RA, AH022063-RA	Ds_00000973-RA
OG0001335	AH019874-RA, AH019873-RA, AH007142-RA	Ds_00005076-RA, Ds_00003218-RA
OG0001336	AH023796-RA, AH019392-RA	Ds_00006425-RA
OG0001339	AH010403-RA, AH007115-RA, AH002684-RA, AH017696-RA	Ds_00006346-RA, Ds_00003918-RA, Ds_00003681-RA
OG0001340	AH022637-RA	Ds_00010126-RA, Ds_00008295-RA
OG0001341	AH017764-RA, AH002620-RA	Ds_00007808-RA
OG0001341	AH010772-RA	Ds_00006157-RA
OG0001344	AH023779-RA	Ds_00009609-RA
OG0001345	AH023102-RA	Ds_00006609-RA
OG0001346	AH010533-RA	Ds_00003897-RA, Ds_00003671-RA
OG0001348	AH018838-RA	Ds_00001995-RA
OG0001349	AH007880-RA, AH010749-RA	Ds_00006254-RA, Ds_00006969-RA
OG0001350	AH013042-RA	Ds_00000472-RA
OG0001351	AH000203-RA	Ds_00004130-RA
OG0001352	AH021941-RA	Ds_00004651-RA
OG0001353	AH012682-RA	Ds_00017149-RA
OG0001354	AH006792-RA, AH020379-RA	Ds_00011009-RA
OG0001356	AH014878-RA	Ds_00004434-RA
OG0001356	AH002972-RA, AH017352-RA	Ds_00007082-RA
OG0001357	AH000633-RA	Ds_00004357-RA
OG0001357	AH003712-RA	Ds_00006782-RA
OG0001358	AH016807-RA	Ds_00017565-RA
OG0001359	AH008449-RA	Ds_00002235-RA
OG0001359	AH006217-RA	Ds_00003628-RA
OG0001360	AH008694-RA	Ds_00008175-RA
OG0001360	AH000727-RA, AH002414-RA	Ds_00013555-RA, Ds_00012223-RA
OG0001361	AH004967-RA	Ds_00001435-RA
OG0001361	AH016802-RA	Ds_00017562-RA
OG0001362	AH003982-RA, AH005913-RA	Ds_00011871-RA
OG0001363	AH010155-RA	Ds_00014775-RA
OG0001363	AH008751-RA, AH008752-RA	Ds_00008832-RA, Ds_00001584-RA
OG0001364	AH008286-RA, AH007873-RA, AH008285-RA	Ds_00001694-RA, Ds_00014058-RA
OG0001365	AH000303-RA, AH001381-RA	Ds_00012307-RA
OG0001366	AH001349-RA	Ds_00007711-RA
OG0001367	AH003213-RA	Ds_00013472-RA
OG0001367	AH012230-RA	Ds_00012927-RA
OG0001368	AH016496-RA, AH022919-RA	Ds_00012763-RA
OG0001369	AH000395-RA	Ds_00014838-RA
OG0001370	AH010137-RA, AH010138-RA	Ds_00017514-RA, Ds_00017515-RA
OG0001371	AH013431-RA, AH022312-RA	Ds_00017896-RA
OG0001372	AH014446-RA	Ds_00001551-RA, Ds_00013595-RA
OG0001372	AH011401-RA, AH018314-RA	Ds_00001377-RA
OG0001374	AH015891-RA	Ds_00003379-RA
OG0001375	AH012226-RA, AH003216-RA, AH018557-RA	Ds_00002150-RA
OG0001376	AH019805-RA	Ds_00005050-RA
OG0001376	AH010499-RA	Ds_00003660-RA
OG0001377	AH020681-RA, AH013974-RA	Ds_00007225-RA
OG0001378	AH012632-RA	Ds_00002080-RA
OG0001378	AH019506-RA, AH012337-RA	Ds_00012024-RA
OG0001379	AH013393-RA, AH022340-RA	Ds_00000468-RA, Ds_00002341-RA
OG0001379	AH014318-RA	Ds_00016994-RA
OG0001380	AH020970-RA	Ds_00007956-RA
OG0001380	AH016009-RA, AH017022-RA	Ds_00003418-RA
OG0001381	AH020930-RA	Ds_00000216-RA
OG0001381	AH017117-RA	Ds_00003460-RA
OG0001382	AH002862-RA, AH016223-RA	Ds_00010533-RA
OG0001383	AH018291-RA, AH006875-RA, AH018292-RA, AH007859-RA	Ds_00006981-RA, Ds_00003030-RA
OG0001384	AH003149-RA	Ds_00002109-RA
OG0001384	AH005942-RA, AH012336-RA	Ds_00012022-RA
OG0001385	AH009325-RA, AH009327-RA, AH021896-RA	Ds_00008670-RA
OG0001386	AH000240-RA	Ds_00010010-RA, Ds_00004098-RA
OG0001387	AH004826-RA	Ds_00006076-RA
OG0001387	AH007647-RA	Ds_00002713-RA
OG0001388	AH010193-RA	Ds_00011750-RA, Ds_00002965-RA
OG0001389	AH000188-RA	Ds_00014581-RA, Ds_00016435-RA, Ds_00005846-RA
OG0001390	AH013770-RA	Ds_00008247-RA
OG0001390	AH003084-RA	Ds_00007539-RA
OG0001391	AH005119-RA	Ds_00004304-RA
OG0001391	AH017402-RA, AH017401-RA, AH002942-RA, AH017403-RA	Ds_00009743-RA, Ds_00009745-RA
OG0001392	AH009554-RA	Ds_00011645-RA
OG0001392	AH011983-RA	Ds_00012591-RA
OG0001393	AH014534-RA, AH019390-RA, AH012146-RA	Ds_00006422-RA, Ds_00006391-RA
OG0001394	AH008516-RA	Ds_00016185-RA, Ds_00005354-RA
OG0001395	AH013557-RA	Ds_00009694-RA
OG0001396	AH005194-RA, AH004539-RA	Ds_00004789-RA
OG0001397	AH005438-RA, AH004090-RA	Ds_00008408-RA
OG0001398	AH007832-RA, AH007833-RA, AH010694-RA	Ds_00006230-RA, Ds_00006130-RA, Ds_00015006-RA, Ds_00002878-RA
OG0001399	AH005452-RA	Ds_00009102-RA
OG0001400	AH004404-RA, AH004764-RA	Ds_00009020-RA, Ds_00015461-RA
OG0001400	AH023435-RA	Ds_00017089-RA, Ds_00011416-RA
OG0001401	AH009355-RA	Ds_00017277-RA
OG0001402	AH004095-RA	Ds_00008412-RA, Ds_00012381-RA, Ds_00009982-RA
OG0001403	AH005509-RA, AH004175-RA	Ds_00005898-RA, Ds_00008545-RA
OG0001404	AH010253-RA	Ds_00001879-RA
OG0001404	AH011635-RA, AH019875-RA, AH011638-RA, AH011636-RA	Ds_00018070-RA
OG0001405	AH017627-RA	Ds_00016243-RA
OG0001405	AH000005-RA	Ds_00004183-RA, Ds_00004182-RA, Ds_00002645-RA
OG0001406	AH002769-RA, AH017651-RA	Ds_00003736-RA, Ds_00016253-RA
OG0001406	AH004662-RA	Ds_00015818-RA
OG0001407	AH015970-RA	Ds_00010342-RA
OG0001419	AH012694-RA	Ds_00003839-RA, Ds_00003828-RA, Ds_00013882-RA
OG0001422	AH016429-RA	Ds_00012107-RA
OG0001422	AH022580-RA	Ds_00010091-RA, Ds_00009070-RA
OG0001423	AH011144-RA	Ds_00016816-RA, Ds_00013748-RA
OG0001424	AH019975-RA, AH011839-RA	Ds_00003242-RA
OG0001425	AH016757-RA	Ds_00000510-RA
OG0001425	AH010887-RA	Ds_00005520-RA
OG0001426	AH022654-RA	Ds_00008282-RA
OG0001427	AH022962-RA, AH000419-RA, AH001427-RA	Ds_00014848-RA
OG0001428	AH011825-RA, AH018566-RA, AH018559-RA	Ds_00003122-RA, Ds_00004649-RA
OG0001431	AH013772-RA, AH022710-RA	Ds_00011602-RA, Ds_00008249-RA
