Orthogroup	A_coerulea.proteins	G_max.proteins
OG0000055	Aqcoe1G276100.1.p	GmISU01.14G023500.1.p, GmISU01.02G249200.1.p, GmISU01.08G279900.1.p
OG0000055	Aqcoe1G484000.1.p	GmISU01.19G141500.1.p, GmISU01.03G138500.1.p, GmISU01.10G044300.1.p, GmISU01.13G108000.1.p
OG0000056	Aqcoe4G058400.1.p	GmISU01.13G198000.1.p, GmISU01.15G076000.1.p
OG0000056	Aqcoe1G283600.1.p, Aqcoe1G283300.1.p	GmISU01.15G075950.1.p, GmISU01.13G198100.1.p, GmISU01.13G198500.1.p, GmISU01.13G198200.1.p, GmISU01.15G075900.1.p, GmISU01.15G075800.1.p
OG0000058	Aqcoe7G051900.3.p, Aqcoe7G051900.1.p, Aqcoe7G051900.2.p, Aqcoe7G051900.4.p, Aqcoe1G094900.1.p	GmISU01.14G060200.3.p, GmISU01.14G060200.7.p, GmISU01.14G060200.2.p, GmISU01.14G060200.1.p, GmISU01.14G060200.6.p, GmISU01.14G060200.5.p, GmISU01.18G031400.1.p, GmISU01.18G031400.2.p, GmISU01.11G203500.1.p
OG0000058	Aqcoe7G053300.1.p, Aqcoe7G052400.1.p	GmISU01.03G016350.1.p, GmISU01.03G154000.1.p, GmISU01.10G061400.1.p, GmISU01.09G221400.1.p
OG0000059	Aqcoe6G325200.1.p	GmISU01.14G128300.1.p
OG0000063	Aqcoe4G036500.1.p	GmISU01.06G231900.1.p, GmISU01.12G110400.1.p, GmISU01.12G177500.1.p
OG0000063	Aqcoe2G078800.1.p, Aqcoe1G397700.1.p	GmISU01.14G049700.1.p, GmISU01.02G221000.1.p, GmISU01.04G179300.1.p, GmISU01.06G132800.1.p
OG0000065	Aqcoe6G072400.1.p	GmISU01.04G088600.1.p
OG0000065	Aqcoe5G008600.1.p, Aqcoe5G008500.1.p, Aqcoe5G061000.1.p, Aqcoe7G402900.1.p, Aqcoe7G402800.1.p	GmISU01.13G101600.1.p, GmISU01.13G101600.2.p, GmISU01.13G101700.1.p, GmISU01.13G011600.1.p, GmISU01.20G071000.1.p
OG0000067	Aqcoe1G490000.2.p, Aqcoe1G490000.1.p, Aqcoe1G490000.3.p, Aqcoe2G166400.1.p	GmISU01.11G134500.3.p, GmISU01.12G065600.6.p, GmISU01.12G065600.1.p, GmISU01.12G065600.5.p, GmISU01.12G065600.4.p, GmISU01.12G065600.9.p, GmISU01.12G065600.7.p, GmISU01.12G065600.3.p, GmISU01.12G065600.8.p, GmISU01.12G065600.10.p, GmISU01.12G065600.2.p, GmISU01.11G134500.2.p, GmISU01.11G134500.8.p, GmISU01.11G134500.9.p, GmISU01.11G134500.6.p, GmISU01.11G134500.5.p, GmISU01.11G134500.7.p, GmISU01.11G134500.4.p, GmISU01.11G134500.1.p, GmISU01.13G289000.1.p, GmISU01.13G289000.3.p, GmISU01.15G042100.2.p, GmISU01.15G042100.1.p, GmISU01.03G139900.2.p, GmISU01.03G139900.7.p, GmISU01.19G143200.21.p, GmISU01.19G143200.20.p, GmISU01.19G143200.18.p, GmISU01.19G143200.14.p, GmISU01.19G143200.5.p, GmISU01.19G143200.17.p, GmISU01.19G143200.13.p, GmISU01.19G143200.7.p, GmISU01.19G143200.10.p, GmISU01.19G143200.8.p, GmISU01.19G143200.3.p, GmISU01.19G143200.6.p, GmISU01.19G143200.4.p, GmISU01.19G143200.1.p, GmISU01.19G143200.15.p, GmISU01.19G143200.11.p, GmISU01.19G143200.12.p, GmISU01.19G143200.16.p, GmISU01.19G143200.19.p, GmISU01.19G143200.2.p, GmISU01.19G143200.9.p, GmISU01.10G045800.13.p, GmISU01.10G045800.3.p, GmISU01.10G045800.14.p, GmISU01.10G045800.8.p, GmISU01.10G045800.5.p, GmISU01.10G045800.4.p, GmISU01.10G045800.2.p, GmISU01.13G109300.3.p, GmISU01.13G109300.4.p, GmISU01.13G109300.5.p, GmISU01.13G109300.2.p, GmISU01.13G109300.1.p, GmISU01.10G045800.10.p, GmISU01.10G045800.7.p, GmISU01.10G045800.6.p, GmISU01.10G045800.12.p, GmISU01.10G045800.1.p, GmISU01.10G045800.11.p
OG0000070	Aqcoe5G246400.1.p	GmISU01.05G159700.1.p, GmISU01.08G135800.1.p, GmISU01.06G137400.2.p, GmISU01.06G137400.1.p, GmISU01.06G137400.3.p, GmISU01.04G175300.4.p, GmISU01.04G175300.3.p, GmISU01.04G175300.2.p, GmISU01.04G175300.1.p
OG0000070	Aqcoe2G005900.1.p, Aqcoe1G462200.1.p	GmISU01.02G150500.1.p, GmISU01.02G150500.3.p, GmISU01.02G150500.2.p, GmISU01.09G090200.4.p, GmISU01.09G090200.3.p, GmISU01.09G090200.2.p, GmISU01.19G114300.4.p, GmISU01.03G109300.1.p, GmISU01.11G127200.1.p, GmISU01.12G058000.3.p, GmISU01.12G058000.2.p, GmISU01.12G058000.1.p, GmISU01.05G000900.2.p, GmISU01.19G000900.1.p, GmISU01.02G082600.1.p, GmISU01.18G233000.2.p, GmISU01.18G233000.1.p, GmISU01.15G036800.1.p, GmISU01.13G295000.1.p, GmISU01.15G036800.2.p, GmISU01.15G036800.3.p
OG0000071	Aqcoe3G135100.1.p	GmISU01.05G040300.1.p, GmISU01.17G116400.1.p
OG0000071	Aqcoe2G209700.1.p, Aqcoe1G129400.1.p	GmISU01.10G235800.3.p, GmISU01.10G235800.1.p, GmISU01.20G080600.1.p, GmISU01.10G235800.4.p
OG0000071	Aqcoe2G390800.1.p	GmISU01.20G053300.3.p, GmISU01.10G100300.1.p
OG0000071	Aqcoe5G006300.1.p	GmISU01.18G131500.2.p
OG0000072	Aqcoe6G077500.1.p	GmISU01.14G181200.1.p
OG0000072	Aqcoe2G393100.1.p	GmISU01.17G222400.1.p, GmISU01.18G014200.1.p, GmISU01.18G014300.1.p, GmISU01.11G219900.1.p
OG0000075	Aqcoe2G104800.1.p	GmISU01.20G183200.1.p
OG0000077	Aqcoe4G087900.1.p, Aqcoe4G179500.1.p, Aqcoe4G178900.1.p, Aqcoe0403s0001.1.p, Aqcoe0403s0002.1.p, Aqcoe4G127100.1.p, Aqcoe4G088100.1.p, Aqcoe4G178600.1.p, Aqcoe4G179400.1.p, Aqcoe4G126100.1.p, Aqcoe4G127000.1.p, Aqcoe4G126000.1.p	GmISU01.19G116900.1.p, GmISU01.12G027800.1.p
OG0000077	Aqcoe1G007000.1.p, Aqcoe1G007200.1.p, Aqcoe1G007200.2.p, Aqcoe6G314700.1.p	GmISU01.01G097400.1.p, GmISU01.03G038300.1.p, GmISU01.03G038600.1.p
OG0000078	Aqcoe5G089900.1.p	GmISU01.13G088700.1.p
OG0000078	Aqcoe3G423900.1.p, Aqcoe4G122900.1.p, Aqcoe7G124700.1.p	GmISU01.01G107400.1.p, GmISU01.01G107300.1.p, GmISU01.01G107000.1.p, GmISU01.01G106800.1.p, GmISU01.03G022300.1.p, GmISU01.03G022200.1.p, GmISU01.03G022100.1.p, GmISU01.01G107100.1.p, GmISU01.01G107200.1.p, GmISU01.01G107700.1.p
OG0000079	Aqcoe1G370000.1.p, Aqcoe1G370200.1.p, Aqcoe1G371200.1.p, Aqcoe1G371100.1.p, Aqcoe1G371000.1.p	GmISU01.13G281000.1.p
OG0000084	Aqcoe4G200700.1.p, Aqcoe4G269900.1.p, Aqcoe4G255600.1.p, Aqcoe4G270200.1.p, Aqcoe4G292300.1.p, Aqcoe4G204300.1.p, Aqcoe1G276500.1.p, Aqcoe4G243100.1.p, Aqcoe2G126900.1.p, Aqcoe4G264900.1.p, Aqcoe4G280800.1.p, Aqcoe4G267400.1.p, Aqcoe1G280700.1.p, Aqcoe1G386000.1.p, Aqcoe1G230100.1.p, Aqcoe1G380700.1.p, Aqcoe1G380800.1.p, Aqcoe1G385900.1.p, Aqcoe1G385800.1.p, Aqcoe1G386100.1.p, Aqcoe1G386500.1.p, Aqcoe1G394400.1.p, Aqcoe4G236800.1.p, Aqcoe1G386300.1.p, Aqcoe1G385600.1.p, Aqcoe1G386200.1.p, Aqcoe1G385400.1.p	GmISU01.08G169300.2.p, GmISU01.08G169300.3.p, GmISU01.01G141400.1.p, GmISU01.01G141300.1.p, GmISU01.11G057000.1.p, GmISU01.01G141500.1.p, GmISU01.07G229200.1.p, GmISU01.17G005900.1.p, GmISU01.18G071600.1.p, GmISU01.08G291300.1.p, GmISU01.18G071400.1.p, GmISU01.08G291400.1.p, GmISU01.08G291500.1.p, GmISU01.08G291600.1.p, GmISU01.07G138800.1.p, GmISU01.07G138800.2.p, GmISU01.20G005700.1.p, GmISU01.07G139500.2.p, GmISU01.07G139500.3.p, GmISU01.20G005600.1.p, GmISU01.09G233500.1.p, GmISU01.17G180900.1.p, GmISU01.14G106900.1.p, GmISU01.18G071500.1.p, GmISU01.02G198500.1.p
OG0000085	Aqcoe7G428500.1.p	GmISU01.09G062900.1.p, GmISU01.09G062900.2.p, GmISU01.15G160000.1.p, GmISU01.17G044300.1.p, GmISU01.13G082900.1.p
OG0000085	Aqcoe2G069700.1.p	GmISU01.18G167400.1.p, GmISU01.09G225200.1.p
OG0000085	Aqcoe7G239100.1.p	GmISU01.08G024700.1.p, GmISU01.08G024700.2.p, GmISU01.05G188500.1.p, GmISU01.05G188500.2.p, GmISU01.05G188500.3.p
OG0000085	Aqcoe1G060400.1.p, Aqcoe1G060400.2.p	GmISU01.08G115200.1.p, GmISU01.05G140100.1.p
OG0000085	Aqcoe5G241700.1.p	GmISU01.09G175400.1.p, GmISU01.01G114900.1.p, GmISU01.16G090400.1.p
OG0000087	Aqcoe1G041400.1.p, Aqcoe2G039200.1.p	GmISU01.03G097000.1.p, GmISU01.19G100600.1.p
OG0000087	Aqcoe6G024800.1.p	GmISU01.06G105300.1.p, GmISU01.04G204100.1.p, GmISU01.13G052700.2.p
OG0000087	Aqcoe1G147000.1.p	GmISU01.06G130100.1.p, GmISU01.04G181700.2.p, GmISU01.04G181700.1.p, GmISU01.06G130100.2.p
OG0000087	Aqcoe3G311200.1.p	GmISU01.04G143700.1.p, GmISU01.06G170500.1.p, GmISU01.05G030000.2.p, GmISU01.05G030000.1.p, GmISU01.17G085900.1.p, GmISU01.17G085900.2.p
OG0000088	Aqcoe1G425600.1.p	GmISU01.06G198400.1.p, GmISU01.12G127900.3.p, GmISU01.12G127900.2.p, GmISU01.12G127900.1.p, GmISU01.12G196400.1.p, GmISU01.12G196400.2.p, GmISU01.12G196220.1.p, GmISU01.12G195300.1.p, GmISU01.13G229800.1.p, GmISU01.17G168800.1.p, GmISU01.17G163400.1.p
OG0000088	Aqcoe4G025800.2.p, Aqcoe4G025800.1.p, Aqcoe4G026000.1.p, Aqcoe4G052000.3.p, Aqcoe4G052000.1.p, Aqcoe4G052000.2.p, Aqcoe4G026400.1.p, Aqcoe4G026100.1.p, Aqcoe4G025700.1.p	GmISU01.13G229600.3.p, GmISU01.13G229600.2.p, GmISU01.13G229600.4.p, GmISU01.13G229600.1.p, GmISU01.13G229400.1.p
OG0000088	Aqcoe4G025400.1.p	GmISU01.02G248100.2.p, GmISU01.02G248100.4.p, GmISU01.02G248100.3.p, GmISU01.02G248100.1.p, GmISU01.14G024800.1.p
OG0000089	Aqcoe7G202700.8.p, Aqcoe7G202700.9.p, Aqcoe7G202700.10.p, Aqcoe7G202700.4.p, Aqcoe7G202700.3.p, Aqcoe7G202700.5.p, Aqcoe7G202700.1.p, Aqcoe7G202700.2.p, Aqcoe3G215000.1.p, Aqcoe7G202900.1.p, Aqcoe7G202400.1.p, Aqcoe7G202400.2.p, Aqcoe7G202600.1.p, Aqcoe7G202600.2.p, Aqcoe1G185700.1.p	GmISU01.14G108900.6.p, GmISU01.14G108900.7.p, GmISU01.15G011300.1.p, GmISU01.13G319600.1.p, GmISU01.15G011200.1.p, GmISU01.07G030900.3.p, GmISU01.07G030900.4.p, GmISU01.07G030900.2.p, GmISU01.07G030900.1.p
OG0000089	Aqcoe7G202300.2.p, Aqcoe7G202300.1.p, Aqcoe7G202200.1.p	GmISU01.06G065600.1.p
OG0000090	Aqcoe5G263600.3.p, Aqcoe5G263600.1.p, Aqcoe5G263600.2.p	GmISU01.04G171200.1.p, GmISU01.04G171200.3.p, GmISU01.04G171200.4.p, GmISU01.04G171200.2.p, GmISU01.06G141850.1.p, GmISU01.08G000966.1.p, GmISU01.05G163900.1.p
OG0000090	Aqcoe7G139800.1.p, Aqcoe5G392100.1.p, Aqcoe3G138100.2.p, Aqcoe3G138100.1.p	GmISU01.18G012200.1.p, GmISU01.18G012200.5.p, GmISU01.18G012200.4.p, GmISU01.18G012200.3.p, GmISU01.18G012200.2.p, GmISU01.11G222000.1.p, GmISU01.11G222000.2.p, GmISU01.11G222000.4.p, GmISU01.08G121700.1.p, GmISU01.08G121700.2.p, GmISU01.05G145900.2.p, GmISU01.05G145900.5.p, GmISU01.05G145900.4.p, GmISU01.05G145900.1.p, GmISU01.05G145900.3.p, GmISU01.06G160900.1.p, GmISU01.04G152400.1.p
OG0000091	Aqcoe1G208000.1.p	GmISU01.18G003100.1.p, GmISU01.11G231300.1.p, GmISU01.08G098200.1.p, GmISU01.05G124500.1.p
OG0000091	Aqcoe5G474700.1.p	GmISU01.13G075800.1.p, GmISU01.09G057100.1.p
OG0000091	Aqcoe6G159700.1.p, Aqcoe6G159600.1.p, Aqcoe6G232900.1.p, Aqcoe6G232700.1.p	GmISU01.13G067800.1.p, GmISU01.13G067600.1.p, GmISU01.17G060200.1.p, GmISU01.17G059900.1.p, GmISU01.13G067700.1.p, GmISU01.17G060100.1.p, GmISU01.13G068000.1.p, GmISU01.17G059800.1.p, GmISU01.17G060000.1.p
OG0000092	Aqcoe4G221400.1.p, Aqcoe1G272600.1.p, Aqcoe1G317600.1.p, Aqcoe1G317400.1.p	GmISU01.04G114000.2.p, GmISU01.04G114000.3.p, GmISU01.04G114000.4.p, GmISU01.04G114000.1.p, GmISU01.11G193200.1.p, GmISU01.03G102400.1.p, GmISU01.13G095900.1.p
OG0000093	Aqcoe7G301000.1.p, Aqcoe7G300700.1.p, Aqcoe0021s0001.1.p, Aqcoe7G295300.1.p, Aqcoe7G301400.1.p, Aqcoe7G300100.2.p, Aqcoe7G300100.1.p, Aqcoe7G300000.1.p	GmISU01.11G119200.1.p, GmISU01.11G119200.2.p, GmISU01.15G029800.2.p, GmISU01.12G049600.2.p, GmISU01.12G049500.3.p, GmISU01.12G049600.1.p, GmISU01.12G049500.1.p, GmISU01.12G111000.1.p, GmISU01.11G118800.1.p, GmISU01.11G118900.1.p, GmISU01.11G118700.1.p, GmISU01.12G049200.1.p, GmISU01.11G118600.1.p, GmISU01.12G049300.1.p, GmISU01.12G049400.1.p, GmISU01.11G119000.1.p, GmISU01.12G049100.1.p, GmISU01.11G118300.1.p, GmISU01.12G049000.1.p, GmISU01.12G048900.1.p, GmISU01.15G029700.1.p, GmISU01.09G002800.1.p, GmISU01.12G202900.1.p, GmISU01.12G202900.2.p, GmISU01.08G139500.1.p, GmISU01.08G139600.1.p, GmISU01.15G224400.1.p, GmISU01.15G224300.2.p
OG0000095	Aqcoe6G022200.2.p, Aqcoe6G022200.3.p, Aqcoe6G022200.4.p, Aqcoe6G022200.1.p, Aqcoe7G165300.4.p, Aqcoe7G165300.1.p, Aqcoe7G165300.3.p, Aqcoe7G165300.2.p, Aqcoe7G165300.5.p, Aqcoe7G165300.7.p, Aqcoe7G165300.6.p	GmISU01.15G031000.2.p, GmISU01.15G031000.3.p, GmISU01.15G031000.1.p, GmISU01.13G300800.1.p, GmISU01.13G300800.2.p, GmISU01.13G300800.4.p, GmISU01.09G001166.1.p, GmISU01.04G104900.5.p, GmISU01.04G104900.8.p, GmISU01.04G104900.6.p, GmISU01.04G104900.2.p, GmISU01.04G104900.4.p, GmISU01.04G104900.10.p, GmISU01.04G104900.1.p, GmISU01.04G104900.9.p, GmISU01.04G104900.3.p, GmISU01.06G268400.1.p, GmISU01.06G268400.3.p, GmISU01.10G219500.3.p, GmISU01.10G219500.1.p, GmISU01.10G219500.2.p, GmISU01.20G098700.2.p, GmISU01.20G098700.5.p, GmISU01.20G098700.1.p, GmISU01.20G098700.9.p, GmISU01.20G098700.6.p, GmISU01.20G098700.10.p, GmISU01.20G098700.7.p, GmISU01.20G098700.8.p, GmISU01.20G098700.3.p, GmISU01.20G098700.4.p
OG0000096	Aqcoe4G273300.1.p, Aqcoe7G439300.1.p, Aqcoe4G135000.1.p, Aqcoe4G135100.1.p	GmISU01.09G071900.1.p, GmISU01.02G268000.1.p, GmISU01.02G190100.1.p, GmISU01.02G190000.1.p, GmISU01.14G158700.1.p
OG0000097	Aqcoe3G278900.1.p	GmISU01.05G035500.1.p, GmISU01.17G080500.1.p, GmISU01.04G148800.1.p
OG0000097	Aqcoe7G307500.1.p	GmISU01.16G091200.1.p
OG0000098	Aqcoe5G210900.1.p	GmISU01.17G224800.1.p, GmISU01.14G183100.1.p, GmISU01.06G021100.1.p, GmISU01.04G023000.1.p
OG0000098	Aqcoe1G173300.1.p, Aqcoe4G008100.1.p, Aqcoe3G411000.1.p	GmISU01.08G074200.1.p, GmISU01.05G102100.1.p, GmISU01.09G024900.1.p, GmISU01.15G122800.1.p
OG0000098	Aqcoe5G427300.1.p	GmISU01.05G176100.1.p, GmISU01.08G012800.1.p
OG0000098	Aqcoe2G055200.1.p, Aqcoe2G055300.1.p	GmISU01.19G096500.2.p, GmISU01.19G096500.1.p, GmISU01.03G092100.1.p
OG0000098	Aqcoe7G037100.1.p	GmISU01.03G057700.1.p, GmISU01.01G084400.1.p
OG0000098	Aqcoe1G090000.1.p	GmISU01.20G123200.1.p, GmISU01.10G197000.1.p
OG0000099	Aqcoe6G049600.1.p, Aqcoe6G049500.1.p, Aqcoe6G049400.1.p, Aqcoe6G049300.1.p	GmISU01.19G003400.1.p, GmISU01.19G004100.1.p, GmISU01.05G003100.1.p, GmISU01.05G003000.1.p, GmISU01.05G002900.1.p, GmISU01.19G003300.1.p, GmISU01.19G046300.1.p
OG0000101	Aqcoe3G302000.1.p	GmISU01.13G171000.1.p
OG0000101	Aqcoe5G262700.1.p	GmISU01.07G046400.1.p
OG0000101	Aqcoe4G169800.1.p	GmISU01.13G057800.1.p, GmISU01.04G096300.1.p
OG0000101	Aqcoe4G215700.1.p, Aqcoe7G326600.1.p, Aqcoe7G192800.1.p, Aqcoe2G000100.1.p, Aqcoe4G290500.1.p	GmISU01.01G022600.1.p, GmISU01.10G106100.1.p, GmISU01.10G106400.1.p
OG0000102	Aqcoe3G042700.1.p, Aqcoe3G042800.1.p, Aqcoe4G052700.1.p, Aqcoe3G148700.1.p, Aqcoe1G352500.1.p, Aqcoe4G145200.1.p, Aqcoe3G359500.1.p	GmISU01.12G111700.1.p, GmISU01.06G229800.1.p, GmISU01.06G230500.1.p, GmISU01.06G229900.1.p, GmISU01.06G229700.1.p, GmISU01.06G230200.1.p, GmISU01.06G230600.1.p, GmISU01.06G229400.1.p, GmISU01.12G111500.1.p, GmISU01.12G111400.1.p, GmISU01.12G111200.1.p, GmISU01.06G230100.1.p, GmISU01.06G230000.1.p
OG0000102	Aqcoe1G229600.2.p, Aqcoe1G229600.1.p, Aqcoe1G229500.1.p, Aqcoe1G144900.1.p, Aqcoe2G016700.1.p, Aqcoe7G350300.1.p, Aqcoe2G016600.1.p	GmISU01.06G235700.1.p, GmISU01.06G236300.1.p, GmISU01.06G234100.1.p, GmISU01.06G235100.1.p, GmISU01.06G240200.1.p, GmISU01.12G106700.1.p, GmISU01.12G108800.1.p, GmISU01.06G235350.1.p, GmISU01.06G234200.1.p, GmISU01.12G106900.1.p, GmISU01.12G106800.1.p, GmISU01.12G108700.1.p, GmISU01.06G240100.1.p, GmISU01.12G069900.1.p, GmISU01.11G158000.1.p
OG0000103	Aqcoe4G056500.3.p, Aqcoe4G056500.4.p, Aqcoe4G056500.1.p, Aqcoe4G056500.2.p	GmISU01.08G161300.3.p, GmISU01.08G161300.2.p, GmISU01.08G161300.1.p, GmISU01.15G210100.1.p, GmISU01.08G218000.1.p, GmISU01.15G181800.1.p
OG0000103	Aqcoe7G153000.2.p, Aqcoe7G153000.1.p, Aqcoe7G153000.3.p, Aqcoe7G153000.4.p, Aqcoe1G314500.1.p	GmISU01.15G067800.3.p, GmISU01.13G207800.1.p, GmISU01.13G207800.2.p, GmISU01.13G207800.3.p, GmISU01.13G207800.4.p, GmISU01.15G067800.4.p, GmISU01.15G067800.1.p, GmISU01.07G164300.1.p, GmISU01.13G151800.1.p
OG0000103	Aqcoe2G098400.1.p, Aqcoe2G098400.3.p, Aqcoe2G098400.2.p	GmISU01.07G129400.1.p, GmISU01.07G129400.2.p, GmISU01.18G149000.1.p
OG0000104	Aqcoe1G436200.1.p	GmISU01.19G161300.1.p
OG0000104	Aqcoe2G118300.1.p, Aqcoe7G349100.1.p, Aqcoe2G086100.1.p, Aqcoe4G266700.1.p, Aqcoe4G018100.1.p, Aqcoe4G018200.2.p, Aqcoe4G018200.1.p, Aqcoe4G266900.2.p, Aqcoe4G266900.3.p, Aqcoe4G266800.1.p, Aqcoe4G266900.1.p, Aqcoe4G298500.1.p, Aqcoe5G394700.1.p, Aqcoe5G394500.1.p, Aqcoe2G118600.1.p, Aqcoe2G113500.1.p, Aqcoe2G113400.1.p, Aqcoe2G118500.1.p	GmISU01.19G161400.1.p, GmISU01.19G161500.1.p, GmISU01.03G159500.1.p
OG0000104	Aqcoe2G117900.1.p	GmISU01.12G083900.1.p, GmISU01.11G144700.1.p, GmISU01.15G181900.1.p, GmISU01.03G083100.1.p, GmISU01.12G084000.1.p, GmISU01.03G083200.1.p, GmISU01.12G083800.1.p, GmISU01.19G161200.1.p
OG0000105	Aqcoe3G145000.1.p, Aqcoe5G400800.1.p	GmISU01.19G003600.3.p, GmISU01.19G003600.2.p, GmISU01.19G003600.1.p
OG0000105	Aqcoe4G304500.1.p, Aqcoe4G304500.2.p	GmISU01.09G014500.2.p, GmISU01.15G112300.4.p, GmISU01.15G112300.5.p, GmISU01.15G112300.3.p, GmISU01.15G112300.2.p
OG0000105	Aqcoe2G131100.1.p, Aqcoe1G452500.2.p, Aqcoe1G452500.1.p	GmISU01.13G123300.1.p, GmISU01.10G061000.5.p, GmISU01.10G061000.2.p, GmISU01.10G061000.3.p, GmISU01.10G061000.1.p, GmISU01.19G156200.13.p, GmISU01.19G156200.1.p, GmISU01.19G156200.5.p, GmISU01.19G156200.9.p, GmISU01.19G156200.8.p, GmISU01.19G156200.4.p, GmISU01.19G156200.3.p, GmISU01.19G156200.6.p, GmISU01.19G156200.10.p, GmISU01.19G156200.7.p, GmISU01.19G156200.14.p, GmISU01.19G156200.11.p, GmISU01.19G156200.12.p, GmISU01.19G156200.15.p, GmISU01.19G156200.2.p, GmISU01.03G153600.1.p, GmISU01.06G275600.1.p
OG0000106	Aqcoe6G192900.1.p, Aqcoe6G196600.1.p, Aqcoe6G196700.1.p	GmISU01.12G021200.1.p, GmISU01.11G088900.1.p
OG0000106	Aqcoe6G197100.1.p	GmISU01.12G021100.1.p, GmISU01.11G088800.1.p
OG0000107	Aqcoe3G024000.1.p, Aqcoe2G152900.1.p	GmISU01.09G093800.4.p, GmISU01.09G093800.1.p, GmISU01.09G093800.2.p, GmISU01.09G093800.3.p, GmISU01.20G088900.1.p, GmISU01.10G228800.1.p
OG0000107	Aqcoe2G153000.12.p, Aqcoe2G153000.13.p, Aqcoe2G153000.5.p, Aqcoe2G153000.3.p, Aqcoe2G153000.1.p, Aqcoe2G153000.8.p, Aqcoe2G153000.6.p, Aqcoe2G153000.2.p, Aqcoe2G153000.4.p, Aqcoe2G153000.7.p, Aqcoe2G153000.10.p, Aqcoe2G153000.11.p, Aqcoe2G153000.9.p, Aqcoe3G024100.2.p, Aqcoe3G024100.8.p, Aqcoe3G024100.3.p, Aqcoe3G024100.5.p, Aqcoe3G024100.1.p, Aqcoe3G024100.7.p, Aqcoe3G024100.6.p, Aqcoe3G024100.9.p, Aqcoe3G024100.4.p	GmISU01.18G235500.5.p, GmISU01.18G235500.3.p, GmISU01.18G235500.1.p, GmISU01.18G235500.2.p, GmISU01.02G080300.1.p, GmISU01.10G228900.3.p, GmISU01.10G228900.1.p, GmISU01.10G228900.2.p, GmISU01.20G088800.1.p, GmISU01.20G088800.2.p, GmISU01.20G088800.5.p
OG0000107	Aqcoe3G156300.1.p	GmISU01.18G054100.2.p, GmISU01.18G054100.1.p, GmISU01.11G173800.1.p
OG0000108	Aqcoe2G248100.2.p, Aqcoe2G248100.1.p, Aqcoe2G248100.3.p, Aqcoe2G248100.4.p, Aqcoe4G098900.1.p, Aqcoe1G248700.2.p, Aqcoe1G248700.3.p, Aqcoe1G248700.1.p, Aqcoe1G248900.1.p, Aqcoe1G248900.2.p, Aqcoe2G248000.1.p, Aqcoe4G162600.1.p, Aqcoe4G162600.2.p, Aqcoe1G107000.1.p	GmISU01.02G007200.1.p, GmISU01.02G007200.9.p, GmISU01.02G007200.3.p, GmISU01.02G007200.4.p, GmISU01.02G007200.7.p, GmISU01.02G007200.2.p, GmISU01.02G007200.5.p, GmISU01.02G007200.8.p, GmISU01.02G007200.6.p, GmISU01.10G108700.5.p, GmISU01.10G108700.1.p, GmISU01.10G108700.8.p, GmISU01.10G108700.2.p, GmISU01.10G108700.3.p, GmISU01.10G108700.9.p, GmISU01.10G108700.10.p, GmISU01.03G182800.1.p
OG0000108	Aqcoe5G291000.1.p, Aqcoe5G290900.1.p	GmISU01.13G091100.6.p, GmISU01.13G091100.5.p, GmISU01.13G091100.3.p, GmISU01.13G091100.2.p, GmISU01.13G091100.4.p
OG0000108	Aqcoe4G017400.3.p, Aqcoe4G017400.2.p, Aqcoe4G017400.1.p, Aqcoe4G017300.1.p	GmISU01.15G083600.1.p, GmISU01.13G189600.1.p
OG0000109	Aqcoe6G247900.1.p, Aqcoe6G247900.2.p	GmISU01.12G033600.12.p, GmISU01.12G033600.9.p, GmISU01.12G033600.2.p, GmISU01.12G033600.8.p, GmISU01.12G033600.11.p, GmISU01.12G033600.10.p, GmISU01.12G033600.14.p, GmISU01.12G033600.5.p, GmISU01.12G033600.15.p, GmISU01.12G033600.3.p, GmISU01.12G033600.7.p, GmISU01.12G033600.13.p, GmISU01.12G033600.1.p, GmISU01.12G033600.16.p, GmISU01.11G102000.3.p, GmISU01.11G102000.7.p, GmISU01.11G102000.2.p, GmISU01.11G102000.9.p, GmISU01.11G102000.14.p, GmISU01.11G102000.13.p
OG0000109	Aqcoe5G178000.1.p, Aqcoe5G178000.2.p	GmISU01.11G068300.1.p, GmISU01.11G068300.3.p, GmISU01.11G068300.5.p, GmISU01.11G068300.4.p, GmISU01.11G068300.2.p, GmISU01.01G131100.3.p, GmISU01.01G131100.6.p, GmISU01.01G131100.4.p, GmISU01.01G131100.5.p, GmISU01.01G131100.2.p, GmISU01.01G131100.1.p, GmISU01.01G131100.7.p, GmISU01.16G106800.6.p, GmISU01.16G106800.13.p, GmISU01.16G106800.8.p, GmISU01.16G106800.14.p, GmISU01.16G106800.1.p, GmISU01.16G106800.12.p, GmISU01.16G106800.4.p, GmISU01.16G106800.2.p, GmISU01.02G046400.2.p, GmISU01.02G046400.3.p, GmISU01.02G046400.5.p, GmISU01.02G046400.6.p, GmISU01.02G046400.4.p, GmISU01.02G046400.1.p, GmISU01.16G106800.3.p, GmISU01.16G106800.5.p, GmISU01.16G106800.11.p, GmISU01.16G106800.9.p, GmISU01.16G106800.10.p
OG0000112	Aqcoe7G228400.1.p	GmISU01.16G058550.1.p
OG0000113	Aqcoe6G315000.1.p	GmISU01.04G060700.1.p, GmISU01.17G183200.1.p, GmISU01.14G105500.1.p
OG0000113	Aqcoe7G080200.1.p	GmISU01.01G064100.1.p
