Orthogroup	S_lycopersicum.proteins	A_coerulea.proteins
OG0000078	Solyc10g086610.1.1, Solyc05g053460.1.1, Solyc09g011107.1.1, Solyc09g011100.1.1, Solyc09g011103.1.1, Solyc03g025660.1.1, Solyc09g091310.1.1, Solyc09g091300.1.1, Solyc09g091290.1.1, Solyc09g091330.1.1, Solyc09g091340.1.1, Solyc09g091320.1.1, Solyc09g091350.1.1, Solyc12g097090.2.1, Solyc09g092370.1.1	Aqcoe5G097200.1.p, Aqcoe2G156200.1.p, Aqcoe2G252100.1.p, Aqcoe4G127300.1.p, Aqcoe5G017600.1.p, Aqcoe2G131700.1.p, Aqcoe2G131600.1.p, Aqcoe7G124500.1.p
OG0000079	Solyc02g079890.2.1, Solyc03g007730.1.1, Solyc02g079895.1.1, Solyc00g154480.2.1	Aqcoe1G370000.1.p, Aqcoe1G370200.1.p, Aqcoe1G371200.1.p, Aqcoe1G371100.1.p, Aqcoe1G371000.1.p
OG0000079	Solyc01g105890.3.1, Solyc01g105920.3.1, Solyc01g105900.2.1, Solyc01g105880.4.1, Solyc01g105960.2.1, Solyc01g105850.3.1, Solyc01g105870.3.1, Solyc02g079840.2.1	Aqcoe4G253900.1.p, Aqcoe4G253400.1.p, Aqcoe1G139700.1.p, Aqcoe4G129400.1.p, Aqcoe4G129600.1.p, Aqcoe7G261500.1.p, Aqcoe7G261300.1.p, Aqcoe4G254000.1.p, Aqcoe4G253500.1.p, Aqcoe7G440300.1.p
OG0000079	Solyc01g105860.3.1, Solyc01g105950.3.1	Aqcoe1G370800.1.p
OG0000079	Solyc02g079910.2.1	Aqcoe4G238800.1.p
OG0000084	Solyc01g008670.3.1, Solyc01g008640.3.1, Solyc01g008650.3.1, Solyc04g083140.2.1, Solyc11g007980.2.1, Solyc06g066240.3.1, Solyc06g066230.3.1, Solyc06g059995.1.1, Solyc06g034236.1.1, Solyc06g035943.1.1, Solyc06g060017.1.1, Solyc06g060190.3.1, Solyc08g074260.3.1, Solyc02g062030.1.1, Solyc03g118585.1.1, Solyc04g063245.1.1, Solyc03g058853.1.1, Solyc07g007460.2.1, Solyc07g052370.3.1, Solyc03g058855.1.1, Solyc10g087013.1.1, Solyc10g087010.2.1, Solyc08g076253.1.1, Solyc08g076257.1.1, Solyc08g076250.2.1, Solyc12g036675.1.1, Solyc03g118583.1.1, Solyc11g038350.1.1, Solyc09g065455.1.1, Solyc06g034238.1.1, Solyc02g082070.3.1, Solyc02g092250.3.1, Solyc10g017510.3.1	Aqcoe4G200700.1.p, Aqcoe4G269900.1.p, Aqcoe4G255600.1.p, Aqcoe4G270200.1.p, Aqcoe4G292300.1.p, Aqcoe4G204300.1.p, Aqcoe1G276500.1.p, Aqcoe4G243100.1.p, Aqcoe2G126900.1.p, Aqcoe4G264900.1.p, Aqcoe4G280800.1.p, Aqcoe4G267400.1.p, Aqcoe1G280700.1.p, Aqcoe1G386000.1.p, Aqcoe1G230100.1.p, Aqcoe1G380700.1.p, Aqcoe1G380800.1.p, Aqcoe1G385900.1.p, Aqcoe1G385800.1.p, Aqcoe1G386100.1.p, Aqcoe1G386500.1.p, Aqcoe1G394400.1.p, Aqcoe4G236800.1.p, Aqcoe1G386300.1.p, Aqcoe1G385600.1.p, Aqcoe1G386200.1.p, Aqcoe1G385400.1.p
OG0000085	Solyc07g041940.3.1	Aqcoe7G428500.1.p
OG0000085	Solyc10g074710.2.1	Aqcoe2G069700.1.p
OG0000085	Solyc12g009310.2.1, Solyc07g042590.3.1	Aqcoe7G239100.1.p
OG0000085	Solyc01g028830.3.1	Aqcoe1G060400.1.p, Aqcoe1G060400.2.p
OG0000085	Solyc08g074980.3.1	Aqcoe5G241700.1.p
OG0000087	Solyc10g079600.2.1, Solyc10g079595.1.1, Solyc10g079700.2.1	Aqcoe1G041400.1.p, Aqcoe2G039200.1.p
OG0000087	Solyc06g048600.3.1, Solyc06g048930.3.1	Aqcoe1G147000.1.p
OG0000087	Solyc03g113720.3.1	Aqcoe3G311200.1.p
OG0000088	Solyc07g055810.3.1	Aqcoe4G025400.1.p
OG0000089	Solyc05g053570.3.1, Solyc05g053590.3.1, Solyc05g053600.3.1, Solyc05g053610.2.1, Solyc09g091660.3.1, Solyc09g091670.3.1, Solyc12g100180.2.1, Solyc12g100190.2.1, Solyc12g098210.2.1	Aqcoe7G202700.8.p, Aqcoe7G202700.9.p, Aqcoe7G202700.10.p, Aqcoe7G202700.4.p, Aqcoe7G202700.3.p, Aqcoe7G202700.5.p, Aqcoe7G202700.1.p, Aqcoe7G202700.2.p, Aqcoe3G215000.1.p, Aqcoe7G202900.1.p, Aqcoe7G202400.1.p, Aqcoe7G202400.2.p, Aqcoe7G202600.1.p, Aqcoe7G202600.2.p, Aqcoe1G185700.1.p
OG0000089	Solyc08g067610.3.1, Solyc08g067620.2.1	Aqcoe7G202300.2.p, Aqcoe7G202300.1.p, Aqcoe7G202200.1.p
OG0000090	Solyc09g065870.3.1	Aqcoe5G263600.3.p, Aqcoe5G263600.1.p, Aqcoe5G263600.2.p
OG0000090	Solyc03g111870.3.1	Aqcoe7G139800.1.p, Aqcoe5G392100.1.p, Aqcoe3G138100.2.p, Aqcoe3G138100.1.p
OG0000091	Solyc12g098610.2.1, Solyc09g092520.3.1	Aqcoe1G208000.1.p
OG0000091	Solyc07g009380.3.1, Solyc05g046290.3.1	Aqcoe5G474700.1.p
OG0000091	Solyc03g093130.3.1, Solyc03g093120.4.1, Solyc03g093110.3.1, Solyc03g093080.3.1	Aqcoe6G232900.1.p, Aqcoe6G232700.1.p
OG0000092	Solyc10g085780.1.1, Solyc04g039980.3.1, Solyc04g039990.3.1	Aqcoe4G221400.1.p, Aqcoe1G272600.1.p, Aqcoe1G317600.1.p, Aqcoe1G317400.1.p
OG0000093	Solyc10g045240.2.1, Solyc08g044510.3.1, Solyc01g074030.3.1, Solyc01g074040.1.1	Aqcoe7G301000.1.p, Aqcoe7G300700.1.p, Aqcoe0021s0001.1.p, Aqcoe7G295300.1.p, Aqcoe7G301400.1.p, Aqcoe7G300100.2.p, Aqcoe7G300100.1.p, Aqcoe7G300000.1.p
OG0000095	Solyc03g121630.3.1, Solyc05g041350.1.1, Solyc07g041370.1.1, Solyc07g043260.3.1, Solyc02g068550.2.1, Solyc07g043270.3.1, Solyc08g060840.1.1	Aqcoe6G022200.2.p, Aqcoe6G022200.3.p, Aqcoe6G022200.4.p, Aqcoe6G022200.1.p, Aqcoe7G165300.4.p, Aqcoe7G165300.1.p, Aqcoe7G165300.3.p, Aqcoe7G165300.2.p, Aqcoe7G165300.5.p, Aqcoe7G165300.7.p, Aqcoe7G165300.6.p
OG0000096	Solyc02g081690.1.1, Solyc07g043120.1.1, Solyc07g043150.1.1, Solyc09g098080.3.1, Solyc07g043160.1.1, Solyc07g043100.1.1, Solyc07g043110.1.1, Solyc07g043170.3.1, Solyc12g014010.2.1, Solyc07g043030.2.1, Solyc07g043040.1.1, Solyc07g043060.1.1, Solyc07g043050.1.1, Solyc07g043020.1.1, Solyc07g043190.2.1	Aqcoe4G273300.1.p, Aqcoe7G439300.1.p, Aqcoe4G135000.1.p, Aqcoe4G135100.1.p
OG0000097	Solyc03g112680.2.1	Aqcoe3G278900.1.p
OG0000097	Solyc07g015990.1.1, Solyc06g006053.1.1	Aqcoe1G102600.1.p
OG0000097	Solyc10g055290.2.1, Solyc10g055300.1.1, Solyc09g064960.1.1, Solyc03g098360.2.1, Solyc09g064990.1.1, Solyc09g064980.1.1	Aqcoe7G307500.1.p
OG0000098	Solyc04g081490.3.1, Solyc12g089310.2.1	Aqcoe5G210900.1.p
OG0000098	Solyc03g118760.3.1	Aqcoe5G427300.1.p
OG0000098	Solyc10g080940.2.1	Aqcoe2G055200.1.p, Aqcoe2G055300.1.p
OG0000098	Solyc06g076640.3.1	Aqcoe7G037100.1.p
OG0000098	Solyc10g086760.2.1, Solyc10g085020.2.1, Solyc06g035970.3.1, Solyc03g025730.3.1	Aqcoe1G090000.1.p
OG0000099	Solyc04g011925.1.1, Solyc04g011920.2.1, Solyc04g051768.1.1, Solyc04g011940.2.1, Solyc04g051730.1.1, Solyc10g080840.1.1, Solyc10g080817.1.1, Solyc10g080813.1.1, Solyc10g087040.2.1, Solyc10g080870.3.1, Solyc10g080815.1.1, Solyc10g080855.1.1	Aqcoe6G049600.1.p, Aqcoe6G049500.1.p, Aqcoe6G049400.1.p, Aqcoe6G049300.1.p
OG0000101	Solyc05g025640.1.1	Aqcoe3G302000.1.p
OG0000101	Solyc03g063670.1.1	Aqcoe4G169800.1.p
OG0000101	Solyc00g016480.1.1	Aqcoe4G215700.1.p, Aqcoe7G326600.1.p, Aqcoe7G192800.1.p, Aqcoe2G000100.1.p, Aqcoe4G290500.1.p
OG0000101	Solyc07g008960.1.1	Aqcoe2G168400.1.p
OG0000102	Solyc12g056020.1.1, Solyc12g056010.2.1, Solyc12g056000.1.1, Solyc02g076970.2.1, Solyc03g006200.2.1	Aqcoe3G042700.1.p, Aqcoe3G042800.1.p, Aqcoe4G052700.1.p, Aqcoe3G148700.1.p, Aqcoe1G352500.1.p, Aqcoe4G145200.1.p, Aqcoe3G359500.1.p
OG0000102	Solyc02g077050.3.1, Solyc02g076910.3.1	Aqcoe1G229600.2.p, Aqcoe1G229600.1.p, Aqcoe1G229500.1.p, Aqcoe1G144900.1.p, Aqcoe2G016700.1.p, Aqcoe7G350300.1.p, Aqcoe2G016600.1.p
OG0000103	Solyc10g005640.3.1, Solyc10g005630.3.1	Aqcoe4G056500.3.p, Aqcoe4G056500.4.p, Aqcoe4G056500.1.p, Aqcoe4G056500.2.p
OG0000103	Solyc02g078530.3.1, Solyc03g006500.3.1	Aqcoe7G153000.2.p, Aqcoe7G153000.1.p, Aqcoe7G153000.3.p, Aqcoe7G153000.4.p, Aqcoe1G314500.1.p
OG0000103	Solyc09g014470.2.1, Solyc10g076760.2.1	Aqcoe2G098400.1.p, Aqcoe2G098400.3.p, Aqcoe2G098400.2.p
OG0000104	Solyc10g083170.2.1	Aqcoe1G436200.1.p
OG0000104	Solyc10g085665.1.1	Aqcoe2G118300.1.p, Aqcoe7G349100.1.p, Aqcoe2G086100.1.p, Aqcoe4G266700.1.p, Aqcoe4G018100.1.p, Aqcoe4G018200.2.p, Aqcoe4G018200.1.p, Aqcoe4G266900.2.p, Aqcoe4G266900.3.p, Aqcoe4G266800.1.p, Aqcoe4G266900.1.p, Aqcoe4G298500.1.p, Aqcoe5G394700.1.p, Aqcoe5G394500.1.p, Aqcoe2G118600.1.p, Aqcoe2G113500.1.p, Aqcoe2G113400.1.p, Aqcoe2G118500.1.p
OG0000104	Solyc08g028690.3.1, Solyc10g083180.2.1	Aqcoe2G117900.1.p
OG0000105	Solyc02g067830.3.1, Solyc02g093360.3.1	Aqcoe3G145000.1.p, Aqcoe5G400800.1.p
OG0000105	Solyc04g015130.3.1	Aqcoe4G304500.1.p, Aqcoe4G304500.2.p
OG0000105	Solyc10g083500.2.1, Solyc09g009380.3.1, Solyc06g074480.3.1, Solyc11g067070.1.1	Aqcoe2G131100.1.p, Aqcoe1G452500.2.p, Aqcoe1G452500.1.p
OG0000106	Solyc10g052560.1.1, Solyc10g052590.1.1, Solyc10g052530.1.1, Solyc10g052550.1.1, Solyc11g011605.1.1, Solyc04g052910.2.1, Solyc04g052890.2.1, Solyc10g052570.1.1, Solyc04g052980.1.1, Solyc04g052990.1.1, Solyc11g011670.1.1, Solyc11g011710.1.1, Solyc11g011640.1.1, Solyc04g052960.1.1, Solyc11g011690.1.1, Solyc11g011730.1.1, Solyc11g011630.2.1, Solyc11g011660.1.1, Solyc04g053030.1.1, Solyc04g053010.1.1, Solyc11g011615.1.1, Solyc04g053020.2.1	Aqcoe6G197100.1.p
OG0000107	Solyc05g008805.1.1	Aqcoe3G024000.1.p, Aqcoe2G152900.1.p
OG0000107	Solyc02g086370.3.1, Solyc05g008820.3.1, Solyc05g008815.1.1	Aqcoe2G153000.12.p, Aqcoe2G153000.13.p, Aqcoe2G153000.5.p, Aqcoe2G153000.3.p, Aqcoe2G153000.1.p, Aqcoe2G153000.8.p, Aqcoe2G153000.6.p, Aqcoe2G153000.2.p, Aqcoe2G153000.4.p, Aqcoe2G153000.7.p, Aqcoe2G153000.10.p, Aqcoe2G153000.11.p, Aqcoe2G153000.9.p, Aqcoe3G024100.2.p, Aqcoe3G024100.8.p, Aqcoe3G024100.3.p, Aqcoe3G024100.5.p, Aqcoe3G024100.1.p, Aqcoe3G024100.7.p, Aqcoe3G024100.6.p, Aqcoe3G024100.9.p, Aqcoe3G024100.4.p
OG0000107	Solyc04g025370.2.1	Aqcoe3G156300.1.p
OG0000108	Solyc06g009280.1.1, Solyc06g009290.3.1	Aqcoe2G248100.2.p, Aqcoe2G248100.1.p, Aqcoe2G248100.3.p, Aqcoe2G248100.4.p, Aqcoe4G098900.1.p, Aqcoe1G248700.2.p, Aqcoe1G248700.3.p, Aqcoe1G248700.1.p, Aqcoe1G248900.1.p, Aqcoe1G248900.2.p, Aqcoe2G248000.1.p, Aqcoe4G162600.1.p, Aqcoe4G162600.2.p, Aqcoe1G107000.1.p
OG0000108	Solyc02g071350.3.1, Solyc02g071340.2.1	Aqcoe4G017400.3.p, Aqcoe4G017400.2.p, Aqcoe4G017400.1.p, Aqcoe4G017300.1.p
OG0000109	Solyc01g110380.3.1	Aqcoe6G247900.1.p, Aqcoe6G247900.2.p
OG0000109	Solyc02g084390.3.1, Solyc02g062330.2.1, Solyc04g081060.3.1	Aqcoe5G178000.1.p, Aqcoe5G178000.2.p
OG0000112	Solyc08g048230.1.1, Solyc04g018190.1.1, Solyc04g039770.2.1, Solyc08g029400.2.1, Solyc02g011920.1.1	Aqcoe7G228400.1.p
OG0000112	Solyc04g050840.1.1, Solyc02g011930.1.1, Solyc04g039760.2.1, Solyc09g031840.1.1, Solyc03g080130.1.1, Solyc08g045620.1.1, Solyc10g018980.2.1, Solyc04g050850.2.1, Solyc04g024540.1.1	Aqcoe4G301500.1.p, Aqcoe7G225300.1.p, Aqcoe3G207100.1.p
OG0000112	Solyc01g017140.1.1, Solyc08g014590.1.1, Solyc11g040080.1.1, Solyc03g013490.1.1, Solyc09g031850.1.1, Solyc04g024580.1.1, Solyc06g018000.2.1	Aqcoe7G228500.1.p
OG0000112	Solyc12g035790.1.1, Solyc12g019590.1.1	Aqcoe4G200100.1.p
OG0000112	Solyc09g031830.1.1, Solyc06g074590.2.1	Aqcoe2G195100.1.p, Aqcoe2G190800.1.p
OG0000113	Solyc06g065970.1.1	Aqcoe6G315000.1.p
OG0000113	Solyc01g090970.3.1	Aqcoe7G080200.1.p
OG0000113	Solyc08g078920.2.1, Solyc08g079230.1.1, Solyc08g079190.1.1, Solyc08g079200.1.1, Solyc08g078870.2.1, Solyc06g060640.1.1	Aqcoe5G161300.1.p
OG0000113	Solyc08g078900.1.1	Aqcoe7G076700.1.p
OG0000114	Solyc02g079540.2.1, Solyc02g079533.1.1, Solyc02g079550.2.1, Solyc04g008385.1.1, Solyc04g008370.2.1, Solyc04g008390.2.1, Solyc04g058110.3.1, Solyc02g079580.3.1, Solyc03g006720.1.1, Solyc03g006730.2.1	Aqcoe1G244900.2.p, Aqcoe1G244900.5.p, Aqcoe1G244900.1.p, Aqcoe1G244900.3.p, Aqcoe1G244900.4.p, Aqcoe1G272500.1.p, Aqcoe1G272500.3.p, Aqcoe1G272500.2.p, Aqcoe4G031600.1.p, Aqcoe4G031600.2.p, Aqcoe4G031600.3.p, Aqcoe1G245000.3.p, Aqcoe1G245000.4.p, Aqcoe1G245000.2.p, Aqcoe1G245000.1.p
OG0000114	Solyc10g005440.2.1, Solyc02g079570.3.1	Aqcoe1G279800.2.p, Aqcoe1G279800.1.p
OG0000115	Solyc10g078200.1.1, Solyc12g042390.1.1, Solyc12g094540.1.1	Aqcoe5G137100.1.p, Aqcoe5G137500.1.p
OG0000115	Solyc11g006480.1.1, Solyc01g103460.2.1	Aqcoe5G136900.1.p, Aqcoe5G137000.1.p, Aqcoe5G136700.1.p, Aqcoe5G137300.1.p, Aqcoe5G137400.1.p
OG0000115	Solyc04g076925.1.1	Aqcoe7G428900.1.p
OG0000115	Solyc08g078620.1.1, Solyc08g007350.2.1	Aqcoe5G136400.2.p, Aqcoe5G136400.1.p, Aqcoe5G136500.1.p, Aqcoe7G392900.1.p
OG0000116	Solyc11g066160.1.1	Aqcoe1G480100.1.p, Aqcoe7G321900.1.p
OG0000116	Solyc11g072840.1.1, Solyc04g011390.1.1, Solyc05g054610.1.1, Solyc06g075960.1.1, Solyc06g005420.1.1, Solyc06g005430.1.1, Solyc06g075930.1.1, Solyc06g075830.2.1, Solyc06g072240.1.1, Solyc11g072860.2.1	Aqcoe7G324500.1.p
OG0000117	Solyc09g005500.3.1, Solyc05g046210.2.1, Solyc05g046150.3.1, Solyc05g046145.1.1, Solyc05g046205.1.1, Solyc04g007795.1.1, Solyc05g046220.1.1, Solyc05g046160.1.1, Solyc04g007830.3.1, Solyc04g007825.1.1, Solyc05g046140.3.1, Solyc00g322635.1.1	Aqcoe1G501500.1.p
OG0000118	Solyc07g066080.3.1	Aqcoe7G258200.1.p
OG0000118	Solyc02g083570.3.1	Aqcoe5G212800.1.p, Aqcoe6G221500.1.p
OG0000119	Solyc01g020400.1.1, Solyc08g082550.1.1, Solyc10g049390.1.1, Solyc09g091220.2.1, Solyc09g083240.3.1, Solyc08g083000.2.1	Aqcoe2G359900.1.p
OG0000119	Solyc01g008660.3.1	Aqcoe5G401000.1.p, Aqcoe2G359600.1.p, Aqcoe4G152700.1.p, Aqcoe4G139900.1.p, Aqcoe4G140200.1.p, Aqcoe2G358000.1.p, Aqcoe2G358100.1.p, Aqcoe2G357900.1.p, Aqcoe4G278600.1.p
OG0000120	Solyc10g080420.2.1, Solyc10g080430.1.1, Solyc10g078680.2.1	Aqcoe2G011200.1.p, Aqcoe1G018900.1.p
OG0000120	Solyc03g077920.1.1	Aqcoe1G020800.1.p, Aqcoe1G020800.2.p
OG0000120	Solyc01g086720.3.1	Aqcoe2G011900.5.p, Aqcoe2G011900.3.p, Aqcoe2G011900.4.p, Aqcoe2G011900.6.p, Aqcoe2G011900.2.p, Aqcoe2G011900.1.p
OG0000120	Solyc01g094410.3.1, Solyc08g008020.1.1	Aqcoe7G036400.1.p
OG0000121	Solyc11g071650.2.1, Solyc01g097000.3.1	Aqcoe1G068600.1.p
OG0000121	Solyc06g073740.3.1, Solyc06g073760.3.1, Solyc06g073750.3.1, Solyc11g071640.2.1	Aqcoe1G069000.4.p, Aqcoe1G069000.1.p, Aqcoe1G069000.2.p, Aqcoe1G069000.5.p, Aqcoe1G069000.6.p, Aqcoe1G069000.7.p, Aqcoe1G069000.3.p, Aqcoe1G068800.1.p, Aqcoe1G069100.1.p
OG0000121	Solyc01g009240.3.1	Aqcoe1G069200.2.p, Aqcoe1G069200.4.p, Aqcoe1G069200.3.p, Aqcoe1G069200.1.p, Aqcoe1G069400.1.p, Aqcoe1G069400.2.p
OG0000122	Solyc09g015300.1.1, Solyc01g017300.1.1, Solyc09g018800.2.1, Solyc09g015290.1.1	Aqcoe2G193600.1.p
OG0000122	Solyc10g017890.1.1, Solyc02g020960.2.1	Aqcoe7G230600.1.p
OG0000122	Solyc01g017320.1.1	Aqcoe6G262300.1.p
OG0000122	Solyc12g035730.1.1, Solyc04g024885.1.1	Aqcoe2G192300.1.p
OG0000122	Solyc03g078005.1.1, Solyc00g245200.2.1, Solyc01g018090.2.1, Solyc10g052740.2.1	Aqcoe5G272900.1.p
OG0000122	Solyc12g033040.1.1	Aqcoe2G146000.1.p
OG0000123	Solyc12g098090.1.1, Solyc05g053170.3.1	Aqcoe2G387500.1.p, Aqcoe2G118400.1.p, Aqcoe3G357100.1.p
OG0000124	Solyc10g050880.1.1, Solyc01g108530.3.1, Solyc01g108520.2.1, Solyc01g108540.3.1, Solyc01g108570.3.1, Solyc01g108560.4.1, Solyc01g108580.3.1	Aqcoe6G146500.2.p, Aqcoe6G146500.1.p, Aqcoe4G288300.1.p, Aqcoe6G145700.1.p, Aqcoe6G146400.1.p, Aqcoe6G152400.1.p
OG0000124	Solyc04g079190.3.1	Aqcoe5G156300.1.p
OG0000124	Solyc09g075670.1.1, Solyc06g054290.2.1	Aqcoe2G339400.1.p
OG0000125	Solyc09g074230.3.1	Aqcoe2G321200.1.p
OG0000125	Solyc01g098560.3.1	Aqcoe2G321300.1.p
OG0000125	Solyc01g080680.3.1	Aqcoe2G319500.1.p
OG0000126	Solyc03g063563.1.1	Aqcoe1G261900.1.p
OG0000126	Solyc03g083835.1.1, Solyc03g013130.1.1	Aqcoe3G408100.1.p, Aqcoe2G141300.1.p, Aqcoe7G251000.1.p
OG0000127	Solyc09g074530.3.1	Aqcoe2G313000.1.p
OG0000127	Solyc03g097560.3.1, Solyc06g072630.3.1, Solyc03g097870.3.1, Solyc03g097590.3.1, Solyc03g097600.3.1, Solyc03g097570.3.1, Solyc03g097585.1.1, Solyc06g072620.3.1, Solyc03g097580.3.1, Solyc03g097610.3.1, Solyc06g072640.1.1, Solyc03g097620.1.1, Solyc05g024260.3.1	Aqcoe3G159400.1.p, Aqcoe5G345400.2.p, Aqcoe5G345400.1.p
OG0000128	Solyc12g035450.2.1, Solyc12g035460.2.1	Aqcoe7G249400.1.p, Aqcoe5G410100.1.p
OG0000129	Solyc06g063210.3.1, Solyc06g063180.2.1, Solyc06g063200.2.1, Solyc06g063170.3.1, Solyc06g063190.3.1	Aqcoe4G109900.1.p, Aqcoe4G109600.1.p, Aqcoe7G256400.1.p, Aqcoe4G123000.1.p, Aqcoe7G256300.1.p
OG0000131	Solyc07g041720.1.1, Solyc03g123410.1.1	Aqcoe7G437600.1.p
OG0000134	Solyc03g044710.3.1, Solyc02g090490.3.1, Solyc02g065090.3.1, Solyc02g065100.1.1	Aqcoe5G010900.1.p, Aqcoe6G151700.1.p, Aqcoe1G045900.2.p, Aqcoe1G045900.3.p, Aqcoe1G045900.1.p, Aqcoe6G152000.1.p, Aqcoe6G151800.1.p, Aqcoe5G411300.1.p
OG0000134	Solyc02g090630.3.1, Solyc04g079210.3.1	Aqcoe6G152200.1.p, Aqcoe6G152100.1.p
OG0000134	Solyc04g079260.3.1, Solyc04g079250.3.1, Solyc04g079240.3.1	Aqcoe6G146600.1.p, Aqcoe6G146900.1.p, Aqcoe6G147000.1.p, Aqcoe6G146700.1.p, Aqcoe6G146800.1.p, Aqcoe4G235500.1.p
OG0000135	Solyc04g049400.3.1, Solyc08g069180.3.1, Solyc05g047550.3.1	Aqcoe7G240700.1.p
OG0000136	Solyc03g114070.3.1	Aqcoe3G301500.2.p, Aqcoe3G301500.1.p
OG0000136	Solyc01g088780.3.1	Aqcoe3G257500.1.p
OG0000136	Solyc01g111560.3.1	Aqcoe6G221600.1.p, Aqcoe6G221600.2.p
OG0000136	Solyc02g083580.4.1, Solyc03g033420.3.1, Solyc02g062020.3.1	Aqcoe5G212600.2.p, Aqcoe5G212600.4.p
OG0000137	Solyc03g117460.1.1, Solyc03g117450.1.1, Solyc05g054380.2.1, Solyc09g091000.3.1, Solyc12g096960.2.1, Solyc09g090990.2.1, Solyc09g090970.3.1, Solyc09g090980.3.1	Aqcoe2G284000.1.p, Aqcoe2G284400.1.p, Aqcoe6G231700.1.p, Aqcoe4G138100.1.p, Aqcoe2G284600.1.p, Aqcoe2G284200.1.p, Aqcoe2G284500.1.p, Aqcoe6G231900.1.p, Aqcoe5G094200.1.p
OG0000139	Solyc06g076550.3.1, Solyc10g085230.2.1, Solyc10g085280.1.1, Solyc10g084890.2.1, Solyc10g085240.1.1, Solyc12g019990.1.1, Solyc12g019975.1.1, Solyc02g005115.1.1, Solyc10g085260.1.1, Solyc03g078790.1.1, Solyc03g078780.2.1, Solyc03g078810.3.1	Aqcoe1G233500.1.p
OG0000140	Solyc11g011590.2.1, Solyc11g011580.2.1, Solyc04g008950.3.1, Solyc04g008940.3.1, Solyc11g011600.2.1, Solyc04g008930.2.1, Solyc04g008970.3.1, Solyc04g008960.3.1, Solyc03g098660.3.1	Aqcoe3G439600.1.p
OG0000143	Solyc03g078500.3.1	Aqcoe4G241400.1.p, Aqcoe4G010500.1.p, Aqcoe4G301600.1.p
OG0000144	Solyc05g056550.3.1, Solyc01g103940.3.1	Aqcoe5G299000.1.p
OG0000144	Solyc04g074500.3.1	Aqcoe6G078400.1.p
OG0000144	Solyc08g077780.3.1	Aqcoe3G244500.1.p
OG0000145	Solyc11g071460.2.1	Aqcoe5G342300.1.p
OG0000145	Solyc01g094210.2.1, Solyc01g099560.3.1, Solyc01g094240.3.1, Solyc01g094250.3.1, Solyc01g094260.3.1, Solyc01g094270.3.1, Solyc10g017570.3.1, Solyc01g094220.3.1	Aqcoe7G039100.1.p, Aqcoe7G039100.2.p, Aqcoe7G038900.2.p, Aqcoe7G038900.1.p, Aqcoe7G039000.1.p
OG0000146	Solyc09g015020.1.1, Solyc09g015000.3.1	Aqcoe1G092700.1.p
OG0000146	Solyc06g076560.2.1, Solyc06g076520.1.1, Solyc06g076540.1.1, Solyc06g076570.3.1	Aqcoe1G092200.1.p
OG0000147	Solyc05g013650.2.1, Solyc05g013660.3.1	Aqcoe5G397600.3.p, Aqcoe5G397600.2.p, Aqcoe5G397600.1.p, Aqcoe5G397600.4.p, Aqcoe3G141500.2.p, Aqcoe3G141500.1.p, Aqcoe3G141500.3.p
OG0000147	Solyc06g075110.3.1, Solyc11g069550.1.1, Solyc06g010170.3.1	Aqcoe1G141800.2.p, Aqcoe1G141800.1.p
OG0000148	Solyc04g011640.3.1, Solyc01g100200.3.1, Solyc06g076280.2.1, Solyc04g011630.1.1, Solyc05g053090.2.1, Solyc10g086530.1.1, Solyc09g010920.1.1	Aqcoe1G108600.2.p, Aqcoe1G108600.4.p, Aqcoe1G108600.1.p, Aqcoe1G108600.3.p
OG0000149	Solyc10g085630.2.1	Aqcoe5G411900.2.p, Aqcoe5G411900.1.p
OG0000149	Solyc01g094090.3.1, Solyc01g108800.3.1, Solyc01g080930.3.1	Aqcoe3G228300.1.p
OG0000152	Solyc06g075800.1.1	Aqcoe1G124200.1.p
OG0000152	Solyc06g074780.1.1, Solyc06g074790.1.1	Aqcoe1G487200.1.p, Aqcoe6G012700.1.p
OG0000153	Solyc09g007290.3.1	Aqcoe1G489000.1.p
OG0000153	Solyc04g009520.3.1, Solyc04g049910.3.1, Solyc12g006120.2.1, Solyc07g065500.2.1, Solyc12g027650.1.1	Aqcoe1G489000.2.p
OG0000154	Solyc05g005190.3.1	Aqcoe3G286800.1.p
OG0000154	Solyc02g092970.3.1	Aqcoe5G140900.2.p, Aqcoe5G140900.1.p
OG0000156	Solyc04g077260.3.1	Aqcoe7G150600.1.p
OG0000156	Solyc07g006750.3.1	Aqcoe7G328900.1.p
OG0000156	Solyc09g008250.3.1	Aqcoe2G205500.1.p, Aqcoe1G132600.1.p
OG0000159	Solyc10g005060.3.1	Aqcoe6G153500.1.p, Aqcoe6G153700.1.p, Aqcoe1G187100.1.p, Aqcoe4G288900.1.p, Aqcoe0440s0003.1.p, Aqcoe4G288500.1.p, Aqcoe0440s0001.1.p, Aqcoe4G291800.1.p, Aqcoe4G289900.1.p, Aqcoe1G187200.1.p
OG0000159	Solyc06g060220.1.1	Aqcoe6G153900.1.p
